traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52621031,-3.29053378,-2.23255992,-0.795002162,-1.34280527,0.410856307,5.43910074,-2.46454597,2.12304378,3.19026637,6.00241327,-1.56425273,-1.01274312,1.64753973,5.77583504,-1.59299982,0.28173247,1.17578626,2.85429597,4.08824682
1,1.47978663,-3.30664849,-2.21515656,-0.802669168,-1.33983493,0.430818886,5.43367624,-2.47925115,2.13509417,3.25168037,5.99089766,-1.62277222,-0.985692263,1.65654922,5.78386259,-1.60806262,0.297840595,1.18900955,2.88080668,4.105865
2,1.4328723,-3.32212949,-2.19800353,-0.810232341,-1.33690751,0.450716734,5.42804813,-2.49407601,2.1466856,3.31309319,5.97833014,-1.68134224,-0.958338916,1.66600513,5.79166222,-1.62315965,0.314052135,1.20241606,2.90741944,4.12306213
3,1.38545275,-3.33692122,-2.18106484,-0.817734897,-1.33397341,0.470900863,5.4219408,-2.50943661,2.15775585,3.37442327,5.96478939,-1.73998702,-0.930650175,1.67590594,5.79922724,-1.63830256,0.330346555,1.21599782,2.93416929,4.13986254
4,1.33759427,-3.35106945,-2.16440272,-0.825130224,-1.33107615,0.491003096,5.41563702,-2.52490354,2.16833115,3.4356041,5.95025206,-1.79857969,-0.902723432,1.68624938,5.80657721,-1.65346885,0.346724421,1.22976339,2.96100855,4.15621233
5,1.28929126,-3.36454129,-2.1479845,-0.83245647,-1.32817292,0.51146102,5.40879965,-2.54100156,2.17840099,3.49676871,5.93471956,-1.8572644,-0.874495864,1.69704401,5.81368876,-1.66866803,0.363175124,1.24370587,2.98795652,4.1721282
6,1.24051738,-3.37733889,-2.13182497,-0.839685559,-1.32529414,0.531938672,5.40167522,-2.55733776,2.18795061,3.55779099,5.91817427,-1.91591847,-0.846008003,1.70831835,5.82056093,-1.68392169,0.379716843,1.25784123,3.0150249,4.18759727
7,1.19131112,-3.38947344,-2.11594677,-0.846809387,-1.32244456,0.552397728,5.39429712,-2.5738616,2.19698071,3.61867046,5.90061426,-1.97450542,-0.817307472,1.72009349,5.82717419,-1.69922757,0.396355957,1.27218378,3.04220247,4.20260143
8,1.14167035,-3.40092683,-2.10031056,-0.853864491,-1.31958508,0.573277235,5.38632441,-2.59111714,2.20547986,3.67950344,5.88205194,-2.03317165,-0.788330197,1.73232949,5.83354855,-1.71458006,0.413047701,1.28669286,3.06949234,4.21716213
9,1.0916394,-3.41170907,-2.08497787,-0.860803008,-1.31676316,0.594036937,5.37815809,-2.60844922,2.21344614,3.74008727,5.86250114,-2.09168816,-0.759210825,1.74504793,5.83968163,-1.72997284,0.429829061,1.30141556,3.09688282,4.23122549
10,1.04120159,-3.42180848,-2.06993294,-0.867650926,-1.31394947,0.614991903,5.36956453,-2.62624431,2.22085953,3.80052781,5.84195137,-2.15016222,-0.729881167,1.75828624,5.84554338,-1.74544442,0.446693689,1.31633973,3.12438703,4.24480677
11,0.990371644,-3.43122578,-2.05514789,-0.874436259,-1.31112802,0.63630569,5.36039686,-2.64471602,2.22766471,3.86070442,5.82050323,-2.20854425,-0.700343072,1.77205217,5.85112286,-1.76099718,0.463630199,1.33145404,3.151999,4.25791025
12,0.939168215,-3.43997669,-2.04070115,-0.881071448,-1.30837631,0.657402515,5.35112476,-2.66317391,2.23403072,3.92083883,5.79791164,-2.26686096,-0.670735598,1.78625393,5.85648537,-1.77657878,0.480637044,1.34678221,3.17970967,4.27048588
13,0.887579143,-3.44804287,-2.02651072,-0.887636185,-1.3056097,0.678819478,5.34129047,-2.68225241,2.2397542,3.9806962,5.77439213,-2.32508254,-0.640945554,1.80100024,5.86155987,-1.79224646,0.497703433,1.36230075,3.20753336,4.28257704
14,0.835655391,-3.45541787,-2.01265979,-0.894092143,-1.30287492,0.700276911,5.33113813,-2.70163417,2.24492335,4.04028368,5.74992371,-2.38311386,-0.611073971,1.81628835,5.86634302,-1.80800939,0.51487273,1.37806034,3.23546576,4.29412222
15,0.783400059,-3.46212888,-1.99910319,-0.900440395,-1.30015135,0.721856475,5.32059288,-2.72141099,2.249511,4.09963703,5.72447014,-2.44101667,-0.581116796,1.83207929,5.87086153,-1.82383215,0.532090724,1.39401507,3.26348639,4.30514193
16,0.730817318,-3.46816707,-1.98585963,-0.906686008,-1.29744947,0.743505955,5.30968857,-2.74152327,2.25351429,4.15869522,5.69805765,-2.49873614,-0.551111579,1.84837735,5.87510586,-1.83974218,0.549365878,1.41016591,3.2915988,4.31563473
17,0.677896976,-3.47350311,-1.97292483,-0.912838876,-1.29477012,0.765339851,5.29832315,-2.76213026,2.25691581,4.21748495,5.67070675,-2.55628657,-0.521054626,1.86521435,5.87905502,-1.85574126,0.566715896,1.42655683,3.3198359,4.32557106
18,0.62470293,-3.47817373,-1.96031058,-0.918893337,-1.29209495,0.787429631,5.28643465,-2.78331256,2.25968838,4.2760129,5.64241219,-2.61369395,-0.490937889,1.88260102,5.88269854,-1.87183952,0.584130764,1.44316399,3.34815669,4.33494759
19,0.571206927,-3.48215461,-1.94801307,-0.924840629,-1.2894522,0.809528887,5.27422571,-2.80477166,2.26187086,4.33418655,5.61319447,-2.67085242,-0.460860342,1.90047836,5.88607121,-1.88800478,0.60158968,1.45998824,3.37658072,4.34375811
20,0.517442763,-3.48546696,-1.93605328,-0.930670381,-1.28682852,0.831698358,5.26165438,-2.82658386,2.26343846,4.39204454,5.58303213,-2.72779846,-0.430783719,1.91893351,5.88911867,-1.90430081,0.61912787,1.47704864,3.40509844,4.3519907
21,0.463419378,-3.48811674,-1.92441094,-0.936409652,-1.28422546,0.854060173,5.24858618,-2.84890842,2.26436448,4.44956112,5.55197239,-2.78452754,-0.400745153,1.93789542,5.89187193,-1.92068338,0.6367082,1.49432087,3.43369985,4.35964489
22,0.409170181,-3.49008417,-1.9131099,-0.942026317,-1.28164184,0.876421988,5.23520803,-2.87149692,2.26468086,4.50667286,5.52002525,-2.84095669,-0.370809495,1.95737946,5.89432287,-1.93717873,0.654346168,1.51182222,3.4623847,4.36670065
23,0.354638636,-3.49135685,-1.90210903,-0.947565079,-1.27907574,0.899150431,5.22117233,-2.89483809,2.26429987,4.56346798,5.487216,-2.8971777,-0.340895236,1.97746038,5.89641666,-1.95379794,0.672048748,1.52958357,3.49119997,4.37315607
24,0.299924672,-3.49198031,-1.89145839,-0.952982783,-1.27653575,0.921880484,5.20680237,-2.91845369,2.26328874,4.61988354,5.45347691,-2.95316005,-0.311092913,1.99803185,5.89822292,-1.97051311,0.689783096,1.54755569,3.52007341,4.37900066
25,0.244983524,-3.4919219,-1.8811295,-0.958307624,-1.27401376,0.944752753,5.19197702,-2.94252419,2.26161289,4.67582035,5.41896009,-3.0087986,-0.281443596,2.01911998,5.89970493,-1.98734891,0.707560778,1.56575894,3.54903865,4.38422775
26,0.189874411,-3.49120378,-1.87114549,-0.963517129,-1.2715112,0.967748642,5.17670822,-2.96703482,2.25926113,4.7313571,5.38359737,-3.06413293,-0.251928657,2.04079318,5.90082455,-2.00432611,0.725407124,1.58422863,3.57809162,4.38882017
27,0.134589195,-3.48984003,-1.86150146,-0.968603909,-1.26903963,0.990750134,5.16110134,-2.99184012,2.25628519,4.78651714,5.34733868,-3.11919641,-0.222602725,2.06296372,5.90163422,-2.02141619,0.743287206,1.60292614,3.60721111,4.39277077
28,0.0791300237,-3.48778558,-1.85219479,-0.973597705,-1.26659501,1.01388657,5.14501953,-3.01710463,2.25261021,4.8411479,5.31035233,-3.17388892,-0.193482146,2.08564615,5.90210724,-2.03861618,0.761207163,1.62188578,3.63643861,4.3960762
29,0.023539437,-3.48509598,-1.84321392,-0.978488564,-1.26416206,1.03721392,5.12842035,-3.04289222,2.24822378,4.8953371,5.2725687,-3.22827911,-0.164551228,2.10887122,5.90222263,-2.05596566,0.779162645,1.64107811,3.66572022,4.39872885
30,-0.0321913585,-3.48175168,-1.83455729,-0.983284414,-1.26175189,1.06076801,5.11124039,-3.06926608,2.2430954,4.94907093,5.23400831,-3.28236175,-0.135826215,2.1326232,5.90199041,-2.0734303,0.797137916,1.6605196,3.69508815,4.40072155
31,-0.0880316049,-3.47774458,-1.82624853,-0.987960994,-1.25937414,1.08429217,5.09375238,-3.0958848,2.23731208,5.0022645,5.19472456,-3.33604026,-0.107394524,2.15687275,5.90140915,-2.09104252,0.815159023,1.68022072,3.72452974,4.40203905
32,-0.143981963,-3.47311163,-1.81826425,-0.992528141,-1.25700259,1.10794282,5.07578325,-3.1229465,2.23080373,5.05496883,5.1546793,-3.38937545,-0.0792336762,2.18164635,5.90046263,-2.10879207,0.833205998,1.70017242,3.75403047,4.40267611
33,-0.200039223,-3.46780443,-1.81059575,-0.997012436,-1.25466788,1.13186347,5.05717325,-3.15066385,2.22351789,5.10716534,5.11395359,-3.44236636,-0.0513318293,2.20694232,5.89913797,-2.12669516,0.851282716,1.72038913,3.78362012,4.40262508
34,-0.256141424,-3.46188188,-1.80328727,-1.00136709,-1.25235307,1.15570498,5.03829765,-3.17855287,2.21556377,5.15877295,5.07254887,-3.4949193,-0.0237831473,2.23274136,5.89744806,-2.14474726,0.869384766,1.74086976,3.81326747,4.40187597
35,-0.312306225,-3.45533204,-1.79627585,-1.00565529,-1.25006449,1.17993784,5.01864481,-3.20725346,2.20677423,5.20983601,5.03052759,-3.54713392,0.00346969371,2.25899124,5.89540577,-2.16291547,0.887478769,1.76157963,3.84296131,4.40043163
36,-0.368516445,-3.44814754,-1.78962493,-1.00979638,-1.24780214,1.20397353,4.99883556,-3.23597932,2.19734931,5.26035881,4.98779488,-3.59890509,0.0303160548,2.28579593,5.89294386,-2.18127131,0.905639291,1.78261518,3.87273836,4.39825201
37,-0.424754411,-3.44033146,-1.78329766,-1.01384187,-1.24554682,1.22815764,4.97851515,-3.26516128,2.18715906,5.31022549,4.94451141,-3.65023422,0.0567847788,2.3130548,5.89011145,-2.19976616,0.923798919,1.80390465,3.90257502,4.39535713
38,-0.481001019,-3.43192029,-1.77726471,-1.01779723,-1.2433368,1.25261116,4.95751286,-3.29501724,2.17614341,5.35955858,4.90061951,-3.70121455,0.0828877166,2.34075952,5.88691616,-2.21839714,0.941940248,1.8254261,3.93244362,4.39175034
39,-0.537240267,-3.42287755,-1.77155352,-1.02166915,-1.2411629,1.27736819,4.93579197,-3.32557297,2.16426277,5.40828609,4.85617828,-3.75181603,0.108639598,2.36896253,5.88330221,-2.23720503,0.960101187,1.84723425,3.96237636,4.38739824
40,-0.593490422,-3.4132483,-1.76617146,-1.02539992,-1.23898423,1.30181706,4.91404581,-3.35596466,2.15178943,5.45633793,4.81116772,-3.80188227,0.133858547,2.3976109,5.87930584,-2.25617027,0.978270113,1.86931562,3.9923501,4.38230896
41,-0.649667561,-3.40302205,-1.76108754,-1.02905238,-1.23685348,1.32671082,4.89140749,-3.38725972,2.13837528,5.50381899,4.76565552,-3.8516109,0.158699065,2.42671394,5.87490988,-2.2752564,0.996421635,1.89168274,4.02237225,4.37645578
42,-0.705803156,-3.39218998,-1.75633574,-1.03258789,-1.23472619,1.35148919,4.86853981,-3.41864586,2.12427855,5.55056238,4.71968365,-3.90080595,0.183036953,2.4562664,5.87009668,-2.29454494,1.01458859,1.91433036,4.05243444,4.36984253
43,-0.761902571,-3.38078284,-1.7518537,-1.03604639,-1.2326566,1.37666619,4.84478426,-3.45088434,2.10922623,5.59670258,4.67324924,-3.94964862,0.206948414,2.48622346,5.86489391,-2.31397367,1.0327208,1.93722725,4.08253193,4.36248255
44,-0.817905605,-3.36878109,-1.74768364,-1.03939593,-1.23059249,1.4019078,4.82057953,-3.4834547,2.09337926,5.64213896,4.62639332,-3.99799585,0.230361655,2.51665783,5.85922861,-2.33358598,1.05086887,1.96044815,4.11267567,4.35432529
45,-0.873781204,-3.3562305,-1.74384856,-1.04261589,-1.22853565,1.42693722,4.79624271,-3.51598763,2.07690191,5.68684101,4.57914257,-4.0458169,0.253171921,2.54746056,5.8531909,-2.35334492,1.06899631,1.98395705,4.14284134,4.34539223
46,-0.929598808,-3.34310937,-1.74026,-1.04575956,-1.22652376,1.45236778,4.77100706,-3.54935288,2.05941963,5.73087931,4.53148556,-4.0932703,0.275542498,2.57867575,5.84672642,-2.37327147,1.08708322,2.00771499,4.17303228,4.33568668
47,-0.985261679,-3.32943678,-1.73696554,-1.04882908,-1.22456646,1.47807765,4.74501991,-3.58337379,2.04100585,5.77418041,4.48355436,-4.14025402,0.297404528,2.61027908,5.83982372,-2.39336872,1.10514951,2.03177428,4.20325041,4.32518101
48,-1.04080153,-3.31522322,-1.7339704,-1.05176139,-1.22260058,1.50357533,4.71890259,-3.61734629,2.02194834,5.81676483,4.43525362,-4.18672562,0.318624973,2.64227057,5.83249426,-2.41362762,1.12320077,2.05613732,4.23347807,4.31386566
49,-1.0961653,-3.30045986,-1.73123491,-1.05462873,-1.2206769,1.52948785,4.69185925,-3.65212274,2.00184894,5.85854292,4.38675213,-4.2327261,0.339361876,2.67461491,5.8247304,-2.43405294,1.14119625,2.08077765,4.26373243,4.30175161
50,-1.15136361,-3.28517461,-1.7288022,-1.0573374,-1.21874022,1.55510831,4.66476488,-3.6867485,1.98114765,5.89962196,4.33788919,-4.27825594,0.359402925,2.70733023,5.81655312,-2.45465398,1.15917933,2.10572624,4.29398727,4.28882551
51,-1.2063942,-3.26938581,-1.72662413,-1.05998766,-1.21684515,1.58098245,4.63694572,-3.72194886,1.95951176,5.93988991,4.28887177,-4.3232851,0.378882468,2.74033499,5.80795479,-2.47539735,1.17709541,2.13094258,4.32424068,4.27508593
52,-1.26121628,-3.25304604,-1.7246846,-1.0625658,-1.21503079,1.60734653,4.60805368,-3.75809669,1.93671882,5.97936058,4.23971462,-4.36788034,0.39788565,2.77373934,5.79886198,-2.49632716,1.19496429,2.15647697,4.35452318,4.26050711
53,-1.31580138,-3.23625231,-1.72302818,-1.06500947,-1.21319723,1.63344896,4.57908773,-3.79409289,1.9133215,6.01806259,4.1903286,-4.41197634,0.416162282,2.80740809,5.78939438,-2.51739979,1.21277118,2.18227744,4.38476324,4.24511623
54,-1.37019515,-3.21893167,-1.72160697,-1.06734741,-1.21136212,1.65968347,4.54952765,-3.83046985,1.88901496,6.05595589,4.14079094,-4.45559502,0.4338139,2.84144378,5.77942467,-2.53867292,1.23053861,2.20840836,4.41502094,4.22887135
55,-1.42430723,-3.20114517,-1.72043276,-1.06962073,-1.20960224,1.68623066,4.51912117,-3.86751103,1.8636812,6.09297705,4.09126663,-4.49871159,0.45089215,2.87571979,5.76904392,-2.56007171,1.24821949,2.2348218,4.44526196,4.2117939
56,-1.47813332,-3.1829226,-1.71952713,-1.07176673,-1.20780075,1.71253252,4.48866034,-3.90437007,1.83775985,6.12920237,4.04159927,-4.54131508,0.467220128,2.91027021,5.75822163,-2.58164954,1.26584721,2.26153874,4.4754591,4.19387913
57,-1.53171289,-3.1642015,-1.71882892,-1.07383406,-1.2060684,1.73920989,4.4572196,-3.94198155,1.81069589,6.16457796,3.99191856,-4.58347511,0.482978731,2.94514298,5.74690008,-2.60341167,1.28340721,2.28857899,4.50566101,4.17509317
58,-1.58501971,-3.14502764,-1.71833301,-1.07580853,-1.20439649,1.76616919,4.42490339,-3.98020411,1.78254163,6.19903278,3.94229054,-4.62516212,0.498150557,2.98028374,5.7351284,-2.62533402,1.30086768,2.31589127,4.5358305,4.15546846
59,-1.6380024,-3.12543488,-1.7180866,-1.07767141,-1.20268893,1.79294789,4.39244843,-4.01830053,1.75377548,6.23264647,3.89268804,-4.66632462,0.51254791,3.01558685,5.72296047,-2.64737916,1.31823683,2.34350705,4.56595612,4.134974
60,-1.690678,-3.10541296,-1.71802008,-1.07949376,-1.20108593,1.82023072,4.3588295,-4.05729771,1.72372437,6.26529312,3.84323478,-4.70700169,0.526429236,3.05118394,5.71026039,-2.66963148,1.33551276,2.37141705,4.59604883,4.11363029
61,-1.74300039,-3.08497167,-1.71821487,-1.08113718,-1.19937503,1.84703267,4.32549334,-4.09573603,1.69331121,6.29720783,3.79368472,-4.7472415,0.539408386,3.08697653,5.69715881,-2.69201803,1.35271299,2.39967561,4.62610149,4.09138775
62,-1.79499781,-3.06412148,-1.71855998,-1.08274162,-1.1978159,1.87443435,4.29076338,-4.13522005,1.66146505,6.32805824,3.74444675,-4.78696299,0.551902056,3.12297201,5.68357658,-2.71455789,1.36978638,2.42819619,4.65609741,4.06828785
63,-1.846596,-3.04291391,-1.7191242,-1.08422399,-1.19621003,1.90166664,4.25587606,-4.17456627,1.62899017,6.35805225,3.69529724,-4.8262291,0.563613832,3.15910506,5.66958666,-2.73724318,1.38674963,2.45700598,4.68601418,4.04433537
64,-1.89784288,-3.02129221,-1.71986318,-1.08562779,-1.1946528,1.92919171,4.22010565,-4.21444654,1.59539616,6.38707113,3.64639497,-4.86501217,0.574698269,3.19547915,5.6550808,-2.76008844,1.40359497,2.48615718,4.71590471,4.01946735
65,-1.94871283,-2.99931884,-1.72078753,-1.08692348,-1.19307244,1.95664155,4.18400764,-4.2543149,1.56106424,6.41518354,3.59767127,-4.90332842,0.585032165,3.23199987,5.64011574,-2.78311276,1.42033207,2.51559806,4.74570608,3.99373317
66,-1.99914885,-2.97699165,-1.72188663,-1.08813429,-1.19154394,1.98429823,4.14713764,-4.29457951,1.52569473,6.44230413,3.54926395,-4.94116449,0.594714582,3.26865244,5.62471056,-2.80625343,1.43692493,2.54534149,4.77543592,3.96710443
67,-2.0491662,-2.9543283,-1.72314632,-1.08925104,-1.19003534,2.01207018,4.10964394,-4.33508682,1.48937738,6.46844196,3.50118113,-4.97852325,0.603711724,3.30546498,5.60881472,-2.82955885,1.45339036,2.57540369,4.80508709,3.9395833
68,-2.09879017,-2.93132401,-1.72454965,-1.09028018,-1.18857038,2.03998971,4.07142925,-4.37588882,1.45205224,6.49357462,3.45342445,-5.01543283,0.612041652,3.34236979,5.59249401,-2.8529942,1.46969807,2.60572267,4.8346405,3.91119099
69,-2.14792943,-2.9080019,-1.72611248,-1.09121168,-1.18713129,2.06805468,4.03254604,-4.4169445,1.41374671,6.5177002,3.40604353,-5.05187416,0.619701326,3.37942529,5.57567787,-2.87658787,1.48586702,2.63638687,4.86411572,3.88188004
70,-2.19662857,-2.88441157,-1.72783566,-1.09205878,-1.18565464,2.09611034,3.99326801,-4.45799923,1.37467754,6.54089546,3.35898829,-5.08790731,0.626603365,3.41654778,5.55841494,-2.900316,1.5018729,2.66732693,4.89347219,3.85168791
71,-2.24482799,-2.86052871,-1.72967553,-1.09279907,-1.1842345,2.12431884,3.95321679,-4.49931192,1.33454847,6.56298447,3.31244063,-5.12344837,0.632868528,3.45375705,5.54070425,-2.9241662,1.51770914,2.69856358,4.92271805,3.82061172
72,-2.29256725,-2.83634973,-1.73164892,-1.093449,-1.18284404,2.15266657,3.91248631,-4.54083204,1.29343665,6.58401823,3.26638675,-5.15851688,0.638464451,3.4910872,5.52247572,-2.94818854,1.53339005,2.73012304,4.95186567,3.78861618
73,-2.33981681,-2.81190085,-1.733742,-1.0940088,-1.18146479,2.18115902,3.87106109,-4.58254147,1.25134099,6.60401487,3.22079968,-5.19318676,0.643375993,3.52843428,5.50383091,-2.97231531,1.54888248,2.76196671,4.98089743,3.7557168
74,-2.38654065,-2.78724504,-1.73595917,-1.09448183,-1.18008912,2.20963979,3.82921052,-4.62420321,1.20846653,6.62300205,3.17571282,-5.2274313,0.64758414,3.56581092,5.48473358,-2.99656296,1.56418693,2.79409266,5.00977945,3.7219398
75,-2.43273616,-2.76233625,-1.73827541,-1.09486294,-1.17877662,2.23834443,3.78648949,-4.66614676,1.16445982,6.64083529,3.13125491,-5.26119947,0.651179492,3.6032567,5.46516418,-3.0209446,1.57930231,2.8265233,5.0385294,3.68723845
76,-2.47842479,-2.73723793,-1.74070978,-1.09517777,-1.17741871,2.2671237,3.74328756,-4.70811749,1.11966014,6.65772343,3.08723903,-5.29470158,0.654047012,3.64069867,5.44515753,-3.04543257,1.59420156,2.85922217,5.06713963,3.65164566
77,-2.52353692,-2.71188188,-1.74322772,-1.09534502,-1.17611778,2.2959528,3.69935274,-4.75008392,1.07381189,6.67330837,3.04402184,-5.32755995,0.656302035,3.67822194,5.42461824,-3.07009792,1.60892427,2.89225841,5.09560728,3.61514688
78,-2.56809402,-2.68638659,-1.74583137,-1.09544861,-1.17478681,2.32491136,3.65485573,-4.79210377,1.02712333,6.68791914,3.00135469,-5.36015034,0.657860816,3.71567011,5.40369892,-3.09481549,1.62340426,2.92554522,5.12390709,3.57774973
79,-2.61211061,-2.66071391,-1.74851489,-1.09549582,-1.17351723,2.35409212,3.60954309,-4.83435059,0.979359925,6.70140982,2.95932817,-5.39241123,0.658816099,3.75319147,5.38225651,-3.11969876,1.63767052,2.95912242,5.15204334,3.53944349
80,-2.65551615,-2.63485503,-1.7512747,-1.09538889,-1.1722492,2.38318014,3.56375813,-4.87629938,0.93080312,6.71364021,2.91816545,-5.42406654,0.659126639,3.79058051,5.36046124,-3.14463115,1.65170419,2.99295855,5.17999601,3.50026727
81,-2.69832754,-2.60888743,-1.75411224,-1.09523034,-1.17096448,2.41245461,3.51732635,-4.91833496,0.881328404,6.72484446,2.87760353,-5.45546913,0.658767045,3.82799888,5.33814383,-3.16970801,1.66550422,3.02710533,5.20777845,3.46017337
82,-2.74054003,-2.58275533,-1.75699067,-1.09496617,-1.16974795,2.44195509,3.46993995,-4.96052074,0.830685675,6.73472738,2.83796239,-5.48647165,0.657883525,3.86541986,5.31537771,-3.19488811,1.67904747,3.06150723,5.2353735,3.4191792
83,-2.78212953,-2.5565536,-1.759951,-1.09463573,-1.16847861,2.4713428,3.42238736,-5.00232935,0.779511034,6.74367952,2.79886031,-5.51711893,0.656253159,3.90272641,5.29216957,-3.22015309,1.69234765,3.09619951,5.26275921,3.3772881
84,-2.82309651,-2.53021812,-1.7629385,-1.09419847,-1.16725111,2.50096583,3.37389278,-5.0442338,0.727194011,6.75129795,2.76072907,-5.54738474,0.65408802,3.94002628,5.26849461,-3.24552298,1.70537639,3.13116121,5.28995657,3.33449411
85,-2.86344099,-2.50381994,-1.76597524,-1.09368825,-1.16603506,2.53066516,3.324821,-5.08599806,0.674046218,6.75776768,2.72339487,-5.5773344,0.651325047,3.97720456,5.2444129,-3.2709794,1.71814334,3.16635656,5.31692076,3.29083514
86,-2.90311408,-2.4773531,-1.76904845,-1.09307587,-1.16482544,2.56043696,3.27512193,-5.12757921,0.620011806,6.76299858,2.68695807,-5.60688829,0.64797616,4.01432991,5.21988106,-3.29650736,1.73062038,3.201828,5.3436718,3.24628115
87,-2.94215441,-2.4508276,-1.77215505,-1.09237993,-1.16362464,2.59029055,3.22481251,-5.16897106,0.565133214,6.76702309,2.65141153,-5.63610744,0.644052207,4.05133581,5.19492769,-3.32212377,1.74281907,3.23754168,5.370193,3.20085025
88,-2.98049664,-2.42424822,-1.77528799,-1.09158301,-1.16242456,2.62027454,3.17379808,-5.21021175,0.509322941,6.76977015,2.61679983,-5.66498899,0.639576375,4.0883193,5.16947412,-3.3478539,1.75472367,3.27353454,5.39648342,3.15452456
89,-3.01817489,-2.3976686,-1.7784313,-1.09071934,-1.16123509,2.65036535,3.12217069,-5.25124311,0.452679217,6.7713356,2.58307528,-5.69358206,0.634535491,4.12515831,5.14361572,-3.37363243,1.76632667,3.30976343,5.42251635,3.10731864
90,-3.05515957,-2.37106252,-1.78159106,-1.08974993,-1.16005313,2.68058562,3.06979632,-5.2920723,0.395087689,6.7715621,2.55038738,-5.7218523,0.628974795,4.16192436,5.11730289,-3.39949298,1.77761257,3.34624481,5.44831085,3.05922866
91,-3.09145355,-2.34448576,-1.78475773,-1.08872318,-1.15887189,2.71086454,3.01692224,-5.33258009,0.336776972,6.77061844,2.51860404,-5.74981689,0.622858644,4.19855261,5.09054708,-3.42542624,1.78858292,3.38296247,5.47382927,3.01028013
92,-3.12704277,-2.31793189,-1.78792584,-1.08759081,-1.15769792,2.74124169,2.96335483,-5.37278795,0.27758646,6.76833963,2.48784757,-5.77748394,0.616244733,4.23505211,5.06339216,-3.45141268,1.79922915,3.41988969,5.49906969,2.96049166
93,-3.16193438,-2.29139423,-1.79108346,-1.08641756,-1.15656662,2.77179074,2.90910673,-5.41279793,0.217527896,6.76481581,2.45807862,-5.80494308,0.609137952,4.27145147,5.03577662,-3.47747183,1.809533,3.4570446,5.52404165,2.90980554
94,-3.1960566,-2.26491094,-1.79424739,-1.08507359,-1.15536523,2.80228162,2.85436392,-5.45218658,0.156817973,6.759902,2.42947626,-5.83196068,0.601544797,4.30766582,5.00779486,-3.50355864,1.81950212,3.49444127,5.54872417,2.85829973
95,-3.22947049,-2.23851109,-1.79738629,-1.08369565,-1.15419626,2.83297968,2.79887938,-5.49135065,0.0952030048,6.7537055,2.40186739,-5.85879803,0.593471229,4.34378862,4.97933578,-3.52972937,1.82911026,3.53203154,5.57310677,2.80595303
96,-3.26213384,-2.212183,-1.8005203,-1.08223677,-1.1530087,2.86369109,2.74294114,-5.53000784,0.0329556055,6.74628973,2.37524176,-5.88536024,0.584887743,4.37972736,4.95045137,-3.55592918,1.83836174,3.56986427,5.59719276,2.75272012
97,-3.29406953,-2.18598199,-1.80362868,-1.0807209,-1.15183854,2.89452839,2.68635988,-5.56826544,-0.0300675482,6.7375617,2.34966707,-5.9116993,0.5758636,4.41549826,4.92118025,-3.58217621,1.8472507,3.60785294,5.62094164,2.6987071
98,-3.32524443,-2.1598382,-1.80670059,-1.07907963,-1.15064931,2.92549515,2.62903214,-5.60605669,-0.0939320177,6.72734976,2.32536769,-5.93775702,0.566441655,4.45117331,4.89144087,-3.60847211,1.85575294,3.64607954,5.64439821,2.64380741
99,-3.35562587,-2.13385892,-1.80974317,-1.07737291,-1.14946699,2.95649958,2.57123089,-5.64329147,-0.158411622,6.71586752,2.3021071,-5.96358395,0.556578636,4.48667431,4.86128664,-3.63481975,1.8638804,3.68448019,5.66749811,2.58813572
100,-3.38529706,-2.10798955,-1.81275868,-1.07560396,-1.14827907,2.98762703,2.51279759,-5.68002081,-0.223619625,6.70305872,2.27992296,-5.98920345,0.546294332,4.52198839,4.83072996,-3.66118407,1.87161207,3.72305489,5.69027519,2.53161383
101,-3.41413736,-2.08230829,-1.81572735,-1.07377112,-1.14710772,3.01889229,2.4537003,-5.71624756,-0.289566666,6.68885851,2.25894713,-6.0146327,0.535641134,4.55713749,4.79979324,-3.6875453,1.87892926,3.76179528,5.71269798,2.47430372
102,-3.4421947,-2.05677867,-1.81866193,-1.07182682,-1.14589822,3.05017829,2.39410591,-5.75176811,-0.356098115,6.67328262,2.23909616,-6.03979445,0.524578333,4.59214449,4.76837063,-3.71398139,1.88585413,3.80075192,5.7347703,2.41617799
103,-3.469486,-2.03143334,-1.82154262,-1.06981134,-1.14468288,3.08146477,2.33408499,-5.78655291,-0.42311582,6.65638447,2.22039914,-6.06472874,0.513171613,4.62688065,4.73668242,-3.74037004,1.89235878,3.83978224,5.75646067,2.357337
104,-3.49596834,-2.00626516,-1.82437122,-1.06771898,-1.1434623,3.11294699,2.27329969,-5.82077837,-0.49093163,6.63801146,2.20292425,-6.08950806,0.50141257,4.66152668,4.70447826,-3.76682138,1.89843428,3.87902045,5.77779102,2.29765296
105,-3.5216217,-1.98132277,-1.82715428,-1.06556344,-1.14224279,3.14449358,2.21202254,-5.85429859,-0.559282422,6.61830807,2.18657756,-6.1140914,0.489303827,4.6959734,4.67189074,-3.79327345,1.90407622,3.9183948,5.79874229,2.23720884
106,-3.54646969,-1.956617,-1.8298713,-1.06333172,-1.14100373,3.17609906,2.15022707,-5.8870492,-0.628163636,6.59720993,2.17142367,-6.13847637,0.476876616,4.73023176,4.63891602,-3.81971979,1.90927446,3.95789766,5.81929588,2.17602944
