traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
218,-1.25021827,-1.38490951,-1.67121196,-0.665552199,-0.74393183,6.66684771,-3.88647485,-0.69073987,-5.52946663,-0.333082527,5.10303068,-7.07800865,-0.658776045,7.86241102,-1.09429443,-5.21042728,-1.12505269,6.6381731,5.24939013,-5.84660196
219,-1.19555867,-1.38765001,-1.66555643,-0.662515819,-0.737152636,6.69139242,-3.89118028,-0.5851354,-5.52042484,-0.372457325,5.13707447,-7.06199837,-0.660159469,7.88852549,-1.15393627,-5.18862343,-1.1757915,6.62988853,5.23040009,-5.89839697
220,-1.14063931,-1.39013994,-1.65980947,-0.659476995,-0.730307877,6.71573639,-3.89465189,-0.479392529,-5.51058578,-0.410973787,5.1712594,-7.04525948,-0.661080599,7.91479588,-1.21355581,-5.16577673,-1.22645485,6.62099266,5.21151638,-5.94946432
221,-1.08546877,-1.39238751,-1.65397239,-0.656458557,-0.72339803,6.73986673,-3.89684033,-0.3738527,-5.50003862,-0.448227912,5.20511007,-7.02835464,-0.662035227,7.94097281,-1.27292192,-5.14197588,-1.27704048,6.61156082,5.19273329,-5.99986219
222,-1.02993524,-1.39437687,-1.64803481,-0.653449595,-0.716422141,6.76381493,-3.89776325,-0.268356889,-5.48874998,-0.484393448,5.23885441,-7.01105404,-0.662828922,7.9671998,-1.33217585,-5.11710596,-1.32758307,6.60157633,5.17406321,-6.04963541
223,-0.974274337,-1.39609182,-1.64199865,-0.650450289,-0.709423661,6.78748989,-3.89739966,-0.163485721,-5.47686672,-0.519247413,5.27212477,-6.99379444,-0.663747191,7.9932332,-1.3909328,-5.0913868,-1.37787378,6.59115648,5.15546846,-6.09874487
224,-0.918263078,-1.39751744,-1.63586509,-0.647461176,-0.702267766,6.81105471,-3.89583611,-0.0581575073,-5.46412754,-0.553165793,5.30558491,-6.97577953,-0.664188743,8.01949501,-1.44975686,-5.06453657,-1.42811084,6.5802002,5.13696098,-6.14721203
225,-0.86205548,-1.39866126,-1.62960267,-0.644463062,-0.69514209,6.83432579,-3.89296103,0.0461964533,-5.45090103,-0.585780859,5.33845568,-6.95802116,-0.664974809,8.04549789,-1.50807035,-5.03674889,-1.47814858,6.56875324,5.11864471,-6.19505548
226,-0.805609882,-1.39948642,-1.62323308,-0.641469955,-0.687925279,6.85739231,-3.88887024,0.150270328,-5.43703461,-0.617183626,5.37105942,-6.94010115,-0.665729523,8.07143593,-1.56605816,-5.00799131,-1.52799058,6.55684614,5.10043097,-6.24226522
227,-0.748881042,-1.40002751,-1.61678326,-0.638491035,-0.68063575,6.88028908,-3.88354397,0.254324108,-5.4224515,-0.647635162,5.40368176,-6.92167139,-0.666189492,8.09748173,-1.62392271,-4.97814941,-1.57767284,6.54445839,5.08231258,-6.28881836
228,-0.692003131,-1.40024316,-1.61022282,-0.635513008,-0.673282504,6.90294838,-3.87700152,0.357793868,-5.40731478,-0.676844954,5.43593311,-6.90325832,-0.666731715,8.12339878,-1.68135369,-4.94735909,-1.62708962,6.5316534,5.06433582,-6.33472204
229,-0.634888291,-1.40014625,-1.60359478,-0.632547617,-0.665815473,6.92543125,-3.86924815,0.46137774,-5.3914156,-0.705181539,5.46836948,-6.88405514,-0.666741848,8.14951897,-1.73874998,-4.91548014,-1.67629826,6.51840591,5.04643297,-6.37992954
230,-0.577567101,-1.39967215,-1.59680796,-0.629582167,-0.658367217,6.94768953,-3.86025953,0.563690126,-5.37519503,-0.731835365,5.49980164,-6.86591816,-0.667670071,8.1751461,-1.79528332,-4.88271475,-1.72522926,6.50473452,5.02877474,-6.42463875
231,-0.520086348,-1.39893031,-1.58995831,-0.62659657,-0.650800288,6.96973181,-3.85007858,0.666410863,-5.35816383,-0.758243799,5.53197956,-6.84610701,-0.667373002,8.20127296,-1.85209525,-4.84876633,-1.77388108,6.49065733,5.01115751,-6.46853685
232,-0.462469459,-1.39779699,-1.58298361,-0.623621762,-0.643231928,6.99152994,-3.83872485,0.767863274,-5.34082174,-0.782997489,5.56321239,-6.82727289,-0.66788137,8.2269268,-1.90803003,-4.81397581,-1.82219231,6.47619486,4.99375725,-6.51190233
233,-0.404542834,-1.39631629,-1.57591236,-0.620645583,-0.635512829,7.01319122,-3.82616282,0.869515717,-5.3227067,-0.806962609,5.59471893,-6.80760479,-0.667819679,8.25285435,-1.96398568,-4.77798796,-1.87028015,6.46133947,4.97646236,-6.55459547
234,-0.346624553,-1.39447415,-1.56874919,-0.617674053,-0.62780112,7.03457403,-3.8124702,0.970021307,-5.30427265,-0.829642713,5.6256361,-6.78837347,-0.668091714,8.27848148,-2.01919436,-4.74118567,-1.91790557,6.44617653,4.95932341,-6.59666348
235,-0.288452506,-1.39226127,-1.56148064,-0.614693344,-0.619980097,7.05580425,-3.79758692,1.07040799,-5.28519726,-0.851423919,5.65660143,-6.76864672,-0.668065548,8.30424213,-2.07426667,-4.70322323,-1.96526885,6.43060923,4.94232893,-6.63811398
236,-0.230170161,-1.38966858,-1.55410326,-0.611718833,-0.612107337,7.07679653,-3.78158855,1.16986704,-5.26574087,-0.871938467,5.68705702,-6.74930191,-0.668341339,8.32976341,-2.12862968,-4.66438103,-2.01219106,6.41476059,4.92548418,-6.67895603
237,-0.171815753,-1.38670385,-1.54664803,-0.608729839,-0.604168713,7.09757757,-3.7644341,1.26895809,-5.24572325,-0.891705394,5.71761703,-6.72936392,-0.668167889,8.35541344,-2.1827817,-4.62449312,-2.05871296,6.39862251,4.90876007,-6.71912813
238,-0.113201469,-1.38334453,-1.53907251,-0.605737507,-0.596130431,7.118186,-3.74614429,1.36755395,-5.22520351,-0.910423398,5.74800825,-6.70934439,-0.667980909,8.38106918,-2.23657894,-4.58346415,-2.10489225,6.3821311,4.89221859,-6.75869513
239,-0.0545789897,-1.37956023,-1.53140795,-0.602760196,-0.588071644,7.13855743,-3.72681713,1.4649235,-5.20442915,-0.927669466,5.77762318,-6.69019365,-0.668412805,8.40630627,-2.28941584,-4.54171371,-2.15055203,6.3654232,4.87581778,-6.79769421
240,0.00419588014,-1.37541938,-1.52366066,-0.599734962,-0.579887986,7.15872955,-3.70627952,1.56244349,-5.18292332,-0.944731474,5.80796432,-6.66940165,-0.667652249,8.4320612,-2.34249496,-4.49865055,-2.19581938,6.34844923,4.85948944,-6.83598328
241,0.0630272701,-1.37084103,-1.51578438,-0.596729517,-0.571716607,7.17868519,-3.68476915,1.65843868,-5.16132975,-0.960189104,5.83724451,-6.65007353,-0.667960405,8.4572258,-2.39441299,-4.45489979,-2.24055791,6.33121777,4.84343338,-6.87375927
242,0.121936947,-1.36584389,-1.50783086,-0.593704581,-0.563431025,7.19845819,-3.66213012,1.7540977,-5.13916111,-0.974863946,5.86667299,-6.63014603,-0.667796016,8.48256207,-2.4461019,-4.4100256,-2.28482628,6.31375837,4.82746983,-6.91090393
243,0.180951297,-1.36041892,-1.49980545,-0.59070605,-0.555097938,7.2180233,-3.6384747,1.84878123,-5.11667347,-0.988294423,5.89561796,-6.6107235,-0.667975664,8.50767612,-2.49706221,-4.36428261,-2.32860756,6.29610348,4.81164789,-6.94745636
244,0.240044549,-1.35462487,-1.49166107,-0.587625325,-0.546670973,7.23736334,-3.61368132,1.94324768,-5.09367085,-1.00162804,5.92510748,-6.58992386,-0.667170644,8.53317451,-2.54804754,-4.31731892,-2.37186646,6.27827072,4.79596376,-6.98332071
245,0.299159437,-1.34831357,-1.48345745,-0.584640741,-0.538230121,7.25652456,-3.58799624,2.03608656,-5.07048225,-1.01284838,5.95335388,-6.57113647,-0.66769582,8.55799675,-2.59767723,-4.2697506,-2.41455746,6.26025724,4.78043556,-7.01873398
246,0.358348787,-1.34162939,-1.47513556,-0.581537664,-0.529656589,7.27550459,-3.56118941,2.12891412,-5.04684973,-1.02408767,5.98217392,-6.55091047,-0.667237341,8.58319283,-2.64731121,-4.2209506,-2.45669651,6.24205399,4.76506901,-7.05345774
247,0.417564422,-1.33450294,-1.46673465,-0.578457236,-0.52105248,7.29424238,-3.53343534,2.22057533,-5.02293682,-1.03421187,6.01058578,-6.53111219,-0.66700846,8.6082077,-2.69619966,-4.17130089,-2.49825096,6.22375631,4.7498312,-7.08758974
248,0.476827145,-1.3269155,-1.45824027,-0.575336814,-0.512361705,7.31279802,-3.50461268,2.31166649,-4.99859905,-1.04368198,6.03905773,-6.51089287,-0.66644299,8.63332367,-2.74474263,-4.12059689,-2.5392437,6.20531225,4.73472929,-7.1211462
249,0.536078453,-1.31887984,-1.44967496,-0.572236121,-0.503617883,7.33115578,-3.47492051,2.4016118,-4.9740634,-1.05193448,6.06698465,-6.49142361,-0.666317999,8.65814972,-2.79235029,-4.06913948,-2.57959032,6.18679523,4.7197504,-7.15414906
250,0.595400274,-1.31038725,-1.44102919,-0.569117963,-0.494798213,7.34934902,-3.4441967,2.49089241,-4.94915056,-1.05939913,6.09484959,-6.47183752,-0.666073203,8.68301296,-2.83948612,-4.01662159,-2.61935425,6.16813898,4.70495558,-7.18657827
251,0.654658556,-1.30141795,-1.43231261,-0.565989733,-0.485915154,7.36733103,-3.41259909,2.57909966,-4.92401028,-1.0658766,6.12235165,-6.45266008,-0.666009665,8.70768833,-2.88581491,-3.96336579,-2.65844727,6.14946699,4.69022179,-7.21845102
252,0.713946342,-1.29199564,-1.42351401,-0.562842369,-0.476949632,7.38510752,-3.38007164,2.66645765,-4.89857674,-1.07157075,6.14970732,-6.43349695,-0.665896297,8.73232746,-2.93155432,-3.90914989,-2.69690561,6.13070202,4.67567301,-7.24975586
253,0.773199677,-1.28212202,-1.41463172,-0.559647024,-0.467925936,7.4026742,-3.34662437,2.75296688,-4.87292719,-1.0767374,6.17704153,-6.41407442,-0.665541947,8.7569828,-2.97674012,-3.85400295,-2.7346704,6.11193466,4.66123438,-7.28045559
254,0.832420707,-1.27179086,-1.40568328,-0.556436121,-0.458829373,7.42007256,-3.31219435,2.8387382,-4.84692383,-1.08120346,6.20436335,-6.39445496,-0.66497004,8.78169632,-3.02144432,-3.79788518,-2.77176833,6.09313154,4.6469245,-7.31060743
255,0.891640067,-1.26095021,-1.39666808,-0.553224027,-0.449662209,7.43728971,-3.27700114,2.92333674,-4.82078314,-1.08452678,6.23113012,-6.37574673,-0.664920092,8.80610275,-3.0651238,-3.74105668,-2.80816627,6.07432699,4.63274527,-7.34023666
256,0.950801492,-1.24961996,-1.38760102,-0.550018013,-0.440427482,7.45434856,-3.24094081,3.00697827,-4.79436827,-1.0868777,6.2576232,-6.35745239,-0.665027261,8.83040047,-3.108042,-3.68340039,-2.84385991,6.05552101,4.6186676,-7.36934328
257,1.00985873,-1.23786688,-1.37846422,-0.546756566,-0.431136191,7.47118282,-3.20399666,3.08974886,-4.76777887,-1.08886743,6.28415346,-6.33874559,-0.66479373,8.85473156,-3.1504159,-3.62489009,-2.87880373,6.03677559,4.60471392,-7.39787769
258,1.06896269,-1.22558868,-1.36923325,-0.543461621,-0.421731979,7.48783636,-3.16619968,3.17167592,-4.74091578,-1.09015727,6.31060648,-6.32003832,-0.664459586,8.87907887,-3.19219518,-3.56539488,-2.91303754,6.01805925,4.59086847,-7.42587471
259,1.12791574,-1.21280491,-1.35999823,-0.54019618,-0.412297934,7.50432825,-3.12769699,3.25233078,-4.71391582,-1.09023845,6.3364687,-6.30243683,-0.664716482,8.90309906,-3.23287106,-3.50534773,-2.94652057,5.99940109,4.57711554,-7.45337963
260,1.18677664,-1.19960058,-1.35068858,-0.536857963,-0.402805626,7.52062321,-3.08832407,3.3321979,-4.68678236,-1.09016478,6.36250687,-6.28416204,-0.664459229,8.92724037,-3.27306318,-3.44442105,-2.97919798,5.98088169,4.56347227,-7.48029041
261,1.24562061,-1.18586147,-1.34129882,-0.533483267,-0.393192887,7.53674269,-3.04806757,3.41128755,-4.65933418,-1.08943582,6.38852167,-6.26578522,-0.66403681,8.95142555,-3.31272697,-3.38245368,-3.01115274,5.9623723,4.54997206,-7.50669813
262,1.30429375,-1.17162549,-1.33190811,-0.530149341,-0.383534104,7.55272675,-3.00721002,3.48904753,-4.63178825,-1.08736801,6.41383076,-6.24889946,-0.664408207,8.97521305,-3.35109878,-3.3200736,-3.04229689,5.94399929,4.53652811,-7.53265524
263,1.36291373,-1.15688896,-1.32245004,-0.526764274,-0.373822689,7.56847906,-2.96565223,3.56570983,-4.60416508,-1.08491611,6.43905926,-6.2318821,-0.664620042,8.99896431,-3.38878226,-3.25693321,-3.07265806,5.92576838,4.52314425,-7.55806923
264,1.42138839,-1.14171052,-1.31293619,-0.523302853,-0.364012748,7.58408022,-2.92314386,3.64182782,-4.57631254,-1.08235657,6.46460915,-6.21397924,-0.664149642,9.0229435,-3.42611432,-3.19280219,-3.1021812,5.90771866,4.50989246,-7.58293629
265,1.47976232,-1.12596309,-1.30341136,-0.519883871,-0.354141265,7.59952497,-2.88014817,3.71649003,-4.54837132,-1.07835364,6.48934841,-6.19786787,-0.664670885,9.04646778,-3.46207309,-3.12824154,-3.13091803,5.88976097,4.49668884,-7.60735846
266,1.53804398,-1.10973859,-1.29383004,-0.516400933,-0.344169468,7.61481714,-2.83626914,3.79050064,-4.52020311,-1.07413518,6.51431131,-6.1810894,-0.664656579,9.0701704,-3.49760509,-3.0627141,-3.15882134,5.87199259,4.48359156,-7.63126421
267,1.59610379,-1.09302461,-1.28423703,-0.512904763,-0.334152848,7.62991714,-2.791816,3.86325312,-4.49198771,-1.06919181,6.53892612,-6.16492701,-0.664892137,9.09366989,-3.53214598,-2.99669933,-3.18588233,5.85442066,4.47054338,-7.65468979
268,1.65396643,-1.07584035,-1.27460539,-0.509346366,-0.324074566,7.6448288,-2.74669528,3.93502116,-4.46374226,-1.06396484,6.56353092,-6.14854908,-0.664859772,9.11716175,-3.56598687,-2.93003035,-3.21206713,5.83710575,4.45753574,-7.67761707
269,1.71179986,-1.05813503,-1.26495349,-0.505772114,-0.313862562,7.65960455,-2.70068455,4.00615406,-4.43511581,-1.05818331,6.5882678,-6.1318388,-0.664506376,9.14082718,-3.59936833,-2.86225057,-3.2374599,5.81993723,4.44465446,-7.70002365
270,1.76937211,-1.03990328,-1.2552886,-0.502206504,-0.30366981,7.67426109,-2.65442514,4.07557297,-4.40673637,-1.05119836,6.6119957,-6.11742496,-0.665441751,9.16384125,-3.63097286,-2.79458237,-3.26192307,5.80298901,4.43179703,-7.7220664
271,1.82680023,-1.02115846,-1.24561787,-0.498598963,-0.293384016,7.68870974,-2.60754395,4.14402151,-4.37822914,-1.04384446,6.63573408,-6.1028142,-0.666117251,9.18689156,-3.66191459,-2.7261827,-3.28555942,5.78633165,4.41893196,-7.74360847
272,1.88405263,-1.00196373,-1.23590612,-0.494927466,-0.282976329,7.70301962,-2.55973649,4.2119298,-4.34943867,-1.03640091,6.65985966,-6.08717203,-0.666007698,9.21023464,-3.69260955,-2.65669942,-3.30829954,5.7698884,4.40621996,-7.76465368
273,1.94116414,-0.982212126,-1.22619867,-0.491243303,-0.272497058,7.7171855,-2.51146126,4.27863073,-4.3206048,-1.02814293,6.68355942,-6.07250404,-0.666359723,9.23334122,-3.72215128,-2.58681178,-3.33017588,5.75371885,4.39349747,-7.78525352
274,1.99802446,-0.961925387,-1.2165153,-0.487571418,-0.261968613,7.73123026,-2.46284556,4.34397984,-4.29179573,-1.01879573,6.70654821,-6.05955648,-0.667618036,9.25602627,-3.75022459,-2.51678538,-3.35115194,5.73779297,4.38079882,-7.80547523
275,2.05458593,-0.941242576,-1.20682549,-0.483823627,-0.251412034,7.74508142,-2.41351914,4.40843725,-4.26299715,-1.00967896,6.72986889,-6.04549694,-0.668066204,9.27890587,-3.77792668,-2.44600058,-3.37121272,5.72223759,4.36811781,-7.82518816
276,2.1109848,-0.919987261,-1.1971494,-0.480072945,-0.240729511,7.75882435,-2.36370254,4.4718585,-4.23399925,-0.999598682,6.75279284,-6.03251076,-0.668991864,9.30160618,-3.80450702,-2.37475944,-3.39039183,5.70693827,4.35547733,-7.84448814
277,2.16720867,-0.898220301,-1.18745959,-0.476260483,-0.229959816,7.77238655,-2.31338787,4.53427172,-4.20503187,-0.989246726,6.77561522,-6.01957321,-0.669838309,9.3242445,-3.83024263,-2.30298066,-3.40866995,5.69194508,4.34286594,-7.86335039
278,2.22311854,-0.875992894,-1.1777997,-0.47243759,-0.219136044,7.78582716,-2.26255059,4.59560251,-4.17598248,-0.978358865,6.79827261,-6.00705099,-0.67074281,9.3468132,-3.85505772,-2.23079729,-3.42601633,5.67733145,4.33021307,-7.88179016
279,2.27881622,-0.853229046,-1.16815066,-0.468564659,-0.208214357,7.79913855,-2.21116924,4.65598106,-4.14685392,-0.96702826,6.82079935,-5.9947834,-0.671664238,9.36933422,-3.87902689,-2.15803814,-3.44246101,5.66300106,4.31762218,-7.89982462
280,2.33429003,-0.830006003,-1.15851116,-0.464647055,-0.197243378,7.81228209,-2.15924907,4.71538258,-4.11775255,-0.955588102,6.84336519,-5.98221779,-0.672269881,9.39188004,-3.9022727,-2.0847466,-3.457968,5.6490674,4.30501938,-7.91740417
281,2.38946748,-0.806235433,-1.14894295,-0.460734606,-0.186193332,7.82533979,-2.10708165,4.7735424,-4.08861113,-0.943076909,6.86525679,-5.97146463,-0.673808932,9.41405296,-3.92404056,-2.01138949,-3.47258639,5.63541317,4.29240894,-7.93463421
282,2.44442844,-0.781968355,-1.13940084,-0.456801862,-0.175096467,7.83825207,-2.05449104,4.83058023,-4.05943632,-0.93018955,6.88701153,-5.9610014,-0.675375462,9.43618202,-3.94489312,-1.93758416,-3.48626971,5.62214708,4.27977943,-7.951437
283,2.49901223,-0.757292032,-1.12986231,-0.452764273,-0.163879499,7.85100985,-2.0011692,4.88700056,-4.0302639,-0.917629063,6.90919638,-5.94916296,-0.675939083,9.45855618,-3.96548438,-1.86306906,-3.49898887,5.60933256,4.26714849,-7.96781969
284,2.55336285,-0.732007205,-1.12040615,-0.448756099,-0.152586892,7.86368036,-1.94782078,4.94200516,-4.00103188,-0.903683066,6.93040895,-5.94001389,-0.677963853,9.48038387,-3.98422027,-1.7887795,-3.51084447,5.59679031,4.25446749,-7.98388195
285,2.60741258,-0.706308544,-1.11098933,-0.444695085,-0.141266748,7.87621498,-1.89389563,4.99610186,-3.97187281,-0.889874935,6.95182228,-5.93015623,-0.679436624,9.50234795,-4.00240469,-1.71389759,-3.52172995,5.58468485,4.24180031,-7.99950743
286,2.66120315,-0.680060506,-1.10162151,-0.44061619,-0.129835203,7.88862181,-1.83973312,5.04908943,-3.94263005,-0.8753438,6.97283363,-5.92138386,-0.681383669,9.52410889,-4.01937389,-1.6388222,-3.53170943,5.57296181,4.22904491,-8.01478386
287,2.71462774,-0.653358102,-1.09232163,-0.43650341,-0.118331797,7.90088367,-1.78524005,5.10100174,-3.91337442,-0.860515237,6.99372578,-5.91283703,-0.683281243,9.54582787,-4.03547049,-1.56347919,-3.54074669,5.56166697,4.21626139,-8.0296936
288,2.7677772,-0.626159489,-1.08307219,-0.432340533,-0.106750257,7.91306925,-1.73024678,5.15208244,-3.88413358,-0.845412016,7.01451159,-5.90450478,-0.685184538,9.56749439,-4.05064344,-1.48777807,-3.54884887,5.5507493,4.203475,-8.0442276
289,2.82047582,-0.59853816,-1.07388198,-0.428118438,-0.0950882882,7.92516518,-1.67475617,5.20231628,-3.85491443,-0.830157042,7.03528976,-5.89608526,-0.686842501,9.58915234,-4.06501579,-1.41188025,-3.55599308,5.54033279,4.19056749,-8.05841446
290,2.87298036,-0.570359766,-1.06477523,-0.423896462,-0.0833461806,7.93711233,-1.61921775,5.2512989,-3.82566309,-0.814228356,7.05560017,-5.8889327,-0.689115584,9.61058807,-4.07809353,-1.33585858,-3.56225562,5.53026962,4.17764425,-8.07224274
291,2.92508626,-0.54177314,-1.05573249,-0.419615716,-0.0715586692,7.94896841,-1.56310654,5.299438,-3.79646015,-0.798336208,7.07603931,-5.88127518,-0.690935194,9.6321106,-4.09054852,-1.2593838,-3.56752777,5.52066278,4.16470051,-8.08570576
292,2.97683215,-0.512662113,-1.04679966,-0.415329844,-0.0596725494,7.96072721,-1.50698268,5.34640837,-3.76721072,-0.781629443,7.09589434,-5.87526131,-0.693555713,9.65333176,-4.10154057,-1.18314946,-3.57192826,5.51147842,4.15160322,-8.09887886
293,3.0282259,-0.483117729,-1.03791857,-0.410980225,-0.0477028266,7.9723444,-1.45042956,5.39251137,-3.73801708,-0.764998853,7.11587238,-5.86870956,-0.695707858,9.67463398,-4.11192608,-1.1064688,-3.57537127,5.50275421,4.13848782,-8.11167145
294,3.07925558,-0.453072608,-1.02917266,-0.406633765,-0.0356607735,7.98391151,-1.3937242,5.43755579,-3.70874071,-0.747570336,7.13530731,-5.86373711,-0.698627234,9.69566345,-4.12087393,-1.02996266,-3.57792234,5.49442053,4.12526894,-8.1241827
295,3.12997413,-0.42252773,-1.02051568,-0.402256697,-0.0235429555,7.99536085,-1.3369019,5.48151684,-3.67948413,-0.72979033,7.15448999,-5.85943651,-0.701792896,9.71658897,-4.12872696,-0.953326941,-3.57954502,5.48653746,4.11195421,-8.13636303
296,3.18026519,-0.391545773,-1.01194942,-0.397818416,-0.0113385189,8.00669098,-1.27980602,5.52457237,-3.6503129,-0.711917996,7.17357349,-5.8551836,-0.70483166,9.73744392,-4.13572454,-0.876705408,-3.58029246,5.47912931,4.09852409,-8.14823723
297,3.2301662,-0.360135734,-1.00349808,-0.393355817,0.000906107423,8.01796055,-1.22238934,5.56670237,-3.6211803,-0.693811178,7.19251108,-5.85129642,-0.70794183,9.75825596,-4.1417284,-0.799936473,-3.58008575,5.4721899,4.0850153,-8.15977859
298,3.27962804,-0.328301966,-0.995128453,-0.388831139,0.0132613266,8.02913094,-1.16460025,5.60801315,-3.59203911,-0.675596297,7.21143484,-5.84727383,-0.710784495,9.77906799,-4.14700556,-0.723038316,-3.57896805,5.46571684,4.07142735,-8.17103195
299,3.32881641,-0.295924902,-0.986925602,-0.384335011,0.0256797057,8.04018116,-1.10717225,5.64796734,-3.56282735,-0.656480014,7.22959471,-5.84551001,-0.7148422,9.79953575,-4.15054321,-0.64644289,-3.57697582,5.45962429,4.05771351,-8.18197727
300,3.37743616,-0.26319766,-0.978801787,-0.379744112,0.0381953306,8.05122948,-1.04886472,5.68751574,-3.53367329,-0.637635469,7.24809408,-5.84258461,-0.718007028,9.82016087,-4.15373802,-0.569604337,-3.57405925,5.45408297,4.04386187,-8.19265175
301,3.42572737,-0.229979143,-0.970834494,-0.375149995,0.0507487394,8.06214333,-0.990849555,5.72577238,-3.50459766,-0.618249834,7.26599598,-5.84123516,-0.722005963,9.84049416,-4.15544415,-0.493085116,-3.57030559,5.44892788,4.02993727,-8.20304203
302,3.4736135,-0.196312279,-0.96298486,-0.370515585,0.0634094626,8.0729847,-0.932567239,5.76317453,-3.4754591,-0.598632395,7.28379822,-5.84012747,-0.725964725,9.86082172,-4.15625763,-0.416442364,-3.56561589,5.44426489,4.01584291,-8.21315861
303,3.52107811,-0.162221313,-0.955289125,-0.365866363,0.0761566982,8.08367348,-0.874453545,5.79947853,-3.44630265,-0.578631759,7.30122328,-5.83994389,-0.73032403,9.88099766,-4.15588808,-0.340004683,-3.56005979,5.44005585,4.00162268,-8.22297955
304,3.5680244,-0.127742618,-0.947682679,-0.361133814,0.0889842361,8.09443188,-0.815431952,5.83539963,-3.41722941,-0.558782458,7.31888676,-5.83898926,-0.734030008,9.90126896,-4.15499258,-0.263447702,-3.55359173,5.4363966,3.98726106,-8.23254776
305,3.61458087,-0.0928058997,-0.940287054,-0.356421232,0.101857401,8.10504723,-0.756932199,5.86998224,-3.38810349,-0.538179696,7.3357563,-5.84020758,-0.738926232,9.92118168,-4.15241051,-0.18741855,-3.54633856,5.43307304,3.97277331,-8.24187374
306,3.6606586,-0.0574734174,-0.933002591,-0.35164237,0.114815906,8.11560154,-0.698111355,5.90381765,-3.35908556,-0.517652869,7.35265541,-5.84111834,-0.743477583,9.94110966,-4.14912176,-0.111388735,-3.53819561,5.43028259,3.95810628,-8.25093746
307,3.7062993,-0.0217220783,-0.925886035,-0.346844137,0.127865911,8.126091,-0.639184237,5.93677902,-3.32999206,-0.496799558,7.36930847,-5.84267282,-0.748238623,9.96096611,-4.14479017,-0.0354790688,-3.52917671,5.42794275,3.94331837,-8.25976086
308,3.7515521,0.0145012829,-0.918953061,-0.342028171,0.140981674,8.13644791,-0.580646813,5.96855259,-3.30090308,-0.475470066,7.38536406,-5.84578323,-0.753836513,9.98054695,-4.13898039,0.0399773084,-3.51938319,5.42598772,3.92836165,-8.26831436
309,3.79621959,0.0510433577,-0.912150264,-0.337157369,0.15417853,8.14686298,-0.521382153,5.9998889,-3.27183414,-0.454179317,7.40156603,-5.84837055,-0.758914411,10.0002193,-4.13259697,0.115429446,-3.50868893,5.42458534,3.91324019,-8.27666283
310,3.84048152,0.0880323648,-0.905497432,-0.332234919,0.167511523,8.15715408,-0.462141842,6.0303607,-3.24275112,-0.432700425,7.41754007,-5.85138655,-0.764096975,10.0197945,-4.12523127,0.190727636,-3.49715996,5.42363453,3.89794755,-8.28477097
311,3.8842659,0.125404418,-0.899082005,-0.32733345,0.180837601,8.16734886,-0.403427899,6.05957317,-3.21366954,-0.410691261,7.43281364,-5.85627747,-0.770308256,10.039072,-4.11628723,0.265384704,-3.48488784,5.42305708,3.88245559,-8.2926693
312,3.92745113,0.163118228,-0.892801285,-0.322356284,0.194257453,8.17757511,-0.344135731,6.08830929,-3.18470192,-0.388743967,7.44812012,-5.86086226,-0.776156127,10.0583315,-4.10668659,0.339757562,-3.47185826,5.42300749,3.86676073,-8.30035686
313,3.97030139,0.201293319,-0.886710525,-0.317365944,0.207787842,8.18769646,-0.285017371,6.11607838,-3.15556145,-0.366387963,7.46304369,-5.86643219,-0.78247273,10.0774975,-4.09584045,0.414037228,-3.45791721,5.42334938,3.85095215,-8.30778599
314,4.0125227,0.239761904,-0.880785406,-0.312321752,0.221399635,8.19781113,-0.225533068,6.14322519,-3.12650084,-0.344088018,7.47798491,-5.87171888,-0.788422465,10.0966759,-4.0843811,0.488075614,-3.44318938,5.42422199,3.83491874,-8.31504917
315,4.05429268,0.278631926,-0.875103176,-0.307283401,0.235025361,8.20782375,-0.166689962,6.16922569,-3.09747052,-0.321285784,7.49213076,-5.87905598,-0.795560479,10.1154823,-4.07123327,0.561266005,-3.42783451,5.42543268,3.81865954,-8.3221035
316,4.09556103,0.317881495,-0.86957866,-0.302184701,0.248781621,8.21783543,-0.107404418,6.19466257,-3.06837869,-0.298410028,7.50626707,-5.88624334,-0.80241859,10.1343126,-4.05737829,0.634385228,-3.41162276,5.42709351,3.80226731,-8.32897472
317,4.13631296,0.357480079,-0.864266098,-0.297068954,0.26261124,8.22776699,-0.04835793,6.2191925,-3.03925633,-0.275306553,7.520051,-5.89423323,-0.809637845,10.153038,-4.04239988,0.707103312,-3.39463592,5.42923737,3.78559303,-8.33564758
318,4.17651796,0.397410899,-0.859140992,-0.291912705,0.276495397,8.23770618,0.0108791143,6.24303818,-3.01018524,-0.252038181,7.53353882,-5.90279484,-0.817069948,10.1715965,-4.02641392,0.779246688,-3.37699199,5.43177128,3.76875925,-8.34212589
319,4.21617031,0.437702745,-0.854219854,-0.286714137,0.290524304,8.24757099,0.0700364485,6.26616812,-2.98099613,-0.228565738,7.54678345,-5.91184282,-0.824632823,10.1901026,-4.00947905,0.851102769,-3.35856009,5.43475914,3.75168133,-8.34844494
320,4.25539827,0.478363693,-0.849538803,-0.281511486,0.304570556,8.25737381,0.128847405,6.28832865,-2.9518261,-0.204832762,7.55951309,-5.92209578,-0.832876801,10.2084036,-3.99118686,0.922387064,-3.33942795,5.43811369,3.73441482,-8.35456467
