traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
0,2.25839734,-3.57674742,-2.14011025,-0.778285503,-1.30394781,0.451607019,5.42816973,-2.48516965,2.12701416,3.1558702,5.75634718,-1.82405567,-0.84827435,1.15529537,6.56821966,1.43007386,0.0892415196,3.04571533,4.95026207,2.52326608,1.95025158,3.22332311,3.86927581,3.39042616,2.94328141,2.52869511,1.68514431,1.00607264,0.903917611,1.19377291,2.08876896,3.78486872
1,2.2205379,-3.60138798,-2.11630893,-0.7872262,-1.30088151,0.471705884,5.42248821,-2.49992776,2.13929296,3.21606231,5.74191284,-1.87773299,-0.819390833,1.16579986,6.58948803,1.41763735,0.0886636153,3.05947828,4.97558832,2.52173519,1.95137811,3.23873377,3.88820601,3.39809155,2.94465995,2.52926612,1.68528032,1.00909638,0.911081493,1.20577788,2.11020875,3.80613589
2,2.18213248,-3.6254797,-2.09264565,-0.796068728,-1.29782426,0.491933525,5.4164443,-2.51502705,2.15109301,3.27620983,5.72650242,-1.93146086,-0.790265381,1.17677772,6.61067057,1.40496063,0.0881548375,3.07323933,5.00094843,2.52008152,1.95247066,3.25419974,3.90720296,3.40566492,2.9459188,2.5298028,1.68544483,1.01215506,0.918275058,1.21784377,2.13175321,3.82716632
3,2.14318371,-3.64900827,-2.069134,-0.80481118,-1.29478025,0.512284458,5.41004229,-2.53047037,2.16239691,3.33628893,5.71012545,-1.98519206,-0.760892749,1.1883074,6.63175964,1.39199245,0.0877789184,3.08705044,5.0263257,2.51825905,1.9535358,3.26972914,3.92625284,3.41313624,2.94707465,2.53031993,1.68563402,1.01524889,0.925503016,1.22997832,2.15341115,3.8479569
4,2.1037097,-3.67196965,-2.04579949,-0.813445807,-1.29175115,0.532749891,5.40328407,-2.54625392,2.17319798,3.39629006,5.69278288,-2.0389154,-0.731289089,1.20040333,6.65274954,1.37872887,0.0875515118,3.10092473,5.05170584,2.51625013,1.95459163,3.28535461,3.9453721,3.42047787,2.94809985,2.53082108,1.68586826,1.01838875,0.932773173,1.2421844,2.17517519,3.86848974
5,2.06371498,-3.69436693,-2.02264261,-0.821973443,-1.28873718,0.553303182,5.39618683,-2.56235099,2.18350458,3.45614815,5.67449665,-2.09258914,-0.70153904,1.21297216,6.67365503,1.36524868,0.0874087662,3.11480904,5.07708979,2.51412606,1.9556489,3.30103803,3.96451378,3.42771268,2.9490478,2.53131533,1.68610728,1.02153897,0.940064192,1.25445032,2.19704199,3.88876438
6,2.02317977,-3.71619177,-1.99965262,-0.830395043,-1.28573096,0.57401365,5.38869143,-2.57884431,2.19329524,3.5159328,5.65522385,-2.14625311,-0.671567738,1.22613788,6.69445038,1.35143566,0.0874201059,3.12875962,5.10249996,2.51180458,1.95665896,3.31678939,3.98373723,3.43484497,2.94986463,2.53177929,1.68639123,1.02474177,0.947399437,1.26679385,2.2190299,3.90878558
7,1.98211217,-3.73745632,-1.97684431,-0.838711917,-1.28273809,0.594853759,5.3808198,-2.59571004,2.20256066,3.57560182,5.63499403,-2.19985104,-0.641428173,1.23990321,6.7151432,1.3373313,0.0875953659,3.14277577,5.12787485,2.50931883,1.95770133,3.33264041,4.00298834,3.44183183,2.95059037,2.53225088,1.68668473,1.02794993,0.954760075,1.27920711,2.24113274,3.92854571
8,1.94055569,-3.75813079,-1.9542532,-0.8469069,-1.27975929,0.615797758,5.37258577,-2.61292005,2.21130013,3.63510704,5.61380672,-2.25339937,-0.611142457,1.25419652,6.7357378,1.3229295,0.0878585577,3.15680242,5.15328979,2.50669265,1.95869243,3.34853435,4.02231216,3.44873762,2.95119619,2.53268123,1.6870172,1.03122115,0.962171793,1.29169607,2.26334,3.94802094
9,1.89850509,-3.77823901,-1.93186653,-0.854988039,-1.27678919,0.636883855,5.36395693,-2.63052511,2.21950555,3.6944685,5.59166336,-2.30685425,-0.580732703,1.26908708,6.75621843,1.30823195,0.0882964134,3.17091298,5.17868328,2.50386906,1.95969796,3.36453462,4.04167747,3.45548487,2.95169139,2.53313041,1.68739522,1.03451574,0.969605625,1.30424523,2.2856462,3.96721578
10,1.85594749,-3.79776168,-1.90970147,-0.862950921,-1.27383626,0.658062398,5.35496664,-2.64847445,2.22717571,3.75364017,5.56857586,-2.36021328,-0.550223172,1.28453517,6.77659512,1.29323721,0.0888536721,3.18505359,5.2040782,2.50090432,1.96069372,3.38059402,4.06108379,3.46212792,2.95209908,2.53356147,1.6877737,1.03782642,0.977075934,1.31687379,2.30806804,3.98611999
11,1.81290567,-3.81670165,-1.8877672,-0.870794237,-1.27089524,0.679368854,5.34558153,-2.66681099,2.23429489,3.81262159,5.54454231,-2.41346884,-0.519620419,1.30056405,6.79686069,1.27791798,0.0895436332,3.19923878,5.22948551,2.49777126,1.96166015,3.39672112,4.08056736,3.46866703,2.95236731,2.53394747,1.68820095,1.04120851,0.984600842,1.32958186,2.33059907,4.00472689
12,1.76936889,-3.83506346,-1.86605442,-0.878521264,-1.26796615,0.700805962,5.33579874,-2.68554163,2.24085808,3.87141109,5.51955938,-2.46661019,-0.488945007,1.31718338,6.81700897,1.2622813,0.0903769657,3.21347499,5.2548871,2.4944756,1.96262693,3.4129262,4.10007429,3.47506022,2.95255995,2.53436947,1.68864274,1.0445751,0.992134809,1.34235501,2.35324073,4.02304316
13,1.72536325,-3.85283709,-1.84458566,-0.886124432,-1.2650485,0.722385645,5.32560301,-2.70468712,2.24685049,3.93001342,5.49363232,-2.51962256,-0.458195478,1.33445632,6.8370285,1.24629414,0.0914150849,3.22781754,5.28025723,2.49095321,1.96359825,3.42923617,4.11965179,3.48131752,2.95262361,2.53477407,1.68913281,1.04799616,0.999712229,1.35520232,2.37598729,4.04104996
14,1.6809088,-3.870013,-1.82338214,-0.89359957,-1.26214659,0.744049609,5.3150382,-2.72418308,2.25228047,3.98833275,5.46680307,-2.57246852,-0.427443147,1.35226727,6.85693693,1.23000407,0.0925456882,3.24216318,5.30564308,2.48732686,1.96455944,3.4455936,4.13925743,3.48746085,2.95259356,2.53516579,1.68964803,1.05145836,1.00733697,1.36812961,2.39883661,4.05873251
15,1.63597369,-3.88660526,-1.80242002,-0.900955617,-1.25925398,0.765866697,5.30404711,-2.74411249,2.257128,4.04642773,5.4390521,-2.62515044,-0.396681279,1.37070525,6.87671232,1.21337879,0.0938607529,3.25659347,5.33099651,2.48349595,1.9655205,3.46204209,4.15892458,3.49347091,2.95244384,2.53555083,1.69020379,1.0549525,1.01499081,1.38112915,2.42179847,4.07610369
16,1.5906179,-3.90261602,-1.78174102,-0.908182919,-1.25638151,0.787763357,5.2926755,-2.76439571,2.26139975,4.10424185,5.41039038,-2.67767072,-0.365936995,1.38969994,6.89636803,1.19641984,0.0952905566,3.27105379,5.35636806,2.47951794,1.96645927,3.4785471,4.1786375,3.4993732,2.95220304,2.5359149,1.69076419,1.05847394,1.02268577,1.3942008,2.44484639,4.09313107
17,1.54480457,-3.91802359,-1.76132822,-0.915284455,-1.25351787,0.809807539,5.28087521,-2.7851131,2.26507163,4.16178131,5.38083839,-2.72998643,-0.335228384,1.40932584,6.91588402,1.17911828,0.0969122425,3.285604,5.38169718,2.47533822,1.96741986,3.49516153,4.19839525,3.50510383,2.95184326,2.53630614,1.69138622,1.06202602,1.03040779,1.40735018,2.46801329,4.10983706
18,1.49856782,-3.93285251,-1.74119759,-0.92225951,-1.25066531,0.831976295,5.26865625,-2.80624175,2.26814127,4.21903801,5.35038662,-2.78211427,-0.30455929,1.42956996,6.93526268,1.16144669,0.0986886919,3.30020928,5.407022,2.47098613,1.96835685,3.5118351,4.21821451,3.51072645,2.95137119,2.53667665,1.69204044,1.06561446,1.0381639,1.42056715,2.49126911,4.12619543
19,1.45189238,-3.94706678,-1.72134876,-0.929106355,-1.24782622,0.854288459,5.25599384,-2.82780957,2.2705915,4.27599907,5.31904316,-2.83404088,-0.273949146,1.45044291,6.95449543,1.14341569,0.100641057,3.31489229,5.43231535,2.46644759,1.96931911,3.5286181,4.23806715,3.51617002,2.95079517,2.53707743,1.69273162,1.06922472,1.04596138,1.43387711,2.51464772,4.14221096
20,1.40480959,-3.96068192,-1.70181048,-0.935823143,-1.24500656,0.87668556,5.24294233,-2.84975243,2.27243662,4.33260679,5.2868681,-2.88571072,-0.243464515,1.4719013,6.97358656,1.12504649,0.102755219,3.32963729,5.45758963,2.46174741,1.97027123,3.54544997,4.25796318,3.52152324,2.95013022,2.53743839,1.69342995,1.07287872,1.05380881,1.44727087,2.53812695,4.15786457
21,1.35732055,-3.9737258,-1.68255293,-0.942415357,-1.24219549,0.899221599,5.22943687,-2.87212992,2.27365327,4.38890457,5.25379705,-2.9371891,-0.21307151,1.49395847,6.99252892,1.10628688,0.10501688,3.34443831,5.48286295,2.45685148,1.97120523,3.56237388,4.27792645,3.52671146,2.94932604,2.53781915,1.69420171,1.07656407,1.06166613,1.46071279,2.56168199,4.17315817
22,1.30945289,-3.98615408,-1.66362691,-0.94887352,-1.23940444,0.921847582,5.21553469,-2.89489508,2.27424741,4.44481134,5.21993542,-2.98837447,-0.182851583,1.51660609,7.01131964,1.08719647,0.107456803,3.35931349,5.5080924,2.45179868,1.97216141,3.57936692,4.29791498,3.53178358,2.94844675,2.53818035,1.6949712,1.08028555,1.06958711,1.47425818,2.58534932,4.18807602
23,1.26117766,-3.9979887,-1.64499831,-0.955206156,-1.23662472,0.944620073,5.20116901,-2.91811275,2.27418876,4.50037861,5.18521595,-3.039325,-0.152759016,1.53989923,7.02994633,1.06769753,0.110079549,3.37426949,5.53329706,2.44654274,1.97311652,3.59645438,4.31795502,3.53668594,2.94744587,2.53856969,1.69580567,1.08403742,1.07752991,1.48787153,2.60911393,4.20262384
24,1.21255684,-4.00922346,-1.62670457,-0.961404204,-1.2338562,0.967525244,5.18634748,-2.94176912,2.27347851,4.55556536,5.14968491,-3.09001446,-0.12285132,1.56377757,7.04841518,1.04784715,0.112869672,3.38929605,5.55846357,2.44111753,1.97409618,3.61363316,4.33802462,3.54143262,2.94635248,2.53897119,1.69666588,1.08781791,1.08551896,1.50156927,2.63296723,4.21678162
25,1.16354632,-4.01987171,-1.60872281,-0.967480659,-1.23110604,0.990534544,5.17109919,-2.96583509,2.2721138,4.61034155,5.11338043,-3.1403966,-0.0931534469,1.58828163,7.06671143,1.02760768,0.115872368,3.40443206,5.5835762,2.43547821,1.97510207,3.63092303,4.35813999,3.54600048,2.94514203,2.53939986,1.6975801,1.0916177,1.09352279,1.51533389,2.65691662,4.23055887
26,1.11418748,-4.02990389,-1.59108078,-0.973421931,-1.22836649,1.01368439,5.15538359,-2.99035501,2.27007699,4.66471863,5.07629013,-3.19049573,-0.0636675209,1.61340189,7.08483028,1.00697458,0.119056024,3.41964102,5.60866165,2.42967558,1.9761014,3.64825702,4.37828112,3.55047107,2.94386101,2.53980207,1.69849849,1.09546316,1.10158992,1.52919865,2.68096995,4.24393606
27,1.06447136,-4.03933954,-1.57376933,-0.979238689,-1.22564769,1.0369302,5.13922119,-3.01528001,2.26738262,4.71865988,5.03842783,-3.24030948,-0.0344390869,1.63904178,7.10278702,0.985976517,0.122368246,3.43489337,5.63373566,2.42369652,1.97709978,3.66568398,4.3984766,3.5547719,2.94246244,2.54021978,1.69945621,1.09933341,1.10968947,1.54313993,2.70511317,4.25690699
28,1.01442158,-4.04818439,-1.55680442,-0.984927118,-1.22294211,1.06030178,5.12260485,-3.0406425,2.26399446,4.77216148,4.99983168,-3.28979659,-0.00545663992,1.66534853,7.12054396,0.964533508,0.125918075,3.45026827,5.65875626,2.41748977,1.97809613,3.68319917,4.4187398,3.55892992,2.9409337,2.54063082,1.70046926,1.10324943,1.11782777,1.55716288,2.72934723,4.26946974
29,0.964021742,-4.05641079,-1.54017389,-0.990488529,-1.22025132,1.08381248,5.10550022,-3.06646729,2.25991511,4.82522058,4.9605093,-3.33896565,0.0232246257,1.69221783,7.1381197,0.942753255,0.129658148,3.4657383,5.68370295,2.41110826,1.97915435,3.70082331,4.43899727,3.56289196,2.93934059,2.54109883,1.70150769,1.10716641,1.1259948,1.57127416,2.75368881,4.28162241
30,0.913333297,-4.06405926,-1.52390015,-0.995922327,-1.21757615,1.10743475,5.08793545,-3.09271336,2.2551353,4.87780571,4.92047071,-3.38781834,0.0516183339,1.71966922,7.15549994,0.920551598,0.133558601,3.48126268,5.70864105,2.40456414,1.98018122,3.71848893,4.4593215,3.56675363,2.93761754,2.54151607,1.70259273,1.11116087,1.13421786,1.58546066,2.77809525,4.29334164
31,0.862330317,-4.07109642,-1.50798166,-1.00122893,-1.2149173,1.13118267,5.06988668,-3.11940575,2.24965024,4.92990923,4.87974691,-3.43633199,0.0796801299,1.74768424,7.17268991,0.89795357,0.137647852,3.49687958,5.73352671,2.39782643,1.9812386,3.73625803,4.47966719,3.57042718,2.93581152,2.54198885,1.70372069,1.11516345,1.14246857,1.59973598,2.80260396,4.30463743
32,0.811052859,-4.07755184,-1.4924233,-1.00640988,-1.21227586,1.15503359,5.05137968,-3.14651489,2.24345279,4.9815135,4.83836603,-3.48449135,0.107398465,1.77629387,7.18966627,0.874940395,0.141968772,3.51262641,5.75834274,2.39085841,1.98232305,3.75413847,4.50006151,3.57392359,2.93388653,2.54247212,1.70489836,1.11920428,1.15075433,1.61408186,2.82717633,4.31548738
33,0.759465396,-4.08339787,-1.47722006,-1.01146734,-1.20964897,1.17903054,5.03235912,-3.17409587,2.23651767,5.03261614,4.79632282,-3.53230858,0.13476716,1.80548108,7.20643234,0.851500392,0.146471336,3.5284481,5.78312492,2.38373065,1.98341274,3.77207327,4.52047157,3.57728934,2.9318924,2.54295182,1.70608068,1.12327588,1.15909445,1.62852991,2.85185385,4.32590103
34,0.70759809,-4.08865261,-1.46238017,-1.01640356,-1.2070446,1.20311046,5.01288795,-3.20207047,2.22887087,5.08318043,4.75367594,-3.57974648,0.161732748,1.83519435,7.22299147,0.827673972,0.151168287,3.54437041,5.80784559,2.37639809,1.98452616,3.7901144,4.54092979,3.58047056,2.92978382,2.54346609,1.70731533,1.12735963,1.16745365,1.64305413,2.87661242,4.3358655
35,0.65549022,-4.09331512,-1.44791746,-1.02121389,-1.20445466,1.22732794,4.99290323,-3.23050499,2.22047496,5.13321304,4.71042395,-3.6268239,0.18830213,1.86546707,7.23932695,0.803436756,0.156083301,3.56041741,5.83249569,2.36883998,1.98567164,3.80826283,4.56141853,3.58346653,2.92757916,2.54401135,1.70859826,1.13147807,1.17585313,1.65766203,2.90144515,4.34537172
36,0.603103936,-4.09737301,-1.43381608,-1.02590418,-1.20188069,1.25167656,4.97240639,-3.25939345,2.21131968,5.18270397,4.66657209,-3.67353392,0.214467838,1.89630735,7.25543261,0.778761387,0.161197215,3.5765574,5.85709095,2.36110711,1.98683858,3.82649231,4.58193493,3.58630276,2.92527628,2.54455495,1.70991576,1.13565457,1.1843195,1.67237401,2.92636991,4.35441113
37,0.550493836,-4.10084105,-1.42009294,-1.03047287,-1.19932616,1.2761327,4.95142365,-3.28870416,2.20142055,5.23161793,4.62220812,-3.71983576,0.240163535,1.92764831,7.27131033,0.753711462,0.166527525,3.59281754,5.8816061,2.35317278,1.98803294,3.84480357,4.6024785,3.58898091,2.92288136,2.54512072,1.71127927,1.13985181,1.19280982,1.68716371,2.95136857,4.36298418
38,0.497635096,-4.10372114,-1.40673995,-1.03492415,-1.19678879,1.3007127,4.92992401,-3.31845665,2.19074798,5.27995396,4.57728577,-3.76576662,0.26542905,1.9595294,7.28694916,0.72819078,0.172044128,3.60916543,5.90608597,2.3450377,1.98922634,3.86320591,4.62307262,3.59148026,2.92037892,2.54571176,1.71268225,1.14407098,1.20133507,1.70204079,2.9764483,4.37108421
39,0.444600791,-4.10602093,-1.39377689,-1.0392549,-1.19427299,1.32538521,4.90794468,-3.34860969,2.17931342,5.32769012,4.53188038,-3.81128144,0.290211707,1.99193549,7.30234194,0.702263772,0.177802682,3.62566233,5.93046665,2.3366797,1.99047542,3.8817215,4.64368153,3.59378672,2.91778851,2.54633427,1.71412897,1.14832497,1.20990396,1.71700096,3.00158238,4.3786931
40,0.391313136,-4.10773277,-1.38117158,-1.04347253,-1.19177008,1.35022056,4.88538885,-3.37925529,2.16707134,5.37485266,4.48594809,-3.85643244,0.314521134,2.02485681,7.31748629,0.675913513,0.183762431,3.6422658,5.95478058,2.32813239,1.99175,3.90031886,4.66430902,3.59592581,2.9151144,2.54697442,1.71560538,1.15260565,1.21850932,1.73204899,3.02679992,4.38582039
41,0.337835819,-4.1088376,-1.36896098,-1.04757309,-1.18929386,1.37513256,4.86236429,-3.41027737,2.15407133,5.42135954,4.43962574,-3.90113711,0.338294506,2.05821586,7.3323884,0.649183631,0.189915091,3.65897393,5.97902536,2.31940055,1.99304795,3.91899467,4.68496084,3.59790373,2.91235614,2.54763389,1.71711743,1.15691578,1.22716177,1.74720144,3.05210638,4.39245319
42,0.284189731,-4.10937834,-1.35712826,-1.05155849,-1.186831,1.40019023,4.83877993,-3.44176269,2.14024138,5.46726513,4.39281797,-3.94545817,0.361579925,2.09214067,7.34700632,0.621956229,0.196319878,3.6758337,6.00319052,2.3104248,1.99436986,3.93778181,4.70565605,3.59967875,2.90948009,2.54832435,1.71869385,1.16127241,1.23585641,1.76243114,3.0774579,4.39857864
43,0.230344772,-4.10933924,-1.34566641,-1.0554353,-1.18438792,1.42537045,4.8146553,-3.47368288,2.12561083,5.51252365,4.34562254,-3.98936152,0.384313703,2.12649536,7.36137486,0.594350576,0.202919289,3.69280529,6.02726698,2.30126071,1.9957366,3.95666528,4.72636747,3.60127163,2.90652251,2.54904723,1.72030413,1.16564131,1.24457812,1.77774906,3.10288763,4.40420628
44,0.176350623,-4.10870028,-1.33460045,-1.05919671,-1.1819669,1.45065749,4.79001045,-3.50601149,2.11016798,5.55711794,4.29807472,-4.03282452,0.406493366,2.16134477,7.37546015,0.566305935,0.209775418,3.7099421,6.05123234,2.29186988,1.99716198,3.97566533,4.74709415,3.6026659,2.90347576,2.54979277,1.72195184,1.17005599,1.2533654,1.79317868,3.12839222,4.40931082
45,0.122237109,-4.10750628,-1.32392168,-1.06284773,-1.17956686,1.47603142,4.76485872,-3.53871512,2.09393144,5.60103178,4.25018597,-4.07586718,0.428094357,2.19656706,7.38929033,0.537878215,0.216799676,3.72717094,6.07514238,2.28230238,1.99860108,3.99473357,4.76783371,3.60389209,2.90035534,2.55057311,1.72364199,1.17449653,1.26218295,1.80868173,3.15393519,4.41389608
46,0.0679553002,-4.10573769,-1.31361294,-1.06639421,-1.17718565,1.50155258,4.73912287,-3.57187796,2.07683468,5.6442771,4.20195389,-4.11848974,0.449135423,2.23229408,7.40281248,0.50895685,0.224075228,3.74455667,6.09896803,2.2724905,2.00005579,4.01390028,4.78862095,3.60492873,2.89712191,2.55137777,1.72538519,1.17896414,1.27103126,1.82427227,3.17954636,4.41796255
47,0.0135536194,-4.10339403,-1.30369186,-1.06983244,-1.17482483,1.52719772,4.71282625,-3.60546231,2.05889106,5.68683243,4.15342665,-4.16068602,0.469588012,2.26846266,7.4160471,0.479629487,0.231587663,3.76210165,6.12267208,2.26247048,2.00158644,4.03318501,4.80939531,3.60575461,2.89382601,2.55222988,1.72716212,1.18346286,1.27993357,1.83996594,3.20521879,4.42149258
48,-0.0409555919,-4.10047913,-1.29416013,-1.0731653,-1.17248857,1.55292022,4.68602657,-3.63939881,2.04014158,5.72866297,4.1046772,-4.20242882,0.489411145,2.3049686,7.42900372,0.449916422,0.23929064,3.77976036,6.14629889,2.25225687,2.00313568,4.05254793,4.83019972,3.60640526,2.89043379,2.55310273,1.72898614,1.18799305,1.28887582,1.85575294,3.23094821,4.42448521
49,-0.0955723301,-4.09700537,-1.2850008,-1.07639492,-1.17017102,1.57877505,4.65864563,-3.67376018,2.02052045,5.76978397,4.0556736,-4.2437458,0.508632839,2.34192395,7.44164848,0.419749886,0.247245058,3.79759598,6.16980743,2.24179792,2.00474,4.07203245,4.85102558,3.60684848,2.88695335,2.55401158,1.73085654,1.19255638,1.29785693,1.87162626,3.25672722,4.42693901
50,-0.150265619,-4.09296513,-1.27623129,-1.07952023,-1.16787446,1.60475278,4.63068771,-3.70852613,2.00003028,5.81017303,4.00645494,-4.28462744,0.527232409,2.37927866,7.4539814,0.389140725,0.25543654,3.8155992,6.19321299,2.23108602,2.00638318,4.09163332,4.87187481,3.60707974,2.88338566,2.55496073,1.73276293,1.19714868,1.30689442,1.88760829,3.28255868,4.42883396
51,-0.205078647,-4.08836937,-1.26782167,-1.082551,-1.16559911,1.63085055,4.60215616,-3.74368858,1.97867608,5.84982252,3.95708394,-4.32506418,0.545177281,2.41696739,7.46601391,0.358155906,0.263828158,3.8337214,6.21651983,2.22024274,2.00807452,4.11128902,4.89269686,3.60714746,2.87976503,2.55593872,1.73470736,1.2017628,1.3159548,1.90366828,3.3084414,4.43018675
52,-0.259928882,-4.08320856,-1.25981033,-1.08547759,-1.16334784,1.65705216,4.57306623,-3.7792201,1.9564507,5.88870668,3.9075706,-4.36505461,0.562480628,2.45503163,7.47772264,0.326729715,0.272464842,3.85203123,6.23970604,2.20911551,2.00981355,4.13108587,4.91356134,3.60698152,2.87603664,2.55696177,1.73670721,1.20641565,1.32507479,1.91984284,3.3343792,4.43097067
53,-0.314829051,-4.07750797,-1.25216734,-1.08830738,-1.161116,1.68336678,4.54339838,-3.81512356,1.93335211,5.92682219,3.85794353,-4.40461111,0.579122126,2.49339724,7.48912287,0.294914097,0.281297058,3.87047076,6.26279736,2.19780564,2.01158571,4.15095806,4.93443394,3.60663605,2.87222576,2.55800986,1.7387588,1.21110916,1.33423603,1.93610215,3.36034608,4.43119097
54,-0.369773597,-4.07127142,-1.24489832,-1.09104455,-1.15890968,1.70980144,4.51314402,-3.85140896,1.90934706,5.96416712,3.80822635,-4.44371796,0.59510386,2.53217816,7.50016689,0.262626946,0.290423721,3.88914371,6.28573465,2.18621445,2.01343703,4.17097759,4.95530319,3.60604239,2.86835337,2.55913496,1.74084485,1.21580303,1.34342682,1.95245147,3.38635159,4.43084574
55,-0.424750924,-4.06448555,-1.23799706,-1.09368598,-1.15672529,1.73633564,4.48231936,-3.88803315,1.88447022,6.00071001,3.75846815,-4.4823842,0.610404611,2.57119131,7.51090574,0.229988098,0.299709588,3.90791821,6.30858994,2.17447639,2.01531339,4.19104624,4.97616911,3.60529923,2.86441588,2.56026149,1.74296045,1.22054052,1.35266864,1.96889973,3.41239619,4.42992353
56,-0.479740977,-4.0571475,-1.2314775,-1.09623265,-1.15456247,1.76298344,4.45091105,-3.92500949,1.85869479,6.036448,3.70870924,-4.52059221,0.625018299,2.61053824,7.52129269,0.196916282,0.309277773,3.92693162,6.33128023,2.16243696,2.01727009,4.21127844,4.99705648,3.60429502,2.86037803,2.5614481,1.74513865,1.22531545,1.36196637,1.98546064,3.43848777,4.42841291
57,-0.534724653,-4.04929304,-1.22531021,-1.09868801,-1.15241718,1.78977835,4.41885138,-3.9623754,1.83198297,6.07136917,3.65893698,-4.55838299,0.638954043,2.65013218,7.53135252,0.16345492,0.319011986,3.9460535,6.35389137,2.1502409,2.01924443,4.23156214,5.01793766,3.60311604,2.8562746,2.56267262,1.74737418,1.23012877,1.37130058,2.00210094,3.46459246,4.42632675
58,-0.589715958,-4.04090881,-1.21951842,-1.10105765,-1.15030479,1.81663382,4.38627338,-4.00000954,1.80440235,6.10546017,3.60924292,-4.5956955,0.652179718,2.69003248,7.54104948,0.129587203,0.329045027,3.9654429,6.37630701,2.13775086,2.02133465,4.25201988,5.03880262,3.60167027,2.85211515,2.5639708,1.74963331,1.23493993,1.38067031,2.01884556,3.49073792,4.4236455
59,-0.644685149,-4.031991,-1.21408772,-1.10333693,-1.14821529,1.84360731,4.35307741,-4.03798151,1.77589333,6.13871574,3.55958939,-4.63259363,0.664719582,2.73016763,7.55040121,0.0953109562,0.339252323,3.9849534,6.39864206,2.12508035,2.0234201,4.27251482,5.05969334,3.60009646,2.8478725,2.56524324,1.75192046,1.23981023,1.39010537,2.0356977,3.51691103,4.4203639
60,-0.699650466,-4.02254295,-1.20900202,-1.10552919,-1.14614105,1.8707366,4.31921482,-4.07632113,1.74642706,6.1711092,3.51005816,-4.66904402,0.676550448,2.77055025,7.55938196,0.0606154241,0.349708408,4.00467825,6.42083693,2.11213851,2.02555847,4.2931385,5.0805912,3.59826493,2.84354639,2.56660509,1.75428545,1.24469721,1.39956856,2.05264425,3.54311824,4.41648579
61,-0.754555285,-4.01258373,-1.20428371,-1.10763752,-1.1440984,1.89792323,4.28482103,-4.11489725,1.7160846,6.20264053,3.46068358,-4.70503902,0.687666774,2.81116343,7.56799936,0.0255365781,0.360423625,4.02464676,6.44284821,2.09893322,2.02781177,4.31392622,5.10145521,3.59616613,2.83917665,2.56803846,1.75667596,1.2496022,1.40908813,2.0697031,3.56934595,4.41199493
62,-0.809353888,-4.0021348,-1.19992054,-1.1096586,-1.14207757,1.92522645,4.2498064,-4.15377188,1.68480396,6.23329592,3.41146469,-4.74061155,0.698075891,2.85194945,7.57627773,-0.00988159981,0.37130788,4.04475307,6.46473503,2.08557177,2.03011727,4.33478403,5.12229872,3.59388161,2.83474874,2.56950808,1.75912023,1.25454462,1.41864419,2.08684325,3.59556627,4.40690613
63,-0.864126921,-3.99118662,-1.19588292,-1.11160171,-1.14007688,1.95265532,4.21415472,-4.19294548,1.65257645,6.2630558,3.36246061,-4.77573872,0.707769632,2.8929534,7.5841527,-0.0457568169,0.382442236,4.0650773,6.48649836,2.07191229,2.03241944,4.35573006,5.14320707,3.59140682,2.83019352,2.57098818,1.76163864,1.25953877,1.4282397,2.10406923,3.62179971,4.40121174
64,-0.918803036,-3.97972584,-1.19220138,-1.11345994,-1.13809907,1.98019648,4.17788124,-4.23239231,1.61940312,6.29192019,3.31368804,-4.81043816,0.716747344,2.93414307,7.59165859,-0.0819769278,0.393812239,4.08563471,6.50806904,2.05803847,2.03485942,4.37683201,5.16403341,3.58865356,2.82562923,2.57256222,1.76418138,1.26455033,1.43789983,2.12142229,3.64805555,4.39488363
65,-0.973414302,-3.96778154,-1.18885124,-1.11524427,-1.13615239,2.00783372,4.14098692,-4.2720871,1.58528984,6.31987715,3.26515055,-4.8447237,0.725009799,2.97546005,7.59879684,-0.118570089,0.405364364,4.10636091,6.52951956,2.04392862,2.03731894,4.39802027,5.18488169,3.58570147,2.82098889,2.57417488,1.76676202,1.2695688,1.4475832,2.13886046,3.67431569,4.38793945
66,-1.02789247,-3.95533228,-1.18584824,-1.11694467,-1.13422716,2.03555512,4.10352182,-4.31198072,1.5502727,6.34689951,3.21696663,-4.87855148,0.73254621,3.01692653,7.6055522,-0.155512676,0.417166412,4.12734175,6.55077124,2.02958274,2.03989387,4.41934824,5.2056818,3.58250499,2.81630254,2.57583475,1.76938665,1.27464211,1.45734525,2.15642691,3.70059061,4.38036013
67,-1.08227122,-3.94241118,-1.18316376,-1.11856985,-1.13232219,2.06341624,4.0653758,-4.35214806,1.51426935,6.3729887,3.16909933,-4.91197205,0.739367723,3.05853438,7.61190891,-0.19283931,0.429188281,4.1485424,6.57186937,2.01497316,2.04251027,4.4407773,5.22648716,3.57909298,2.81155133,2.57755399,1.77206397,1.27972817,1.46712911,2.17407703,3.72686267,4.37216043
68,-1.1365062,-3.92903423,-1.18080068,-1.12012112,-1.1304456,2.09135532,4.02664042,-4.39248896,1.47734344,6.39813375,3.12158084,-4.94497442,0.745471835,3.1002357,7.61788321,-0.230509803,0.441410661,4.16995525,6.59280109,2.0001235,2.04520416,4.46233654,5.24727011,3.57542753,2.80674052,2.57933211,1.7747885,1.28484714,1.47696364,2.19182301,3.7531147,4.36332989
