traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
576,-1.54541397,-0.882762849,-0.0782626569,0.563397944,5.00710678,11.2896862,7.67300844,7.07006741,0.13454926,-4.21068144,6.98506451,-10.3629999,-0.152946204,-8.53316116,1.80114019,-5.27782726,-3.80616093,-9.66227055,10.8280697,-9.43706322,-7.10278654,7.98763275,4.59084463,-5.18665266,-0.507975101,12.9400196,9.8363266,0.959471762,5.70489931,-4.61066532,-3.65343285,-0.856260836
577,-1.54202759,-0.877823353,-0.0726318508,0.570714116,5.03311872,11.2820377,7.64847851,7.08127069,0.100700542,-4.25553417,7.10274458,-10.2973137,-3.64048865e-05,-8.53292274,1.86634433,-5.29125547,-3.72641897,-9.70527458,10.8829403,-9.39962864,-7.08248234,7.94242716,4.60981178,-5.21069765,-0.530109704,12.9514847,9.85906887,0.914899766,5.70275831,-4.6265111,-3.62523794,-0.859768629
578,-1.53862119,-0.872869551,-0.0669739619,0.578099191,5.05925417,11.2735319,7.62300587,7.09331226,0.0675412342,-4.30019045,7.22091246,-10.229125,0.152554974,-8.53115559,1.93299127,-5.30414009,-3.64579916,-9.74685669,10.9383793,-9.36184502,-7.06170607,7.89752913,4.62856245,-5.23475409,-0.552248895,12.9627457,9.88169479,0.870122015,5.70083857,-4.64216137,-3.59675384,-0.86332494
579,-1.53521156,-0.867938936,-0.0613341331,0.585480511,5.08528042,11.2646809,7.59720039,7.105443,0.0348362513,-4.34417534,7.33866644,-10.1587744,0.304333538,-8.52802086,2.00085711,-5.31640148,-3.56448293,-9.78702259,10.9942894,-9.32358646,-7.04046392,7.85319233,4.6472168,-5.25876522,-0.574069679,12.9741917,9.90346241,0.825438976,5.69945097,-4.65765858,-3.56812716,-0.866878092
580,-1.53177094,-0.86299938,-0.0556783527,0.592914879,5.11139154,11.2549906,7.57049131,7.11833096,0.00280932779,-4.3879385,7.45673037,-10.0858059,0.455441445,-8.52340508,2.06997561,-5.32808733,-3.4821527,-9.8258667,11.0509291,-9.28492832,-7.01860237,7.80895948,4.66527987,-5.28295708,-0.596605718,12.9849234,9.9255085,0.780261576,5.69876814,-4.67246866,-3.53981662,-0.870261312
581,-1.52831709,-0.858054399,-0.0499924794,0.600427806,5.13764334,11.2443743,7.54279661,7.13216019,-0.0283689592,-4.43145275,7.57522869,-10.0103302,0.605965197,-8.51728344,2.140414,-5.33916426,-3.39891195,-9.86326122,11.1081848,-9.24563313,-6.99629784,7.76573944,4.68292809,-5.30706453,-0.619167924,12.9953585,9.94784737,0.734683573,5.69797564,-4.68695641,-3.51095986,-0.873765051
582,-1.52485526,-0.853119314,-0.0443166047,0.607953429,5.16384983,11.2332058,7.51458025,7.14638424,-0.0588696413,-4.47437239,7.69355059,-9.93261147,0.755687952,-8.50979424,2.21206927,-5.34950304,-3.31528044,-9.89897728,11.1657534,-9.20642567,-6.97360563,7.72236252,4.70083237,-5.33109188,-0.641186595,13.0062265,9.96885967,0.689342797,5.69795084,-4.70139742,-3.48209691,-0.87721771
583,-1.52140772,-0.848219752,-0.0386653244,0.615479708,5.18996716,11.2216253,7.48596764,7.1607461,-0.0888928249,-4.51668072,7.81131601,-9.85248089,0.904218137,-8.5010767,2.28473735,-5.35917473,-3.23079085,-9.93335438,11.224021,-9.16690063,-6.95031023,7.67899323,4.71810722,-5.35541868,-0.663940072,13.0162592,9.99021149,0.643695235,5.69850063,-4.7152319,-3.45346713,-0.880565405
584,-1.51788485,-0.843269706,-0.0329600647,0.62310791,5.21625185,11.2089968,7.4562583,7.17617416,-0.117926337,-4.5587678,7.92948723,-9.76972103,1.05181921,-8.49092388,2.35852623,-5.36817026,-3.14542913,-9.96626663,11.2829514,-9.1268959,-6.92646933,7.63615561,4.73493576,-5.37976456,-0.687019348,13.0259342,10.0116425,0.597611725,5.69953823,-4.72862434,-3.42474723,-0.883830488
585,-1.5144161,-0.838368356,-0.0272824652,0.630734324,5.24251986,11.195612,7.42581654,7.19224834,-0.146126866,-4.60044718,8.04768658,-9.68438244,1.19847131,-8.47956848,2.43360472,-5.37652826,-3.05945897,-9.99743557,11.342267,-9.08689404,-6.90225935,7.59338331,4.75181246,-5.40415239,-0.709688723,13.0357742,10.0321636,0.55186367,5.70092201,-4.74210119,-3.39577794,-0.88718617
586,-1.5108707,-0.833436966,-0.0215796232,0.638412833,5.26878023,11.181632,7.39481211,7.20871973,-0.173617706,-4.64154196,8.16557121,-9.59664536,1.34383631,-8.46694279,2.50961137,-5.38412476,-2.97271466,-10.0271473,11.4022408,-9.04646301,-6.8775053,7.55102968,4.76825094,-5.42852688,-0.732782602,13.045125,10.0529642,0.50550288,5.70285845,-4.75486231,-3.3668108,-0.890390754
587,-1.50734746,-0.828530729,-0.0158811435,0.646130085,5.29509258,11.1667681,7.3629508,7.22602081,-0.200112402,-4.6821847,8.28345108,-9.50642776,1.48803568,-8.45304871,2.58660674,-5.3909111,-2.88532686,-10.0552912,11.4627876,-9.00564289,-6.85226583,7.50928068,4.78432798,-5.45296335,-0.755900085,13.0542574,10.0732975,0.459284037,5.70524073,-4.76749992,-3.33778811,-0.893618345
588,-1.50379062,-0.82360816,-0.0101581905,0.653910697,5.32151937,11.1508503,7.33000898,7.24429083,-0.225614905,-4.7226491,8.40165043,-9.4131794,1.63110614,-8.43806648,2.66490722,-5.39716244,-2.79696131,-10.0817394,11.5239019,-8.96468925,-6.82658148,7.46744013,4.80035305,-5.47742891,-0.779074728,13.0632544,10.0934811,0.41263929,5.70810366,-4.77965879,-3.30861354,-0.896779776
589,-1.5002501,-0.818722188,-0.00446457695,0.661677063,5.34779644,11.1345549,7.29679298,7.26267862,-0.250383645,-4.76228476,8.51902485,-9.31782055,1.77245331,-8.42201519,2.74392676,-5.40257263,-2.70800591,-10.106657,11.5855484,-8.92311382,-6.80046082,7.42665052,4.81599188,-5.50185299,-0.802159011,13.0721283,10.1130447,0.366240114,5.71146631,-4.79168558,-3.27942586,-0.89992553
590,-1.49664509,-0.813789308,0.00127707433,0.669544756,5.37419987,11.1172857,7.26263189,7.28197384,-0.274050862,-4.80145168,8.63634777,-9.21991062,1.91240311,-8.404809,2.82382917,-5.40714359,-2.61860299,-10.1299028,11.6476994,-8.88175488,-6.77381611,7.38533735,4.83143139,-5.52644825,-0.825578868,13.0806408,10.1326532,0.319460988,5.7153368,-4.80334377,-3.25006914,-0.903003812
591,-1.49304068,-0.808889627,0.00699653151,0.677410901,5.40052605,11.0993862,7.22795486,7.30172777,-0.296755701,-4.83989429,8.75326443,-9.11981297,2.0506916,-8.38644886,2.90437269,-5.4107852,-2.52877736,-10.1515226,11.7104425,-8.84022617,-6.74665451,7.34453392,4.84624004,-5.55108643,-0.849547505,13.0884104,10.1525497,0.272295654,5.71985245,-4.81416368,-3.22100854,-0.905921996
592,-1.4894371,-0.803987265,0.0127328187,0.68534261,5.42696238,11.0803947,7.19219494,7.32245922,-0.318319678,-4.87802458,8.87024212,-9.01673126,2.1875906,-8.36719799,2.98609447,-5.41376781,-2.43800068,-10.1714087,11.7737112,-8.79824162,-6.71908808,7.30414629,4.8611784,-5.57572031,-0.872953892,13.0965872,10.1712456,0.22561723,5.72472191,-4.82542276,-3.19152689,-0.908949912
593,-1.48582566,-0.799100816,0.0184674729,0.693298876,5.45338106,11.0605621,7.15567255,7.34386873,-0.338739097,-4.91558123,8.98696804,-8.91117287,2.32266951,-8.34700298,3.06857991,-5.41596651,-2.34653187,-10.1896009,11.837532,-8.75581455,-6.69115973,7.2646656,4.87571907,-5.6002636,-0.896519244,13.1043901,10.1901073,0.178478509,5.72993565,-4.83599663,-3.16194105,-0.911921382
594,-1.48218989,-0.794218838,0.0241978317,0.701277316,5.47973442,11.0401011,7.11862993,7.3656888,-0.358176947,-4.95240641,9.10299778,-8.80334663,2.45576167,-8.32601261,3.15165663,-5.41725826,-2.2547636,-10.2060442,11.9018688,-8.71370506,-6.662673,7.22476768,4.88986826,-5.62500763,-0.920560002,13.1115713,10.2090797,0.131164432,5.73574114,-4.84612656,-3.13243055,-0.914785028
595,-1.47852492,-0.789313436,0.0299579836,0.709338248,5.50618505,11.018611,7.08063602,7.38842154,-0.376294762,-4.98862362,9.2189064,-8.69305229,2.58716321,-8.30398941,3.23540139,-5.41759872,-2.16244173,-10.2208424,11.9667521,-8.67108345,-6.6337347,7.18564081,4.90379906,-5.64971685,-0.944475174,13.1188049,10.2273321,0.0839788243,5.74212742,-4.85619783,-3.1027863,-0.917620122
596,-1.4748491,-0.784424722,0.0357199535,0.717431307,5.53265524,10.9961023,7.04168177,7.41196918,-0.393149495,-5.02439404,9.33465862,-8.5799284,2.71659899,-8.28133774,3.32009482,-5.41727018,-2.06932211,-10.2337246,12.0321703,-8.6284914,-6.60438299,7.14656973,4.91750336,-5.67447233,-0.968593001,13.1256361,10.2456369,0.0364333764,5.74898195,-4.86567593,-3.07312584,-0.920384467
597,-1.47114849,-0.779538751,0.0414699353,0.725533783,5.55898666,10.9732065,7.00252056,7.43563986,-0.409024358,-5.05910635,9.44929314,-8.46511936,2.84381175,-8.2578783,3.40497851,-5.41583109,-1.97623229,-10.2450132,12.0979919,-8.58589077,-6.57454109,7.10766125,4.93091774,-5.69930172,-0.992824733,13.1322756,10.2634687,-0.0109615913,5.75650215,-4.87493086,-3.04346585,-0.923051
598,-1.4674089,-0.774625182,0.0472552031,0.733720005,5.585464,10.9489126,6.96200418,7.46055984,-0.423297137,-5.09345865,9.56417751,-8.34727955,2.96917105,-8.2337122,3.49079323,-5.4136281,-1.88224781,-10.2544117,12.1643887,-8.54296303,-6.54427147,7.06916475,4.94427061,-5.72409821,-1.01688552,13.1389656,10.280654,-0.0582815744,5.76452494,-4.88416815,-3.01358485,-0.925699294
599,-1.46370339,-0.769764245,0.0530151464,0.741914988,5.6118989,10.9237623,6.92075682,7.48611832,-0.43620041,-5.12704515,9.67855644,-8.22722721,3.09225607,-8.2089262,3.57703137,-5.41048384,-1.78788459,-10.2619896,12.2313776,-8.50006676,-6.51353645,7.03113222,4.95687342,-5.74901056,-1.04169035,13.1445608,10.2986708,-0.106198512,5.77296782,-4.89239454,-2.98391986,-0.928241789
600,-1.45995438,-0.764881551,0.0587921143,0.750155509,5.63828802,10.8978691,6.87894297,7.51216412,-0.447813213,-5.15969515,9.79225731,-8.10518646,3.21323705,-8.1833744,3.66366076,-5.40631533,-1.6932838,-10.2679071,12.2986879,-8.45676041,-6.48248434,6.99382448,4.96952629,-5.77381229,-1.06596768,13.1505995,10.3156137,-0.153711215,5.78177309,-4.90090036,-2.9537847,-0.930828929
601,-1.4562211,-0.760021687,0.0645600706,0.758420229,5.66464758,10.8711071,6.83634901,7.53878355,-0.458076954,-5.19164324,9.90536594,-7.98072958,3.33177876,-8.15748405,3.75083852,-5.4012742,-1.59810793,-10.2719088,12.3665257,-8.41333866,-6.4510088,6.95691347,4.98195601,-5.79861641,-1.09024704,13.1564398,10.3320694,-0.201099336,5.79114151,-4.90919161,-2.92369461,-0.933370471
602,-1.45240605,-0.755126774,0.0703629777,0.766767561,5.69109106,10.8430834,6.79260921,7.56642818,-0.466615885,-5.22290468,10.0182581,-7.85384989,3.44796515,-8.1310358,3.83838511,-5.39527798,-1.50250626,-10.2740946,12.4350281,-8.37013245,-6.41888428,6.91972017,4.99361849,-5.82374525,-1.11566329,13.1610355,10.3496532,-0.24937591,5.80123091,-4.91631794,-2.89377213,-0.935672164
603,-1.44860578,-0.750255167,0.0761460289,0.775110841,5.7174139,10.8144321,6.74842072,7.59439135,-0.473808855,-5.25315428,10.1303225,-7.72513628,3.56177497,-8.10415363,3.92628837,-5.38826942,-1.40689337,-10.274416,12.5037012,-8.3269701,-6.38651085,6.88294268,5.00555849,-5.84864092,-1.14028144,13.1662693,10.3656912,-0.296946645,5.81180668,-4.92382669,-2.86363769,-0.938010752
604,-1.44477665,-0.74536407,0.0819673836,0.78356719,5.74388933,10.7843742,6.70295715,7.62356424,-0.478977054,-5.28259277,10.2422905,-7.59418678,3.67337871,-8.07669163,4.01453257,-5.38018847,-1.31112182,-10.2728949,12.5727997,-8.28383636,-6.3537569,6.84659624,5.01723051,-5.87350178,-1.16500247,13.1711798,10.3818026,-0.344898939,5.82270384,-4.93081331,-2.83326292,-0.94032675
605,-1.44094634,-0.7404989,0.0877649263,0.792004585,5.77024889,10.7534409,6.65671682,7.65311909,-0.482807457,-5.31132507,10.3535442,-7.46070433,3.78209448,-8.04921722,4.10322523,-5.37127542,-1.21432352,-10.2694263,12.6427336,-8.24033833,-6.32033634,6.81055403,5.02812815,-5.89873505,-1.19055402,13.1750841,10.3981066,-0.392686129,5.8343997,-4.93748522,-2.80319142,-0.942496002
606,-1.43706548,-0.735606134,0.0935915783,0.800527573,5.79661131,10.7216949,6.60989332,7.68324614,-0.48487258,-5.3387785,10.4639874,-7.3260088,3.88851619,-8.02112198,4.19183254,-5.36114836,-1.11808729,-10.2643023,12.7127304,-8.19705582,-6.28668642,6.77495718,5.03907108,-5.92371178,-1.21575272,13.1791983,10.4139204,-0.440739363,5.84650898,-4.94368172,-2.77283311,-0.944608808
607,-1.43321383,-0.730759978,0.0993840694,0.80902338,5.8228755,10.6889172,6.56216764,7.71396446,-0.485239923,-5.36541271,10.5739508,-7.1889782,3.99222374,-7.99296856,4.28091574,-5.35010195,-1.02128756,-10.2571316,12.7831955,-8.15371323,-6.25263691,6.73971748,5.04985094,-5.94873714,-1.24084747,13.1832209,10.4289885,-0.488272041,5.85916281,-4.94993973,-2.74249029,-0.946698487
608,-1.42926633,-0.725843787,0.105251528,0.81767416,5.84935236,10.6544333,6.5128479,7.74604511,-0.483205497,-5.39121819,10.6839809,-7.04957485,4.09339809,-7.96452618,4.37030792,-5.33802843,-0.924103022,-10.2480021,12.8542061,-8.11039352,-6.21809721,6.7047472,5.06024313,-5.97383547,-1.26634324,13.186717,10.4444332,-0.53642267,5.87226391,-4.95556593,-2.71183872,-0.948693216
609,-1.42539668,-0.72101438,0.111041658,0.826244056,5.87552214,10.6198378,6.46366549,7.77778482,-0.480008215,-5.41560984,10.7924175,-6.90933561,4.19180393,-7.93596315,4.45948124,-5.32477808,-0.827382088,-10.2371817,12.9253635,-8.06731319,-6.18323851,6.67016649,5.07038212,-5.99890041,-1.291767,13.1899967,10.459281,-0.584112883,5.88591576,-4.96096087,-2.68139958,-0.95063597
610,-1.42143476,-0.716118038,0.116901219,0.834948242,5.90187263,10.5834684,6.4127965,7.81081724,-0.474353969,-5.43922615,10.9009218,-6.76649523,4.28747225,-7.90741014,4.54916382,-5.31058121,-0.730052948,-10.2242193,12.9970236,-8.02435875,-6.14788342,6.6354723,5.0804491,-6.02403355,-1.31727397,13.1931391,10.4738369,-0.631951153,5.90013218,-4.96615076,-2.65068221,-0.952509105
611,-1.41750228,-0.711279511,0.122711688,0.843609273,5.92798471,10.5467396,6.36179066,7.84370708,-0.467299372,-5.46148491,11.0080252,-6.62277412,4.38014793,-7.87882996,4.63846731,-5.29523897,-0.632772028,-10.20961,13.0691414,-7.98108816,-6.11217165,6.60196733,5.08963108,-6.04927874,-1.34343851,13.1951799,10.4890413,-0.679950595,5.91478872,-4.97057438,-2.62014651,-0.954264462
612,-1.41349018,-0.70637536,0.128589734,0.852413535,5.95430613,10.5080843,6.30897665,7.87802744,-0.457426488,-5.48278427,11.1153383,-6.47667885,4.47026348,-7.85019112,4.72828054,-5.27887297,-0.535262167,-10.1928549,13.1414719,-7.93817806,-6.07605934,6.56814623,5.09926891,-6.07437468,-1.36899209,13.1979952,10.5027056,-0.727562726,5.93025684,-4.97518969,-2.58943796,-0.955956101
613,-1.40949702,-0.701512694,0.134438857,0.861207604,5.98046589,10.4687529,6.25571823,7.91249418,-0.445687681,-5.50263309,11.2216454,-6.32972193,4.55761909,-7.82143164,4.81769609,-5.2612772,-0.438191742,-10.174428,13.2141247,-7.89548206,-6.03953266,6.53484249,5.10817814,-6.09958029,-1.3951323,13.199707,10.5171747,-0.775479615,5.9458971,-4.97916365,-2.55858183,-0.957611501
614,-1.40545821,-0.696625113,0.140313521,0.870075881,6.00668478,10.4278765,6.2010169,7.94784212,-0.431492716,-5.52148247,11.3276291,-6.18063593,4.64191341,-7.79306364,4.90746689,-5.24266577,-0.340649128,-10.1537895,13.2872715,-7.85307074,-6.00246334,6.5014286,5.11688185,-6.12490225,-1.42152464,13.2011042,10.5314131,-0.823497415,5.96233368,-4.98261833,-2.5277946,-0.959108889
615,-1.40143883,-0.691773593,0.146161824,0.878935993,6.03275871,10.3862276,6.14577627,7.98339939,-0.415224493,-5.53880787,11.4327278,-6.03074503,4.72354984,-7.76459646,4.99703693,-5.2228756,-0.243489146,-10.131403,13.3603954,-7.81055117,-5.96531963,6.46907616,5.1257391,-6.14992666,-1.44716704,13.203166,10.5442801,-0.87091434,5.97915554,-4.98623943,-2.49681211,-0.960624993
616,-1.39740026,-0.686931968,0.152008325,0.887824357,6.05873346,10.3437061,6.08982229,8.01910877,-0.397007555,-5.55480957,11.5367985,-5.87971592,4.80207443,-7.73647261,5.0863862,-5.20192575,-0.146241695,-10.1071386,13.4340649,-7.7681222,-5.92759705,6.4370122,5.1337285,-6.17527962,-1.47373462,13.203866,10.5581074,-0.918602824,5.99637842,-4.98921585,-2.46578932,-0.962050557
617,-1.39327252,-0.682017446,0.157926127,0.896869957,6.08491087,10.2990589,6.03188944,8.05622387,-0.375339478,-5.56949282,11.6410599,-5.7269845,4.87779045,-7.70847034,5.17582798,-5.17988396,-0.0491743684,-10.0808363,13.5079784,-7.7265029,-5.88929272,6.40423822,5.14170122,-6.20062685,-1.50047231,13.2042952,10.5717058,-0.966501534,6.01444578,-4.99171734,-2.43478703,-0.963311553
618,-1.38917243,-0.677155852,0.163795248,0.905862153,6.11082172,10.2540941,5.97384548,8.09291744,-0.352132618,-5.58263731,11.7438402,-5.57376528,4.95048332,-7.68082619,5.26494503,-5.15663719,0.0477554277,-10.0527611,13.5820847,-7.68457699,-5.85077763,6.37262392,5.14936638,-6.22597885,-1.52704728,13.2047329,10.5846291,-1.01383603,6.03284502,-4.99422598,-2.40363741,-0.964564681
619,-1.38504112,-0.672280729,0.169681773,0.914918005,6.13672495,10.2077913,5.91463757,8.13015461,-0.326152414,-5.59422159,11.8461485,-5.41957808,5.02038574,-7.65335798,5.35391808,-5.13220787,0.1443782,-10.0227871,13.6563339,-7.64302492,-5.81190252,6.34120798,5.1569562,-6.25120687,-1.5535605,13.2050352,10.5971842,-1.06125176,6.05185509,-4.99627209,-2.37245083,-0.965708017
620,-1.38088584,-0.667399108,0.175595149,0.924069345,6.16269493,10.1597443,5.85386086,8.16827297,-0.296867758,-5.60420418,11.9482517,-5.26446009,5.08740902,-7.6260767,5.44260454,-5.106637,0.240812212,-9.99094391,13.7308989,-7.60170317,-5.77263355,6.31036425,5.16386461,-6.27654982,-1.58066714,13.2042685,10.610405,-1.10896826,6.07126617,-4.99768734,-2.34123373,-0.966783166
621,-1.37671316,-0.66253376,0.181478471,0.933173895,6.18839359,10.1113701,5.79293489,8.20584106,-0.265972584,-5.612607,12.0488911,-5.10890675,5.15139246,-7.59939528,5.53112221,-5.07983255,0.336902469,-9.95719719,13.8055096,-7.56074953,-5.73296928,6.27946568,5.17100763,-6.30182409,-1.60728288,13.2041035,10.6222773,-1.15593505,6.09126234,-4.99934149,-2.30984402,-0.967799723
622,-1.37252474,-0.657662928,0.187379584,0.942367017,6.21417856,10.0610027,5.73016214,8.24437332,-0.231411427,-5.6193471,12.1495085,-4.95232201,5.21244431,-7.57306147,5.61950064,-5.05187368,0.432848811,-9.92144966,13.8803949,-7.52023602,-5.69282913,6.2487092,5.17773294,-6.327178,-1.63431489,13.203208,10.6343555,-1.20305622,6.11192656,-5.00035,-2.27858067,-0.968682289
623,-1.36831403,-0.652798951,0.193275481,0.951571763,6.23976803,10.0102129,5.66715908,8.28242111,-0.194972351,-5.62432861,12.2487316,-4.79577589,5.27060938,-7.54716635,5.70747662,-5.0226841,0.528371871,-9.88396168,13.9553308,-7.47979689,-5.6525054,6.21878576,5.18424559,-6.35244226,-1.66126597,13.2021475,10.646204,-1.25021029,6.13297272,-5.00086594,-2.24716926,-0.969485998
624,-1.36408126,-0.64792037,0.199200809,0.960878789,6.26544762,9.9573431,5.60224867,8.32140064,-0.154541671,-5.62740707,12.348011,-4.63858128,5.32604504,-7.52149773,5.79512167,-4.99227762,0.623496115,-9.84463787,14.0303984,-7.43963623,-5.61179256,6.1893096,5.19044828,-6.37775278,-1.68826652,13.2008791,10.65767,-1.29699039,6.15436077,-5.00146818,-2.215487,-0.970302522
625,-1.35978818,-0.643012762,0.205154687,0.970261216,6.29114103,9.90269661,5.53567743,8.36085987,-0.110579014,-5.62867785,12.4470072,-4.4806056,5.37839842,-7.49646044,5.8827033,-4.96068048,0.718587816,-9.80314541,14.1057568,-7.40006256,-5.57051373,6.15967464,5.1963191,-6.40312624,-1.71572649,13.1988173,10.6693907,-1.34401381,6.17658615,-5.00132704,-2.18398404,-0.970921159
626,-1.35551071,-0.63814187,0.211073577,0.979610384,6.31652737,9.84816647,5.4694581,8.39932156,-0.0650964081,-5.62794209,12.5442371,-4.32361317,5.42818308,-7.47171021,5.96951151,-4.92783499,0.812576354,-9.7603426,14.1809483,-7.36087656,-5.52894306,6.13041258,5.20192957,-6.42848444,-1.74315619,13.1965446,10.6807508,-1.3906672,6.19913197,-5.00100136,-2.15236187,-0.971505582
627,-1.35122275,-0.633274198,0.217007697,0.989034057,6.34196806,9.79138279,5.40111256,8.43855858,-0.0152642736,-5.62516356,12.6416035,-4.16600227,5.47506952,-7.44748354,6.05616808,-4.89374399,0.9066118,-9.71538162,14.2562675,-7.32155466,-5.48729515,6.10252476,5.20735121,-6.45378113,-1.7702812,13.194479,10.6915073,-1.4370594,6.22176027,-5.00071716,-2.12021899,-0.972145617
628,-1.34687901,-0.628377914,0.222950593,0.998495877,6.36732054,9.733284,5.33156204,8.47770596,0.0377290398,-5.62043524,12.7382078,-4.00829268,5.5189147,-7.42407942,6.14266014,-4.85844803,1.00005722,-9.66847134,14.3317013,-7.28362322,-5.44470549,6.07296705,5.21279097,-6.47914982,-1.79782844,13.1918364,10.7020626,-1.48334467,6.24572515,-4.99969721,-2.08867311,-0.972463191
629,-1.34253168,-0.623496294,0.228900254,1.00801289,6.39260006,9.67384148,5.26085424,8.51681519,0.094192788,-5.6134305,12.8342218,-3.85109043,5.56021357,-7.40096474,6.22853851,-4.82188845,1.0929811,-9.61988258,14.4071465,-7.24553919,-5.40206337,6.04500055,5.21767473,-6.50449038,-1.82544327,13.1887321,10.7126732,-1.52955723,6.26974821,-4.99843597,-2.05677915,-0.972816944
630,-1.33811402,-0.618579328,0.234868854,1.01757836,6.41772795,9.61374283,5.18967009,8.55528164,0.15317893,-5.60426569,12.9290333,-3.69474936,5.59891415,-7.37830925,6.31378078,-4.78412008,1.18488646,-9.56982517,14.482583,-7.20844984,-5.35866261,6.0161705,5.22220469,-6.5299387,-1.85366476,13.1846256,10.72369,-1.57587183,6.29471064,-4.99638081,-2.02516437,-0.972927451
631,-1.33374858,-0.613721788,0.240799636,1.02712977,6.44273329,9.55201435,5.11696482,8.59371185,0.216054231,-5.59282303,13.0234289,-3.5386467,5.6348033,-7.35633135,6.39878464,-4.74506998,1.27672005,-9.51768684,14.5579634,-7.17115736,-5.31535387,5.98899555,5.22662878,-6.55531025,-1.88136578,13.1810331,10.7337418,-1.62163556,6.3196454,-4.99448776,-1.99308884,-0.973122239
632,-1.32931721,-0.608827949,0.246776268,1.03680062,6.46778345,9.48830986,5.042418,8.63230515,0.283394068,-5.57883453,13.1176558,-3.38301444,5.66825485,-7.3348155,6.48342705,-4.70473289,1.36779785,-9.46374893,14.6332331,-7.13457394,-5.27171469,5.9620924,5.23098135,-6.58053684,-1.90898383,13.1773386,10.7435102,-1.6676209,6.34511757,-4.99200487,-1.96084833,-0.973213375
633,-1.32484841,-0.603916109,0.252754539,1.04649365,6.49265194,9.42377186,4.96719217,8.67014217,0.353606462,-5.56253433,13.210742,-3.22854257,5.6990304,-7.31387138,6.56737328,-4.66321898,1.45819497,-9.40823936,14.7085657,-7.09855366,-5.22738791,5.93490076,5.23479843,-6.6059494,-1.93722785,13.1725826,10.7535648,-1.71314573,6.37136412,-4.98926735,-1.92886424,-0.973134518
634,-1.32037091,-0.599007726,0.258743584,1.05625749,6.51750278,9.35727692,4.89012766,8.70792198,0.428425163,-5.54352903,13.3036194,-3.07479334,5.72743511,-7.29343081,6.65097618,-4.62042284,1.5478363,-9.35095501,14.7837553,-7.0632844,-5.18264675,5.90781021,5.23849297,-6.63134718,-1.96543419,13.1677399,10.7632065,-1.75845146,6.39806461,-4.9862237,-1.89675784,-0.973000348
635,-1.31588411,-0.594118416,0.264715582,1.06601536,6.54214573,9.28992748,4.8123498,8.74482441,0.506391585,-5.52198076,13.395503,-2.9223814,5.75350523,-7.27348423,6.73401403,-4.57637978,1.63662541,-9.29209805,14.858779,-7.02861691,-5.13751602,5.88088131,5.24199247,-6.6567297,-1.99365509,13.16259,10.7726355,-1.8034879,6.42510653,-4.98294353,-1.86449969,-0.972808778
636,-1.31134617,-0.589199364,0.270720065,1.07586801,6.56676102,9.22078609,4.73288727,8.78133392,0.588764608,-5.49766111,13.4869328,-2.77107787,5.77716541,-7.25411224,6.8165741,-4.53105116,1.72490203,-9.23139763,14.9337873,-6.99433517,-5.0920558,5.8546524,5.24507999,-6.68210936,-2.02218151,13.1567602,10.7822409,-1.84866846,6.45286751,-4.97890186,-1.83236003,-0.972448647
637,-1.30681241,-0.584299862,0.276711017,1.08573484,6.59123468,9.15017128,4.65205622,8.81716347,0.675273836,-5.4705267,13.5777454,-2.62119317,5.79850531,-7.2353363,6.89859962,-4.48447275,1.81231844,-9.16905212,15.0086269,-6.96080017,-5.04610634,5.82845783,5.24798107,-6.70751333,-2.05069256,13.1507673,10.7914495,-1.89338577,6.48091555,-4.97481251,-1.80000961,-0.972066581
638,-1.30225682,-0.579402506,0.282705873,1.09563875,6.61555338,9.07849407,4.57031679,8.85203075,0.765419245,-5.44052076,13.6676607,-2.47313333,5.81793737,-7.21685553,6.98002052,-4.4366765,1.89887536,-9.10521317,15.0831404,-6.92760229,-5.00006676,5.80316925,5.25064182,-6.73282909,-2.07913971,13.1446095,10.8003178,-1.93780172,6.50939608,-4.97043085,-1.76764047,-0.971608639
639,-1.29764152,-0.574476779,0.288722277,1.10561669,6.63981104,9.0049448,4.48678637,8.88620663,0.860288918,-5.40746355,13.7570887,-2.32660437,5.83510685,-7.19901609,7.06092787,-4.38758087,1.98472476,-9.03963852,15.1576004,-6.89509439,-4.95345736,5.77789593,5.25300407,-6.75822735,-2.10793018,13.1378527,10.8093672,-1.98250675,6.53860092,-4.96515417,-1.73521209,-0.970958829
640,-1.29303157,-0.569564402,0.294728875,1.11560571,6.66386271,8.93057346,4.40257549,8.91909122,0.958484054,-5.37152672,13.8453989,-2.18221807,5.8504076,-7.18156004,7.1411829,-4.33728647,2.06961632,-8.97262859,15.2317657,-6.86317635,-4.90648937,5.75291872,5.25513935,-6.78358746,-2.13668728,13.1308088,10.8179865,-2.02634382,6.56811857,-4.96012735,-1.7027992,-0.970292091
641,-1.28837299,-0.564626753,0.300778091,1.12572467,6.6879611,8.85353851,4.31578445,8.95150471,1.06299329,-5.33181334,13.9338379,-2.03966713,5.86409712,-7.16432953,7.22096968,-4.28576279,2.15344501,-8.90411568,15.3055935,-6.83217192,-4.85909319,5.727983,5.25722504,-6.80884886,-2.16532969,13.1237392,10.8262644,-2.07025337,6.59800291,-4.95465231,-1.67007017,-0.969575942
