framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8,dt,0.0009765625,20,1.3733,1.37843,1.4034499999999999,1.471665,1.5622
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,20,0.6994,0.70225,0.78925,0.811435,0.814
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8388608,dt,0.0009765625,20,83.4549,84.240265,84.7552,85.75523,85.7748
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,0.0001,20,1.2502,1.30036,1.5110999999999999,2.0506250000000024,5.0474
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,0.001,20,1.1785,1.21232,1.5516999999999999,2.620240000000004,7.162
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,0.010000000000000002,20,1.016,1.03538,1.1595,1.727120000000005,8.6188
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,4.0712,4.0769,4.2360500000000005,4.842140000000001,7.0564
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,1.0e-5,20,1.6222,1.6734999999999998,1.95735,12.495495000000046,75.5602
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,1.0e-6,20,2.3855,2.3940499999999996,2.50725,2.71364,2.7638
julia,rosenbrock23_sciml,work_precision,adaptive,julia,both,131072,tol,1.0e-8,20,7.7325,7.754825,7.9092,8.319505,8.3329
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,0.0001,20,0.3726,0.37621000000000004,0.38205,0.45094500000000004,0.505
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,0.001,20,0.221,0.222995,0.24735000000000001,0.32785000000000003,0.3307
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.1236,0.123695,0.1365,0.23802500000000007,0.3031
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,3.2035,3.205685,3.26285,3.356435,3.5395
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,1.0e-5,20,0.7367,0.737175,0.76875,0.84036,0.8567
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,1.0e-6,20,1.5074,1.5322900000000002,1.564,1.6054000000000002,1.613
julia,rosenbrock23_sciml,work_precision,adaptive,julia,none,131072,tol,1.0e-8,20,6.8076,6.81045,6.8743,7.1420200000000005,7.1633
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.0001220703125,20,14.3515,14.366605,14.571200000000001,14.915985,14.9974
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.000244140625,20,7.7228,7.74655,7.9549,8.411880000000002,10.302
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.00048828125,20,4.4623,4.545235,4.667949999999999,5.01482,5.1235
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.0009765625,20,2.7591,2.7621400000000005,3.07935,3.488315,3.5114
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.001953125,20,1.8907,1.90438,2.27175,2.459475,2.5369
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.00390625,20,1.6417,1.7367,2.03585,4.709600000000005,11.5477
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.0078125,20,1.1934,1.20727,1.73745,1.907535,1.9424
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.015625,20,1.1078,1.1347800000000001,1.3433,2.1393000000000026,5.7797
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.03125,20,1.2179,1.251245,1.51395,1.7254500000000002,1.7739
julia,rosenbrock23_sciml,work_precision,fixed,fixed,both,131072,dt,0.0625,20,0.9796,1.06073,1.4494,2.960580000000016,24.2839
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.0001220703125,20,13.4744,13.481050000000002,13.55285,13.7684,13.9831
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.000244140625,20,6.8139,6.82891,6.9111,7.1208,7.3032
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.00048828125,20,3.455,3.45899,3.50565,3.60523,3.6894
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.0009765625,20,1.7453,1.750715,1.8301,1.9556200000000001,2.0586
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.001953125,20,0.9697,0.990505,1.0281,1.1094300000000001,1.1157
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.00390625,20,0.5534,0.55682,0.6053,0.659535,0.6602
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.0078125,20,0.306,0.30657,0.31655,0.365305,0.3882
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.015625,20,0.1415,0.141595,0.17295,0.26380000000000003,0.3189
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.03125,20,0.1336,0.13417,0.13785,0.1628100000000001,0.2637
julia,rosenbrock23_sciml,work_precision,fixed,fixed,none,131072,dt,0.0625,20,0.0625,0.0625,0.06365000000000001,0.11928500000000009,0.2444
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,20,1.1508,1.1599200000000003,1.26125,1.4909000000000001,1.5137
julia,tsit5,performance,adaptive,julia,both,131072,tol,1.0e-8,20,1.9449,2.013585,2.37415,13.779000000000053,86.6535
julia,tsit5,performance,adaptive,julia,both,2048,tol,1.0e-8,20,0.3236,0.34887,0.42515000000000003,0.561615,0.5619
julia,tsit5,performance,adaptive,julia,both,2097152,tol,1.0e-8,20,22.9964,23.19419,25.49875,96.81091,104.9412
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,20,1.1689,1.18752,1.47755,2.133515,2.2345
julia,tsit5,performance,adaptive,julia,both,32768,tol,1.0e-8,20,0.6946,0.77117,1.0540500000000002,1.5348650000000017,3.9358
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.341,0.34641500000000003,0.37295,0.6983550000000002,0.9939
julia,tsit5,performance,adaptive,julia,both,524288,tol,1.0e-8,20,6.0292,6.05599,7.05605,15.607530000000043,74.3447
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,20,1.6128,1.649945,2.0571,2.1107199999999997,2.1434
julia,tsit5,performance,adaptive,julia,both,8192,tol,1.0e-8,20,0.4667,0.46831500000000004,0.5056499999999999,0.539165,0.5423
julia,tsit5,performance,adaptive,julia,both,8388608,tol,1.0e-8,20,89.8244,90.032735,99.4339,171.021675,177.1582
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,20,1.0439,1.0527349999999998,1.1167500000000001,1.19415,1.2179
julia,tsit5,performance,adaptive,julia,none,131072,tol,1.0e-8,20,0.7499,0.7534150000000001,0.7867,0.8821300000000001,0.9302
julia,tsit5,performance,adaptive,julia,none,2048,tol,1.0e-8,20,0.2578,0.26644500000000004,0.27925,0.3731950000000001,0.508
julia,tsit5,performance,adaptive,julia,none,2097152,tol,1.0e-8,20,9.3526,9.45691,9.59805,9.866690000000002,10.7519
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,20,1.0952,1.104035,1.1468,1.3987150000000006,2.1286
julia,tsit5,performance,adaptive,julia,none,32768,tol,1.0e-8,20,0.387,0.38909,0.50475,0.543205,0.5604
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.2478,0.25407,0.263,0.28905000000000003,0.4135
julia,tsit5,performance,adaptive,julia,none,524288,tol,1.0e-8,20,2.4718,2.48263,2.5805,2.69343,2.7928
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,20,1.5792,1.5850899999999999,1.6242,1.725265,1.7322
julia,tsit5,performance,adaptive,julia,none,8192,tol,1.0e-8,20,0.2681,0.26914499999999997,0.2945,0.315975,0.3174
julia,tsit5,performance,adaptive,julia,none,8388608,tol,1.0e-8,20,36.2633,36.97694,37.69415,37.84331,37.8891
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,20,1.0324,1.0431350000000001,1.1213,1.3600400000000001,1.4805
julia,tsit5,performance,fixed,fixed,both,131072,dt,0.0009765625,20,2.7505,2.934705,3.35945,4.38885,4.5931
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,20,0.3406,0.3428800000000001,0.37825,0.463635,0.4681
julia,tsit5,performance,fixed,fixed,both,2097152,dt,0.0009765625,20,33.9317,34.20283,36.2033,45.883215000000035,97.6794
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,20,1.4604,1.50562,1.8672499999999999,2.097060000000002,5.0242
julia,tsit5,performance,fixed,fixed,both,32768,dt,0.0009765625,20,0.7847,0.815955,0.9389000000000001,1.0338600000000002,1.073
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,20,1.0363,1.07563,1.3054000000000001,1.7243000000000006,2.4292
julia,tsit5,performance,fixed,fixed,both,524288,dt,0.0009765625,20,8.6759,8.79465,9.658750000000001,16.820510000000052,84.8749
julia,tsit5,performance,fixed,fixed,both,8,dt,0.0009765625,20,0.7244,0.73694,0.83595,1.1037649999999999,1.1506
julia,tsit5,performance,fixed,fixed,both,8192,dt,0.0009765625,20,0.4147,0.41945,0.5102,0.629535,0.6549
julia,tsit5,performance,fixed,fixed,both,8388608,dt,0.0009765625,10,131.3926,131.98498,140.07395,166.59850500000002,168.7761
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,20,0.9425,0.958555,1.01235,1.09657,1.1017
julia,tsit5,performance,fixed,fixed,none,131072,dt,0.0009765625,20,1.8246,1.8332450000000002,1.9163999999999999,2.1464800000000004,3.212
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,20,0.198,0.20598000000000002,0.23285,0.2792450000000001,0.3124
julia,tsit5,performance,fixed,fixed,none,2097152,dt,0.0009765625,20,18.8669,19.058895,21.4063,22.07421,22.0972
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,20,1.437,1.453245,1.5051,1.5910000000000002,1.6081
julia,tsit5,performance,fixed,fixed,none,32768,dt,0.0009765625,20,0.5032,0.5114650000000001,0.5724,0.6585650000000001,0.8308
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,20,0.9972,1.01145,1.07855,1.283815,1.305
julia,tsit5,performance,fixed,fixed,none,524288,dt,0.0009765625,20,5.2192,5.244185,5.37305,6.672445000000001,6.9089
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,20,0.6413,0.64947,0.6819999999999999,0.757195,0.7723
julia,tsit5,performance,fixed,fixed,none,8192,dt,0.0009765625,20,0.2865,0.28669000000000006,0.2908,0.313715,0.3216
julia,tsit5,performance,fixed,fixed,none,8388608,dt,0.0009765625,20,75.3334,77.58955499999999,83.42885,84.329845,84.61
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,0.0001,20,1.0776,1.19597,1.52135,1.9215350000000002,1.9602
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,0.001,20,0.9564,0.9642850000000001,1.12235,1.2473300000000003,1.3828
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,0.010000000000000002,20,0.9219,0.922565,1.0967500000000001,2.0547200000000085,13.4342
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,1.201,1.24451,1.45055,2.089905000000005,8.3543
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-5,20,1.1085,1.13605,1.4483000000000001,1.744875,1.7482
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-6,20,1.132,1.1547999999999998,1.30775,1.7858400000000048,8.3986
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-8,20,1.6016,1.6290550000000001,1.7904,2.274295000000002,5.28
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,0.0001,20,0.1769,0.17709000000000003,0.1802,0.30245000000000005,0.3984
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,0.001,20,0.1069,0.10699499999999999,0.10785,0.12899500000000005,0.1859
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.0912,0.091485,0.0959,0.1293500000000001,0.2443
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,0.3558,0.356845,0.419,0.47636,0.4908
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-5,20,0.1927,0.193935,0.21185,0.262255,0.2899
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-6,20,0.2502,0.25238499999999997,0.25475000000000003,0.3563500000000001,0.4542
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-8,20,0.7481,0.749715,0.77875,0.836775,0.8553
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.0001220703125,20,13.2305,13.238100000000001,13.395,13.563300000000002,13.569
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.000244140625,20,7.1558,7.172235,7.30825,7.675915,7.794
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.00048828125,20,4.164,4.164475,4.2849,4.714815000000001,4.7512
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.0009765625,20,2.5368,2.537845,2.6378500000000003,6.518965000000001,6.771
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.001953125,20,1.6767,1.68126,1.7808000000000002,1.97785,2.0339
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.00390625,20,1.3806,1.414515,1.7319,6.980795000000068,99.2371
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.0078125,20,1.6192,1.63516,1.78935,1.9419350000000002,1.954
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.015625,20,1.0178,1.03395,1.25085,1.506605,1.5485
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.03125,20,0.936,0.9493,1.0528,1.52166,1.5266
julia,tsit5,work_precision,fixed,fixed,both,131072,dt,0.0625,20,0.8678,0.895065,1.1031499999999999,1.3048400000000002,1.3303
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.0001220703125,20,12.3033,12.308715,12.365300000000001,12.687930000000001,13.0495
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.000244140625,20,6.1777,6.182734999999999,6.24205,6.450305,6.4656
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.00048828125,20,3.1325,3.14105,3.17925,3.255745,3.2661
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.0009765625,20,1.5904,1.60161,1.62625,1.688285,1.7279
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.001953125,20,0.811,0.811285,0.8311999999999999,0.9254300000000003,1.2718
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.00390625,20,0.4349,0.43718,0.45845,0.505085,0.5257
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.0078125,20,0.2985,0.30059,0.31595,0.3343000000000001,0.435
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.015625,20,0.155,0.155665,0.17504999999999998,0.25495,0.292
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.03125,20,0.1299,0.129995,0.134,0.14807000000000006,0.2273
julia,tsit5,work_precision,fixed,fixed,none,131072,dt,0.0625,20,0.109,0.109,0.11005000000000001,0.12470000000000005,0.1836
julia,vern7,performance,adaptive,julia,both,128,tol,1.0e-8,20,0.8116,0.8139750000000001,0.8467,0.9857499999999999,0.9962
julia,vern7,performance,adaptive,julia,both,131072,tol,1.0e-8,20,2.3416,2.4024,2.63155,3.0768250000000004,3.2806
julia,vern7,performance,adaptive,julia,both,2048,tol,1.0e-8,20,0.3367,0.33679499999999996,0.368,0.424455,0.4426
julia,vern7,performance,adaptive,julia,both,2097152,tol,1.0e-8,20,31.8462,32.032875000000004,33.893,40.33697000000004,99.9166
julia,vern7,performance,adaptive,julia,both,32,tol,1.0e-8,20,0.7641,0.779775,0.80505,0.8466450000000001,0.9558
julia,vern7,performance,adaptive,julia,both,32768,tol,1.0e-8,20,0.9329,0.946105,1.01185,1.057365,1.3455
julia,vern7,performance,adaptive,julia,both,512,tol,1.0e-8,20,0.8452,0.8588800000000001,0.89975,0.954345,1.0046
julia,vern7,performance,adaptive,julia,both,524288,tol,1.0e-8,20,8.2749,8.306725,8.727450000000001,9.67645,10.16
julia,vern7,performance,adaptive,julia,both,8,tol,1.0e-8,20,0.7583,0.75868,0.8013,0.92992,0.9322
julia,vern7,performance,adaptive,julia,both,8192,tol,1.0e-8,20,0.4177,0.427675,0.45945,0.556315,0.625
julia,vern7,performance,adaptive,julia,both,8388608,tol,1.0e-8,10,131.6795,131.76189499999998,135.8749,142.69017,144.2307
julia,vern7,performance,adaptive,julia,none,128,tol,1.0e-8,20,0.7742,0.78218,0.8351,0.9387800000000001,0.9821
julia,vern7,performance,adaptive,julia,none,131072,tol,1.0e-8,20,1.4004,1.41199,1.46695,1.510745,1.5496
julia,vern7,performance,adaptive,julia,none,2048,tol,1.0e-8,20,0.285,0.28557,0.32620000000000005,0.39715000000000006,0.4
julia,vern7,performance,adaptive,julia,none,2097152,tol,1.0e-8,20,19.0321,19.280334999999997,19.7446,19.99938,20.0313
julia,vern7,performance,adaptive,julia,none,32,tol,1.0e-8,20,0.7566,0.7680950000000001,0.79865,0.8976900000000004,1.4314
julia,vern7,performance,adaptive,julia,none,32768,tol,1.0e-8,20,0.5758,0.580075,0.62825,0.721085,0.7645
julia,vern7,performance,adaptive,julia,none,512,tol,1.0e-8,20,0.7817,0.783125,0.81385,0.8644649999999999,0.8695
julia,vern7,performance,adaptive,julia,none,524288,tol,1.0e-8,20,5.0113,5.02422,5.1043,5.220375000000001,5.8469
julia,vern7,performance,adaptive,julia,none,8,tol,1.0e-8,20,0.7078,0.71673,0.7436,0.78634,0.8232
julia,vern7,performance,adaptive,julia,none,8192,tol,1.0e-8,20,0.3122,0.313625,0.3295,0.40792500000000004,0.4502
julia,vern7,performance,adaptive,julia,none,8388608,tol,1.0e-8,20,76.9155,77.675785,78.03295,79.538015,79.5934
julia,vern7,performance,fixed,fixed,both,128,dt,0.0009765625,20,0.8722,0.87429,0.91225,1.16357,1.2409
julia,vern7,performance,fixed,fixed,both,131072,dt,0.0009765625,20,3.5267,3.52727,3.72185,4.1782449999999995,4.2399
julia,vern7,performance,fixed,fixed,both,2048,dt,0.0009765625,20,0.8875,0.9253100000000001,0.9739,1.0487000000000002,1.1019
julia,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,20,50.4347,50.993965,53.1117,97.79404,104.0914
julia,vern7,performance,fixed,fixed,both,32,dt,0.0009765625,20,0.8138,0.8254849999999999,0.8531500000000001,1.011725,1.0293
julia,vern7,performance,fixed,fixed,both,32768,dt,0.0009765625,20,1.0645,1.0830250000000001,1.1339000000000001,1.36403,1.3874
julia,vern7,performance,fixed,fixed,both,512,dt,0.0009765625,20,0.8462,0.85361,0.9056,1.2461700000000004,1.6313
julia,vern7,performance,fixed,fixed,both,524288,dt,0.0009765625,20,12.8701,12.903255,13.40685,14.493115,14.5884
julia,vern7,performance,fixed,fixed,both,8,dt,0.0009765625,20,0.5391,0.54043,0.57535,0.689595,0.7408
julia,vern7,performance,fixed,fixed,both,8192,dt,0.0009765625,20,0.4545,0.45715999999999996,0.48119999999999996,0.65567,0.657
julia,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,10,206.6366,208.543475,219.1193,234.38012,237.6716
julia,vern7,performance,fixed,fixed,none,128,dt,0.0009765625,20,0.8076,0.8105450000000001,0.8362499999999999,0.88444,0.8928
julia,vern7,performance,fixed,fixed,none,131072,dt,0.0009765625,20,2.6187,2.63143,2.6755,2.825355,2.8321
julia,vern7,performance,fixed,fixed,none,2048,dt,0.0009765625,20,0.2852,0.29888,0.8602000000000001,0.9481750000000001,1.018
julia,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,20,37.108,37.607985000000006,41.419,42.07059,42.2072
julia,vern7,performance,fixed,fixed,none,32,dt,0.0009765625,20,0.7641,0.764385,0.7997000000000001,0.83035,0.8598
julia,vern7,performance,fixed,fixed,none,32768,dt,0.0009765625,20,0.7885,0.789735,0.82975,0.9160350000000002,1.2169
julia,vern7,performance,fixed,fixed,none,512,dt,0.0009765625,20,0.8033,0.8053899999999999,0.8281000000000001,0.870005,0.91
julia,vern7,performance,fixed,fixed,none,524288,dt,0.0009765625,20,9.5115,9.525275,10.28555,10.88864,11.125
julia,vern7,performance,fixed,fixed,none,8,dt,0.0009765625,20,0.5122,0.52132,0.54945,0.6728850000000001,0.6821
julia,vern7,performance,fixed,fixed,none,8192,dt,0.0009765625,20,0.356,0.35676,0.37285,0.448345,0.4492
julia,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,10,159.0774,161.58943499999998,165.668,165.885375,165.9513
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.0001,20,1.3532,1.3553849999999998,1.5639,1.981005,1.9849
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.001,20,1.1693,1.2347549999999998,1.705,14.255700000000058,90.5445
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.010000000000000002,20,1.0753,1.106365,1.25505,1.7046600000000025,4.9016
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,1.5183,1.56637,1.6463999999999999,1.762995,1.8294
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-5,20,1.2145,1.243285,1.39085,1.831155,1.9652
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-6,20,1.3315,1.339575,1.4234499999999999,6.9083900000000025,10.1078
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-8,20,2.3629,2.36841,2.5317499999999997,3.321465000000005,10.4363
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.0001,20,0.3891,0.392045,0.40265,0.4617,0.4655
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.001,20,0.3404,0.34762,0.3671,0.48539,0.4966
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.2729,0.27309,0.30525,0.36410500000000007,0.4288
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,0.6059,0.60704,0.6507000000000001,0.817185,0.9024
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-5,20,0.3389,0.342415,0.35105,0.39072000000000007,0.4614
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-6,20,0.4067,0.406795,0.44635,0.5005700000000001,0.6045
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-8,20,1.4078,1.4130250000000002,1.47545,1.5842299999999998,1.5962
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0001220703125,20,20.7219,20.80455,21.13725,21.678685,22.1591
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.000244140625,20,10.8402,10.913160000000001,11.133,11.563765000000002,12.04
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.00048828125,20,6.1044,6.115895,6.3759999999999994,10.224050000000048,76.0543
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0009765625,20,3.5437,3.570965,3.67375,4.047665,4.9362
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.001953125,20,2.3396,2.349765,2.4421999999999997,2.6256150000000003,2.6601
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.00390625,20,1.7028,1.7090699999999999,1.78185,2.11329,2.2993
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0078125,20,1.444,1.478675,1.6476,2.14417,2.174
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.015625,20,1.242,1.2466549999999998,1.43575,3.073760000000016,24.1022
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.03125,20,1.1234,1.130525,1.3302,1.795255,1.8267
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0625,20,1.6004,1.61009,1.63595,1.7751350000000001,2.0019
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0001220703125,20,19.8849,20.376904999999997,20.96035,21.358695,21.8089
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.000244140625,20,9.9596,10.04852,10.5678,10.740545000000001,10.8402
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.00048828125,20,5.0879,5.090845000000001,5.2371,5.32181,5.3828
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0009765625,20,2.5821,2.61174,2.66965,2.7302150000000003,3.1599
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.001953125,20,1.3914,1.4040350000000001,1.46285,1.5382500000000001,1.6646
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.00390625,20,0.8021,0.80381,0.8428,0.89554,0.9514
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0078125,20,0.533,0.54383,0.56795,0.63008,0.643
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.015625,20,0.4128,0.41318,0.47204999999999997,0.54862,0.5984
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.03125,20,0.3044,0.310195,0.3428,0.44335,0.5507
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0625,20,0.3059,0.31008,0.3168,0.35217000000000004,0.4371
