framework,algorithm,phase,mode,tier,n,setting_kind,setting,sample,time_ms
julia,tsit5,performance,adaptive,julia,524288,tol,1.0e-8,18,16.159993
julia,tsit5,performance,adaptive,julia,524288,tol,1.0e-8,19,16.205855
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,0,162.193922
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,1,198.884967
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,2,159.096961
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,3,167.321821
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,4,152.227477
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,5,158.84835
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,6,164.66764
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,7,212.326094
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,8,148.441133
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,9,189.672902
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,10,167.475352
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,11,163.272865
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,12,203.577747
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,13,166.80644
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,14,158.818925
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,15,167.123095
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,16,148.227339
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,17,159.400014
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,18,190.784785
julia,tsit5,performance,fixed,fixed,2097152,dt,0.0009765625,19,147.865925
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,0,67.799953
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,1,106.360151
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,2,67.941202
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,3,75.170627
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,4,116.401135
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,5,73.219922
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,6,96.946639
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,7,63.392442
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,8,72.29173
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,9,118.938408
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,10,71.649996
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,11,74.57693
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,12,71.990665
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,13,130.198535
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,14,78.890905
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,15,75.533563
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,16,63.181331
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,17,120.866703
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,18,67.276827
julia,tsit5,performance,adaptive,julia,2097152,tol,1.0e-8,19,74.672389
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,0,698.370703
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,1,698.991597
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,2,700.065081
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,3,698.907972
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,4,699.951064
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,5,702.010759
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,6,702.132049
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,7,709.237691
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,8,700.366658
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,9,700.245765
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,10,698.853343
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,11,701.593147
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,12,699.421631
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,13,701.11915
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,14,700.35699
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,15,702.017245
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,16,700.967196
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,17,702.430461
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,18,699.857883
julia,tsit5,performance,fixed,fixed,8388608,dt,0.0009765625,19,701.438995
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,0,364.274472
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,1,351.163759
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,2,348.659406
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,3,317.793238
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,4,321.660876
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,5,398.471959
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,6,348.91711
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,7,320.327074
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,8,362.314343
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,9,363.119795
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,10,368.980575
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,11,348.037011
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,12,318.654157
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,13,359.20539
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,14,369.87748
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,15,350.83743
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,16,319.627378
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,17,368.821953
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,18,349.959462
julia,tsit5,performance,adaptive,julia,8388608,tol,1.0e-8,19,317.355553
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,0,2749.554121
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,1,2752.443482
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,2,2756.085999
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,3,2769.56955
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,4,2810.323164
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,5,2764.684907
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,6,2755.004777
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,7,2767.373749
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,8,2748.943441
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,9,2768.8742
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,10,2753.699574
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,11,2767.537889
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,12,2757.208664
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,13,2788.407962
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,14,2763.735553
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,15,2774.838913
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,16,2766.071757
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,17,2777.361751
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,18,2763.003511
julia,tsit5,performance,fixed,fixed,33554432,dt,0.0009765625,19,2772.766679
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,0,1388.415838
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,1,1387.780805
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,2,1393.230296
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,3,1402.54303
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,4,1391.369582
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,5,1402.09192
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,6,1388.199983
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,7,1400.629093
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,8,1392.55898
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,9,1400.220623
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,10,1391.261462
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,11,1404.750165
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,12,1388.529542
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,13,1400.421661
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,14,1389.847237
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,15,1405.476811
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,16,1393.569867
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,17,1404.18487
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,18,1402.974726
julia,tsit5,performance,adaptive,julia,33554432,tol,1.0e-8,19,1407.248268
julia,tsit5,numerical,fixed,fixed,1024,dt,0.125,0,0.085522
julia,tsit5,numerical,fixed,fixed,1024,dt,0.0625,0,0.067882
julia,tsit5,numerical,fixed,fixed,1024,dt,0.03125,0,0.063219
julia,tsit5,numerical,fixed,fixed,1024,dt,0.015625,0,0.072951
julia,tsit5,numerical,fixed,fixed,1024,dt,0.0078125,0,10.871621
julia,tsit5,numerical,fixed,fixed,1024,dt,0.00390625,0,0.147657
julia,tsit5,numerical,fixed,fixed,1024,dt,0.001953125,0,0.305921
julia,tsit5,numerical,fixed,fixed,1024,dt,0.0009765625,0,0.489912
julia,tsit5,numerical,fixed,fixed,1024,dt,0.00048828125,0,0.841603
julia,tsit5,numerical,fixed,fixed,1024,dt,0.000244140625,0,1.728369
julia,tsit5,numerical,fixed,fixed,1024,dt,0.0001220703125,0,3.979573
julia,tsit5,numerical,adaptive,julia,1024,tol,0.010000000000000002,0,0.073491
julia,tsit5,numerical,adaptive,julia,1024,tol,0.001,0,0.07485
julia,tsit5,numerical,adaptive,julia,1024,tol,0.0001,0,0.084588
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-5,0,0.099056
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-6,0,0.129251
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,0,0.719788
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,1,0.66742
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,2,0.659456
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,3,0.660974
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,4,0.662087
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,5,0.670061
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,6,0.658388
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,7,0.665864
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,8,0.659358
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,9,0.658706
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,10,0.656475
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,11,0.663016
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,12,0.659883
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,13,0.661882
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,14,0.658769
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,15,0.667846
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,16,0.666415
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,17,0.656874
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,18,0.661371
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,19,0.693692
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,0,0.400729
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,1,0.363422
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,2,0.455497
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,3,0.362297
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,4,0.360582
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,5,0.362254
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,6,0.362743
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,7,0.354182
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,8,0.362218
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,9,0.361371
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,10,0.357177
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,11,0.365505
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,12,0.362611
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,13,0.355546
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,14,0.359852
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,15,0.360084
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,16,0.368166
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,17,0.354713
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,18,0.358574
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,19,0.362068
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,0,0.55744
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,1,0.45222
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,2,0.529067
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,3,0.539707
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,4,0.493447
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,5,0.478711
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,6,0.483765
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,7,0.474953
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,8,0.477407
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,9,0.484426
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,10,0.477201
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,11,0.479396
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,12,0.473576
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,13,0.436985
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,14,0.472676
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,15,0.481999
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,16,0.47892
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,17,0.476866
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,18,0.483475
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,19,0.476684
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,0,0.923844
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,1,0.988365
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,2,1.003722
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,3,1.468894
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,4,0.741666
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,5,0.923291
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,6,0.742068
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,7,0.637413
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,8,0.632444
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,9,0.640478
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,10,0.748158
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,11,0.637201
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,12,0.651328
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,13,0.652672
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,14,0.603995
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,15,0.627235
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,16,0.639629
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,17,0.597528
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,18,0.644228
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,19,0.641965
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,0,0.888229
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,1,0.921271
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,2,0.923101
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,3,0.919388
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,4,0.920955
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,5,0.920156
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,6,0.914966
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,7,0.876511
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,8,0.876392
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,9,0.902619
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,10,0.911526
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,11,0.918
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,12,0.912334
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,13,0.921613
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,14,0.925269
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,15,0.87773
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,16,0.869584
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,17,0.917594
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,18,0.913706
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,19,0.919235
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,0,1.510679
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,1,1.478405
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,2,1.498024
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,3,1.48803
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,4,1.467222
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,5,1.496441
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,6,1.483831
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,7,1.495121
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,8,1.49569
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,9,1.481716
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,10,1.483783
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,11,1.472086
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,12,1.501876
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,13,1.470733
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,14,1.485343
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,15,1.489217
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,16,1.476145
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,17,1.484391
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,18,1.474514
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,19,1.475986
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,0,2.60709
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,1,2.610089
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,2,2.60741
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,3,2.606333
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,4,2.599222
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,5,2.602905
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,6,2.610186
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,7,2.593106
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,8,2.597378
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,9,2.608249
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,10,2.601011
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,11,2.613487
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,12,2.613278
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,13,2.601016
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,14,2.610548
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,15,2.588226
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,16,2.596503
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,17,2.594857
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,18,2.600518
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,19,2.58734
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,0,4.801551
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,1,4.787858
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,2,4.783185
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,3,4.791323
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,4,4.794793
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,5,4.789372
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,6,4.775293
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,7,4.781745
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,8,4.811503
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,9,4.802387
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,10,4.786634
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,11,4.784249
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,12,4.788174
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,13,4.784535
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,14,4.776296
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,15,4.805232
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,16,4.770651
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,17,4.761499
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,18,4.773267
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,19,4.782521
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,0,9.213596
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,1,9.245938
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,2,9.193158
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,3,9.232013
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,4,9.66595
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,5,12.208128
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,6,9.610573
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,7,9.200484
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,8,9.180698
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,9,9.210621
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,10,9.188754
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,11,9.204378
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,12,9.181794
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,13,9.195482
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,14,9.178251
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,15,9.187003
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,16,9.177792
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,17,9.195792
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,18,9.178188
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,19,9.192634
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,0,18.233653
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,1,18.215845
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,2,18.20629
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,3,18.201664
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,4,18.043677
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,5,18.006007
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,6,18.024053
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,7,18.01187
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,8,18.01837
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,9,18.011206
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,10,18.019556
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,11,18.011819
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,12,18.012377
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,13,18.015563
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,14,22.370531
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,15,18.025697
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,16,18.020977
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,17,18.017933
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,18,18.014017
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,19,18.012288
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,0,0.408805
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,1,0.394954
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,2,0.387972
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,3,0.387938
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,4,0.382318
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,5,0.383926
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,6,0.375639
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,7,0.381758
