framework,algorithm,phase,mode,tier,n,setting_kind,setting,sample,time_ms
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,8,0.975292
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,9,0.971766
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,10,0.981027
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,11,0.974631
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,12,0.929597
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,13,0.928322
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,14,0.970908
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,15,0.973182
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,16,0.970168
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,17,0.972965
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,18,0.983294
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,19,0.973072
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,0,7.342679
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,1,7.231277
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,2,7.268671
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,3,7.261282
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,4,7.318791
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,5,7.293811
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,6,7.269168
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,7,7.206459
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,8,7.246955
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,9,7.22607
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,10,7.158499
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,11,7.259606
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,12,7.275484
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,13,7.21114
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,14,7.153739
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,15,7.213457
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,16,7.275629
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,17,7.256018
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,18,7.422341
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,19,7.243909
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,0,2.659736
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,1,2.652833
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,2,2.627226
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,3,2.653001
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,4,2.626312
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,5,2.659598
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,6,2.666332
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,7,2.625228
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,8,2.636585
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,9,2.634473
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,10,2.644599
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,11,2.620721
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,12,2.642955
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,13,2.61547
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,14,2.629567
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,15,2.625169
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,16,2.638322
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,17,2.624935
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,18,2.62914
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,19,2.673226
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,0,22.748693
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,1,22.621278
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,2,22.690766
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,3,22.528308
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,4,22.507097
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,5,22.586508
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,6,22.667785
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,7,22.594899
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,8,22.625435
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,9,22.546719
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,10,22.534045
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,11,22.434673
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,12,22.637135
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,13,22.591488
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,14,22.517298
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,15,22.585298
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,16,22.48735
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,17,22.437847
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,18,22.518086
julia,vern7,performance,fixed,fixed,131072,dt,0.0009765625,19,22.511151
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,0,9.091982
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,1,9.052534
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,2,9.059263
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,3,9.052988
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,4,9.030641
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,5,9.002826
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,6,9.064267
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,7,9.041812
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,8,9.015598
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,9,9.010613
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,10,9.017673
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,11,9.002624
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,12,9.033717
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,13,9.057888
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,14,8.9963
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,15,9.057388
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,16,9.024724
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,17,8.993581
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,18,9.02125
julia,vern7,performance,adaptive,julia,131072,tol,1.0e-8,19,8.989676
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,0,89.831455
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,1,87.553403
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,2,86.353577
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,3,87.30485
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,4,84.94273
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,5,84.974031
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,6,84.94469
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,7,84.683842
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,8,84.96588
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,9,84.834684
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,10,84.931391
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,11,84.735025
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,12,85.130545
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,13,84.844269
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,14,85.141875
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,15,85.223149
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,16,84.915606
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,17,84.784217
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,18,84.939442
julia,vern7,performance,fixed,fixed,524288,dt,0.0009765625,19,85.347729
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,0,35.00177
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,1,39.533446
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,2,39.474581
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,3,37.602178
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,4,34.422759
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,5,34.591254
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,6,34.512059
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,7,37.470611
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,8,34.437925
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,9,34.498959
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,10,34.532922
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,11,38.644066
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,12,39.801562
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,13,37.330428
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,14,34.524749
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,15,34.581128
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,16,36.52481
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,17,37.381139
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,18,34.519451
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,19,34.424167
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,0,353.999972
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,1,354.463595
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,2,346.573953
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,3,355.903783
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,4,344.749811
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,5,355.570271
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,6,344.854923
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,7,353.732528
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,8,345.080323
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,9,354.086942
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,10,344.9417
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,11,359.297249
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,12,345.086643
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,13,354.304165
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,14,345.258487
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,15,354.561069
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,16,344.706776
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,17,354.618052
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,18,344.906293
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,19,354.030914
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,0,155.893718
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,1,150.138396
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,2,145.917396
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,3,145.48688
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,4,150.552773
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,5,1119.459532
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,6,134.775041
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,7,150.063089
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,8,155.504744
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,9,157.119654
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,10,157.062127
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,11,157.30452
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,12,156.768127
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,13,156.840946
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,14,155.682395
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,15,155.659817
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,16,155.76236
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,17,156.081397
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,18,155.979817
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,19,155.693926
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,0,1404.761899
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,1,1405.919685
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,2,1404.854842
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,3,1408.1428
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,4,1403.582763
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,5,1409.342246
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,6,1408.666915
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,7,1406.372576
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,8,1374.047837
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,9,1328.59719
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,10,1397.387145
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,11,1411.349938
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,12,1410.542214
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,13,1407.543339
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,14,1408.864168
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,15,1407.917258
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,16,1404.650121
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,17,1403.537824
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,18,1405.210974
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,19,1406.589392
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,0,621.618021
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,1,618.007021
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,2,615.461037
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,3,616.469478
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,4,616.383894
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,5,616.089472
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,6,616.52106
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,7,616.402517
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,8,615.078913
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,9,614.553788
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,10,615.135359
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,11,620.59568
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,12,618.739352
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,13,617.07683
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,14,617.423648
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,15,615.674589
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,16,615.919268
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,17,616.254331
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,18,616.906694
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,19,615.082286
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,0,5742.486469
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,1,5793.198216
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,2,5744.566258
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,3,5749.726905
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,4,5739.766907
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,5,5763.843274
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,6,5737.948306
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,7,5755.913283
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,8,5753.201924
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,9,5762.789832
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,10,5747.356448
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,11,5755.853899
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,12,5747.964285
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,13,5757.703408
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,14,5745.324659
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,15,5759.770455
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,16,5743.859174
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,17,5760.218701
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,18,5745.328953
julia,vern7,performance,fixed,fixed,33554432,dt,0.0009765625,19,5764.390491
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,0,2506.078746
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,1,2500.764028
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,2,2505.514252
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,3,2523.561155
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,4,2512.582001
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,5,2519.865603
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,6,2512.342711
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,7,2523.051194
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,8,2506.081285
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,9,2519.041978
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,10,2508.943238
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,11,2508.088305
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,12,2494.504251
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,13,2505.617182
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,14,2491.671189
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,15,2510.758689
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,16,2498.671752
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,17,2504.502928
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,18,2492.992092
julia,vern7,performance,adaptive,julia,33554432,tol,1.0e-8,19,2506.762909
