4.322255335864610970e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.225678564282134175e-05,2.616082201711833477e-05,3.063818780901783612e-07
1.013187429634854198e-04,5.235065327724441886e-05,6.136835963843623176e-07
1.304082252318039536e-04,7.856942829675972462e-05,9.219068033416988328e-07
1.595254143467172980e-04,1.048172998707741499e-04,1.231050418937229551e-06
1.886702375486493111e-04,1.310940424446016550e-04,1.541116716907708906e-06
2.178429567720741034e-04,1.574001653352752328e-04,1.852114223765966017e-06
2.470431791152805090e-04,1.837350282585248351e-04,2.164032139262417331e-06
2.762716612778604031e-04,2.100995043292641640e-04,2.476881263646646403e-06
3.055269771721214056e-04,2.364922984270378947e-04,2.790656935758306645e-06
3.348104655742645264e-04,2.629147202242165804e-04,3.105373707512626424e-06
3.641217772383242846e-04,2.893663186114281416e-04,3.421000428716070019e-06
3.934607666451483965e-04,3.158469917252659798e-04,3.737587121577234939e-06
4.228276666253805161e-04,3.423567686695605516e-04,4.055104909639339894e-06
4.522228555288165808e-04,3.688964643515646458e-04,4.373555384518112987e-06
4.816446453332901001e-04,3.954640123993158340e-04,4.692938546213554218e-06
5.110948695801198483e-04,4.220613336656242609e-04,5.013277132093207911e-06
5.405727424658834934e-04,4.486879333853721619e-04,5.334539309842512012e-06
5.700796609744429588e-04,4.753448884002864361e-04,5.656756457028677687e-06
5.996133550070226192e-04,5.020296666771173477e-04,5.979914476483827457e-06
6.291752797551453114e-04,5.287445965223014355e-04,6.304024736891733482e-06
6.587649695575237274e-04,5.554887466132640839e-04,6.629077233810676262e-06
6.883836467750370502e-04,5.822629900649189949e-04,6.955089247639989480e-06
7.180292159318923950e-04,6.090658716857433319e-04,7.282040769496234134e-06
7.477032486349344254e-04,6.358977407217025757e-04,7.609949079778743908e-06
7.774039404466748238e-04,6.627588882111012936e-04,7.938815542729571462e-06
8.071336196735501289e-04,6.896498962305486202e-04,8.268628334917593747e-06
8.368925191462039948e-04,7.165712886489927769e-04,8.599404281994793564e-06
8.666770881973206997e-04,7.435202714987099171e-04,8.931147931434679776e-06
8.964913431555032730e-04,7.705005700699985027e-04,9.263831088901497424e-06
9.263335959985852242e-04,7.975096814334392548e-04,9.597486496204510331e-06
9.562032646499574184e-04,8.245480130426585674e-04,9.932114153343718499e-06
9.861023863777518272e-04,8.516167872585356236e-04,1.026769677991978824e-05
1.016028109006583691e-03,8.787147817201912403e-04,1.060425347532145679e-05
1.045980490744113922e-03,9.058396681211888790e-04,1.094177332561230287e-05
1.075964188203215599e-03,9.329977910965681076e-04,1.128025451180292293e-05
1.105975010432302952e-03,9.601849596947431564e-04,1.161972159025026485e-05
1.136014936491847038e-03,9.874018141999840736e-04,1.196014363813446835e-05
1.166080706752836704e-03,1.014646608382463455e-03,1.230156976816942915e-05
1.196176977828145027e-03,1.041922834701836109e-03,1.264393449673661962e-05
1.226299209520220757e-03,1.069227000698447227e-03,1.298729694099165499e-05
1.256450312212109566e-03,1.096561900340020657e-03,1.333164709649281576e-05
1.286631682887673378e-03,1.123927533626556396e-03,1.367698769172420725e-05
1.316840178333222866e-03,1.151322736404836178e-03,1.402330508426530287e-05
1.347076729871332645e-03,1.178746926598250866e-03,1.437054834241280332e-05
1.377340755425393581e-03,1.206200220622122288e-03,1.471883297199383378e-05
1.407634001225233078e-03,1.233683782629668713e-03,1.506807711848523468e-05
1.437956118024885654e-03,1.261198194697499275e-03,1.541835808893665671e-05
1.468306872993707657e-03,1.288742874749004841e-03,1.576959766680374742e-05
1.498683821409940720e-03,1.316316192969679832e-03,1.612181040400173515e-05
1.529091852717101574e-03,1.343920128419995308e-03,1.647504905122332275e-05
1.559527823701500893e-03,1.371554331853985786e-03,1.682925721979700029e-05
1.589989173226058483e-03,1.399215543642640114e-03,1.718446765153203160e-05
