traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
598,-1.46745205,-0.774656057,0.0472424179,0.733708441,5.58540726,10.9491644,6.96229935,7.46030855,-0.42341131,-5.09325266,9.56389809,-8.3477211,2.96913338,-8.23363113,3.4905839,-5.41353703,-1.88246119,-10.2545071,12.164362,-8.54284954,-6.54436445,7.06973124,4.94399452,-5.72404003,-1.01699984,13.1385975,10.2812614,-0.0584637113,5.76405096,-4.8841114,-3.01339006,-0.925824761
599,-1.46368742,-0.769750834,0.0530249961,0.741917908,5.61185932,10.9239445,6.92098093,7.48593092,-0.436301649,-5.12689018,9.67837429,-8.22753429,3.09228873,-8.20881271,3.5769155,-5.41043139,-1.78806901,-10.2620859,12.2312746,-8.49999523,-6.5136199,7.03132486,4.956954,-5.74892092,-1.04147112,13.1447182,10.2985706,-0.106100164,5.77273226,-4.89267254,-2.98365188,-0.928324401
600,-1.45997417,-0.764901698,0.0587781034,0.750131786,5.63819981,10.8981924,6.87925577,7.51173162,-0.448173821,-5.15966368,9.7917881,-8.1052599,3.21291828,-8.18359756,3.66357827,-5.40639496,-1.69292104,-10.2679949,12.2988625,-8.45625305,-6.48252869,6.9945178,4.96924067,-5.77379179,-1.06622112,13.1501856,10.3162155,-0.153998137,5.78161621,-4.9006381,-2.9538157,-0.930837572
601,-1.45618248,-0.760000229,0.0645635501,0.75841552,5.66455078,10.8715773,6.83687735,7.5382843,-0.458397627,-5.19135475,9.9047184,-7.98139238,3.33162427,-8.15747833,3.75050902,-5.40117598,-1.5986768,-10.272049,12.3663549,-8.41388035,-6.45096302,6.95610857,4.98202848,-5.79861927,-1.09046876,13.1562481,10.3323097,-0.201347187,5.79142761,-4.90888309,-2.92394853,-0.93324405
602,-1.45242167,-0.755141795,0.0703396276,0.766728699,5.69098186,10.8434572,6.79304695,7.56605911,-0.466824263,-5.22266054,10.0178747,-7.85439014,3.44797897,-8.1309576,3.83820081,-5.39519072,-1.50293744,-10.2741899,12.4347572,-8.37016582,-6.41905069,6.91989803,4.99403715,-5.82348061,-1.11499679,13.1617622,10.3486691,-0.24894771,5.80138397,-4.91662121,-2.89382482,-0.935673952
603,-1.44864404,-0.750280559,0.0761216208,0.775084496,5.71732903,10.8148069,6.74885511,7.59401894,-0.474060833,-5.25290442,10.1298962,-7.72569895,3.56181669,-8.1040554,3.92598343,-5.3881011,-1.40744245,-10.2745619,12.5036144,-8.32739258,-6.3864274,6.88241768,5.00542974,-5.8487339,-1.14055657,13.165904,10.3659773,-0.296941996,5.81185627,-4.92373991,-2.86383033,-0.937998474
604,-1.44476759,-0.745358646,0.0819680542,0.783560336,5.74389648,10.7842789,6.7028327,7.62361193,-0.479016632,-5.28274775,10.242444,-7.59381199,3.67333126,-8.07681179,4.01470613,-5.38026237,-1.3106699,-10.2728157,12.5729561,-8.2834301,-6.35374403,6.84702587,5.01721191,-5.87349844,-1.16495574,13.1713533,10.3815203,-0.34478274,5.82289743,-4.93086386,-2.83336496,-0.940283239
605,-1.44095385,-0.740503848,0.0877562985,0.791990101,5.77019882,10.7536526,6.65697002,7.65292311,-0.482951194,-5.31119776,10.3533545,-7.46099901,3.78218603,-8.04916382,4.10312891,-5.37119389,-1.21466482,-10.269474,12.642601,-8.24056053,-6.32035637,6.81038189,5.02826786,-5.89867401,-1.19036937,13.1753225,10.397851,-0.392614454,5.83442068,-4.93753529,-2.8031776,-0.942500651
606,-1.43710589,-0.735645711,0.0935479477,0.800457478,5.79646158,10.7221146,6.6103611,7.68280125,-0.485218793,-5.33863354,10.4635601,-7.32641268,3.88840055,-8.02114487,4.19163179,-5.36111641,-1.11835468,-10.2644062,12.7126865,-8.19728279,-6.28663206,6.77464867,5.03894949,-5.92380476,-1.21595228,13.1789427,10.4140396,-0.440566629,5.84660196,-4.94366884,-2.77305245,-0.944579661
607,-1.43319726,-0.730745554,0.0994018242,0.809047461,5.82290125,10.6889429,6.56219578,7.71396351,-0.485243559,-5.36538076,10.573947,-7.18905926,3.99229622,-7.99291706,4.2809577,-5.35012674,-1.02122259,-10.2571678,12.7830801,-8.15334034,-6.25287724,6.74044228,5.05008364,-5.94852066,-1.24033535,13.1837664,10.4286747,-0.488346457,5.8588562,-4.95008612,-2.74208999,-0.946795464
608,-1.42932904,-0.725897253,0.105204992,0.817604303,5.84919453,10.6549454,6.51340199,7.74548912,-0.48368147,-5.39107275,10.6834488,-7.04999208,4.09329462,-7.96456003,4.37012911,-5.33800173,-0.924130619,-10.2481384,12.8542538,-8.11016369,-6.21812105,6.7051425,5.05992651,-5.97395468,-1.26657164,13.1863556,10.444766,-0.536296248,5.87207079,-4.95559359,-2.71186805,-0.948749423
609,-1.42539048,-0.721016943,0.111030422,0.826210499,5.87541294,10.6202526,6.46407938,7.77728605,-0.480527133,-5.4156251,10.7919207,-6.9094286,4.19154024,-7.93620157,4.45947552,-5.32483578,-0.827175796,-10.2371759,12.9254351,-8.06716633,-6.18323135,6.67020369,5.07035208,-5.99894333,-1.29185283,13.1899281,10.459362,-0.5841465,5.88598633,-4.96089745,-2.68145776,-0.950603545
610,-1.42144442,-0.716141164,0.116869256,0.834888458,5.90172338,10.5839767,6.41334343,7.81029892,-0.474805087,-5.43908787,10.9004059,-6.76698065,4.28734875,-7.90744495,4.54892874,-5.3105669,-0.730238438,-10.2243757,12.9969921,-8.0243578,-6.14789248,6.63550806,5.08031845,-6.02402735,-1.31748223,13.192873,10.4740982,-0.632058918,5.90031862,-4.96584177,-2.65096116,-0.952413917
611,-1.41752362,-0.71129638,0.122699127,0.843589008,5.92793798,10.5469131,6.36198854,7.84353209,-0.467466086,-5.46141434,11.0078955,-6.62291479,4.38024378,-7.87875128,4.63845444,-5.29521656,-0.632703483,-10.2096872,13.0690689,-7.9806385,-6.11235571,6.6026721,5.08977652,-6.04912424,-1.34305501,13.1956215,10.4884748,-0.679706693,5.91481495,-4.97074413,-2.62018037,-0.954293251
612,-1.41352224,-0.706400812,0.128568113,0.852378428,5.95425177,10.5081825,6.30911732,7.87795925,-0.457433492,-5.48266983,11.1153851,-6.47691536,4.47041321,-7.84999943,4.72802639,-5.27875614,-0.535585821,-10.1930103,13.1415482,-7.93834782,-6.07592726,6.56802511,5.09885836,-6.07449245,-1.36947811,13.1972418,10.5034685,-0.727666855,5.93008232,-4.97512197,-2.58947873,-0.955979943
613,-1.40952909,-0.701546609,0.134405345,0.861145794,5.98035717,10.4690437,6.25601578,7.91218281,-0.446007431,-5.50264549,11.2214518,-6.32974815,4.55757236,-7.82156086,4.81776857,-5.26126766,-0.438172013,-10.174346,13.214098,-7.89548826,-6.039608,6.53503656,5.10827732,-6.09949636,-1.39492571,13.1999254,10.5169735,-0.775439918,5.94585323,-4.97912741,-2.55858874,-0.957619607
614,-1.40549362,-0.696667314,0.140269548,0.869996965,6.00656605,10.4281178,6.20128345,7.94760084,-0.431716204,-5.52144909,11.3275518,-6.1806612,4.64201307,-7.79305029,4.907547,-5.24263287,-0.340739608,-10.1537666,13.2871685,-7.85312033,-6.00252628,6.50141907,5.11714983,-6.124825,-1.4211303,13.2016449,10.530776,-0.823188782,5.96235132,-4.98280573,-2.52776384,-0.959125698
615,-1.40146112,-0.691795886,0.146149769,0.878916383,6.03271008,10.3863745,6.14593029,7.98323345,-0.41541934,-5.53881979,11.4325581,-6.03083515,4.7234292,-7.76464176,4.99695301,-5.22289801,-0.243237093,-10.1314402,13.3605528,-7.81012201,-5.9653635,6.46975231,5.12527132,-6.15009737,-1.44754243,13.2026339,10.5449095,-0.870937705,5.97886181,-4.98626184,-2.49669647,-0.960696697
616,-1.39742362,-0.686953187,0.151975766,0.887761831,6.0585947,10.3441963,6.09033871,8.01862907,-0.397533834,-5.55476427,11.5363483,-5.88000393,4.80204153,-7.7365222,5.08632517,-5.20191383,-0.146346107,-10.107234,13.4339647,-7.76806259,-5.92761612,6.43692636,5.13400269,-6.17521572,-1.47334862,13.2044315,10.5572519,-0.917989254,5.99652815,-4.98967743,-2.46588445,-0.96205616
617,-1.39327395,-0.682024479,0.157917202,0.896842241,6.08480597,10.2996159,6.03247881,8.05569649,-0.375951171,-5.56940603,11.640564,-5.72741795,4.87780666,-7.70841217,5.17563105,-5.17984915,-0.0491644368,-10.0810061,13.507967,-7.72600079,-5.8894496,6.40500164,5.14159393,-6.20058489,-1.50039172,13.20436,10.5716553,-0.966415226,6.01431322,-4.99184275,-2.43469048,-0.963351607
618,-1.38916135,-0.677151561,0.163789585,0.905842066,6.1107688,10.2542992,5.97408724,8.09276009,-0.352275401,-5.58254337,11.7437315,-5.57405424,4.95060778,-7.6806879,5.26481915,-5.15662718,0.0475247353,-10.052907,13.5819092,-7.68451214,-5.85090446,6.37275934,5.149652,-6.22579336,-1.52664518,13.2052679,10.5839996,-1.01360643,6.03296089,-4.99442863,-2.4036634,-0.964548409
619,-1.38506556,-0.672303379,0.169658512,0.914879978,6.13665056,10.2080488,5.91494703,8.1299696,-0.326327831,-5.59409475,11.8460188,-5.41996336,5.02057457,-7.65314722,5.3537097,-5.13219547,0.144024923,-10.0230141,13.6562634,-7.64319849,-5.81186771,6.34101725,5.15680885,-6.25121689,-1.55378604,13.2046537,10.5975008,-1.06130683,6.05192566,-4.99612904,-2.37265968,-0.965677798
620,-1.38089395,-0.667415142,0.17557247,0.924017608,6.16255426,10.1603699,5.85450697,8.16768456,-0.297645956,-5.60423088,11.9476595,-5.26482391,5.08725309,-7.626194,5.44244909,-5.10663319,0.241005123,-9.9910059,13.7309217,-7.60108566,-5.7728467,6.31130075,5.16381168,-6.27647257,-1.58052349,13.2044563,10.6101913,-1.10883343,6.07128763,-4.99773979,-2.3412869,-0.966773868
621,-1.37673569,-0.662547886,0.181468174,0.933158875,6.18835974,10.1115303,5.79312515,8.20573521,-0.26610446,-5.61254597,12.0488148,-5.10908556,5.15154505,-7.59927225,5.53109407,-5.07983589,0.3366822,-9.95732117,13.805378,-7.56088686,-5.73301125,6.27926922,5.17119932,-6.30176115,-1.60701227,13.2043905,10.6219435,-1.15570045,6.09110117,-4.99965763,-2.30971742,-0.967876613
622,-1.37255621,-0.657685876,0.187380463,0.942376018,6.21420622,10.0608721,5.730021,8.24448872,-0.231279477,-5.61938238,12.1496544,-4.9521246,5.21246719,-7.57308865,5.6197381,-5.05188847,0.433272362,-9.92125511,13.8802834,-7.51952219,-5.69339657,6.25027466,5.17799711,-6.32690859,-1.63351047,13.2040844,10.6337175,-1.20302761,6.11133385,-5.00065184,-2.27807379,-0.968874574
623,-1.36830962,-0.652793467,0.193291143,0.951596558,6.23981857,10.0100212,5.6669426,8.28256416,-0.194828525,-5.62441397,12.2488794,-4.79550028,5.27051115,-7.54731226,5.70763445,-5.02267313,0.528580725,-9.88379765,13.9553576,-7.47968912,-5.65259981,6.21907139,5.18431234,-6.3524332,-1.66106403,13.2024155,10.6460438,-1.25017416,6.13269854,-5.00111389,-2.2468648,-0.969588101
624,-1.36410379,-0.647944391,0.199173987,0.960821867,6.26533079,9.95780277,5.60271168,8.32098389,-0.155155078,-5.62748718,12.3476429,-4.63867903,5.32593393,-7.52161026,5.79515457,-4.99229193,0.623584628,-9.84461689,14.0304193,-7.43963575,-5.6117425,6.18913555,5.19046116,-6.37780142,-1.6882652,13.2008772,10.6575289,-1.29667974,6.15436649,-5.00171089,-2.21555686,-0.970321536
625,-1.35982466,-0.643049955,0.205106854,0.97017175,6.29097223,9.9034071,5.53640985,8.36027813,-0.111421421,-5.62870455,12.4465313,-4.48090935,5.37846708,-7.49646473,5.88261509,-4.96065664,0.718217492,-9.80331898,14.1057625,-7.40059566,-5.57020092,6.15868425,5.19621515,-6.40325594,-1.71609592,13.1983366,10.6697111,-1.34393358,6.17683315,-5.00116205,-2.18432045,-0.970839262
626,-1.35552323,-0.638163984,0.21104373,0.979543805,6.31638098,9.84876823,5.47010374,8.39885998,-0.0657718033,-5.62792826,12.5438137,-4.32406044,5.42826223,-7.47159815,5.96933603,-4.92785835,0.812574625,-9.76050663,14.1808367,-7.3603816,-5.52922058,6.13121033,5.20199108,-6.4283967,-1.74284935,13.1969938,10.6803093,-1.39041173,6.19901514,-5.00122213,-2.15225935,-0.97153455
627,-1.351264,-0.633316457,0.216961101,0.988947332,6.34182358,9.79187393,5.40158987,8.43812656,-0.015976062,-5.62533855,12.6411858,-4.16601944,5.47482252,-7.44774246,6.05625582,-4.8937645,0.906747699,-9.71527386,14.2563772,-7.32176924,-5.48710775,6.10199165,5.20730019,-6.45387936,-1.77048004,13.1941748,10.6916351,-1.436818,6.22190762,-5.00076199,-2.12050247,-0.972112
628,-1.34686375,-0.62837249,0.222944438,0.998466909,6.36718845,9.73426533,5.3326025,8.47699451,0.0364750437,-5.62049294,12.7374525,-4.00894451,5.51910496,-7.42395592,6.14238834,-4.85844946,0.999635756,-9.66884232,14.331584,-7.28369761,-5.44467163,6.07270527,5.21285009,-6.47908545,-1.79780781,13.1917992,10.7020512,-1.48331511,6.24577808,-4.99973011,-2.08872223,-0.972443759
629,-1.34251571,-0.623506427,0.228864789,1.00792408,6.3923707,9.6751194,5.2622056,8.51590824,0.0926106423,-5.61351204,12.8332968,-3.85191083,5.56043386,-7.40078831,6.22816849,-4.82193661,1.09237432,-9.62040138,14.407095,-7.24595976,-5.40177679,6.04403973,5.21749544,-6.50456762,-1.82601082,13.1879129,10.7134848,-1.52997756,6.27019024,-4.99773693,-2.05721545,-0.972628653
630,-1.33817804,-0.618645668,0.234809905,1.01747382,6.41754436,9.61450195,5.19045639,8.5547533,0.152260274,-5.60436773,12.9285431,-3.69512749,5.59896994,-7.37834167,6.31367016,-4.78410721,1.184726,-9.56994247,14.4824629,-7.20830536,-5.35889292,6.01673841,5.22217751,-6.5298872,-1.85345089,13.184824,10.7235966,-1.5758065,6.29437542,-4.99644136,-2.02501631,-0.973007441
631,-1.3336879,-0.613667548,0.240856767,1.02723479,6.44291973,9.5511837,5.11611843,8.59431076,0.217109293,-5.59271002,13.0239983,-3.53834963,5.63476515,-7.35636044,6.39886045,-4.74510765,1.27673841,-9.51760197,14.5580511,-7.17148924,-5.31521273,5.98856878,5.22654057,-6.55531836,-1.88166332,13.1805458,10.7344007,-1.62224615,6.31973553,-4.99410009,-1.99302948,-0.973082781
632,-1.32930577,-0.60881722,0.246776864,1.03679466,6.4677701,9.4883213,5.04243946,8.63230038,0.283360869,-5.57884979,13.1176491,-3.383039,5.66822243,-7.33480597,6.4834156,-4.70480394,1.36774862,-9.46381187,14.6332912,-7.1348877,-5.27146339,5.96133804,5.23091698,-6.58059454,-1.90929556,13.1768494,10.743845,-1.6675514,6.34539032,-4.99196243,-1.96114397,-0.973141551
633,-1.32488394,-0.603940606,0.252733022,1.04646218,6.49259996,9.42405796,4.96750498,8.66997242,0.353230774,-5.56256104,13.2105885,-3.22870421,5.69913483,-7.31377983,6.56722069,-4.66323566,1.45793068,-9.40844822,14.7086782,-7.0988636,-5.22705889,5.93425035,5.23443842,-6.60613108,-1.93778837,13.1716728,10.7543592,-1.71313953,6.37139893,-4.98919487,-1.92906153,-0.973134279
634,-1.32042885,-0.599065006,0.258676976,1.05613494,6.51727915,9.35842037,4.891325,8.70724201,0.426931351,-5.54375315,13.3028822,-3.07538652,5.72759676,-7.29336214,6.65070534,-4.62049341,1.547315,-9.35139084,14.7836552,-7.06361151,-5.18248653,5.90721178,5.23840666,-6.63136387,-1.96565354,13.1673164,10.7635069,-1.75833678,6.39822721,-4.98605537,-1.89713168,-0.972940922
635,-1.31590474,-0.594130635,0.264716595,1.06601727,6.54214764,9.28990078,4.81231546,8.74483109,0.506398857,-5.5220108,13.3955412,-2.9223299,5.75341845,-7.27354336,6.73401594,-4.57637072,1.63679004,-9.29197693,14.8588495,-7.02843094,-5.13759851,5.88135767,5.24177694,-6.65678596,-1.99371231,13.1624374,10.7727261,-1.80320501,6.42484999,-4.98334169,-1.86440229,-0.972914934
636,-1.31136239,-0.589205563,0.270708859,1.07584965,6.56676865,9.22045708,4.73253202,8.78151321,0.589258969,-5.4975934,13.4872122,-2.77084303,5.7770648,-7.2542181,6.81674433,-4.53106833,1.72485244,-9.23131657,14.9337816,-6.99481726,-5.09178591,5.85376167,5.24530029,-6.68208504,-2.02213383,13.1569004,10.7819214,-1.84836173,6.45312977,-4.97903967,-1.83263314,-0.972403884
637,-1.30683434,-0.58432585,0.276686698,1.0856899,6.59113884,9.15083885,4.65277433,8.81683826,0.674384236,-5.47065163,13.5773573,-2.62156534,5.79874945,-7.23513317,6.8984313,-4.48451948,1.81220281,-9.16928768,15.0084696,-6.96040678,-5.0465045,5.82933283,5.24795675,-6.70739841,-2.05053425,13.1509418,10.7913275,-1.89348066,6.48093224,-4.97460985,-1.80014348,-0.972048581
638,-1.3022536,-0.579399049,0.282719582,1.09567273,6.61560583,9.07828331,4.57013607,8.85219193,0.765817702,-5.44033003,13.6678839,-2.47323847,5.81821632,-7.21658039,6.97982311,-4.43670988,1.89866149,-9.10547066,15.08321,-6.92755556,-5.00003672,5.80330801,5.25028133,-6.73290253,-2.07955289,13.143836,10.8012066,-1.93837738,6.50932789,-4.9699955,-1.76756907,-0.971615434
639,-1.29763961,-0.574474156,0.288720042,1.10560477,6.63974714,9.00566196,4.48758745,8.88591385,0.859346211,-5.40752459,13.7567148,-2.32700968,5.83564043,-7.19854689,7.06073141,-4.38767338,1.98427868,-9.04018593,15.1573563,-6.89501047,-4.95358706,5.77778959,5.25326109,-6.75807095,-2.10761642,13.1382675,10.8088999,-1.98228002,6.53857994,-4.9654088,-1.73520517,-0.970981002
640,-1.29307175,-0.569592357,0.294717193,1.11560714,6.66390848,8.93010044,4.40209484,8.91935253,0.959274411,-5.37130785,13.8457613,-2.18207979,5.85052013,-7.18150616,7.14134073,-4.3372941,2.06949329,-8.97266006,15.2315941,-6.86340857,-4.9065733,5.75266743,5.25555754,-6.78344584,-2.136132,13.1316071,10.8172455,-2.02604604,6.56777906,-4.96063232,-1.7025305,-0.970428944
641,-1.28837943,-0.564633369,0.300763369,1.12568831,6.68786955,8.8542881,4.31658602,8.95118523,1.06184244,-5.33209085,13.9333782,-2.03992724,5.86424494,-7.16422462,7.2208004,-4.28581762,2.1532166,-8.90442371,15.3055496,-6.83214331,-4.85909462,5.72788668,5.25715637,-6.80886221,-2.16545916,13.1234798,10.8265228,-2.07036877,6.59806442,-4.95447588,-1.67016399,-0.969543099
642,-1.28373885,-0.559726,0.306781411,1.13578963,6.71178246,8.7756424,4.22822666,8.98238373,1.17097819,-5.28911781,14.0211115,-1.89938951,5.87585211,-7.14774179,7.30023003,-4.23296881,2.23643255,-8.83399487,15.3791246,-6.80184793,-4.81136894,5.70338964,5.25917196,-6.83407879,-2.19393706,13.1165199,10.8341255,-2.11370349,6.62841082,-4.94885063,-1.63746619,-0.968735337
643,-1.27900159,-0.554765046,0.312826067,1.14593363,6.73542309,8.69725323,4.14035988,9.01156712,1.28178883,-5.24346924,14.1068974,-1.76186645,5.8861475,-7.13134861,7.37860203,-4.17907286,2.31810927,-8.76288128,15.4524498,-6.7723875,-4.76279116,5.6781559,5.26054716,-6.85944843,-2.22337818,13.1077747,10.8428841,-2.15730119,6.65981436,-4.94206381,-1.60515714,-0.967630923
644,-1.27429748,-0.549839318,0.31886515,1.15613043,6.75900698,8.61635303,4.05002928,9.03976536,1.39898217,-5.19371462,14.1926489,-1.62665713,5.89510107,-7.11509085,7.45650673,-4.12388992,2.3991518,-8.68999386,15.5254145,-6.74312353,-4.71433353,5.65456486,5.26171827,-6.88470888,-2.25242281,13.0993414,10.8508835,-2.20040417,6.69116592,-4.93538666,-1.57246637,-0.966601968
645,-1.26960099,-0.544935763,0.324880421,1.16632414,6.78237915,8.53437996,3.9587028,9.06621933,1.51985788,-5.14087725,14.2770882,-1.49411309,5.90212774,-7.09972954,7.53395319,-4.06745195,2.47929788,-8.61545181,15.5980854,-6.71499729,-4.66520262,5.63054037,5.26272535,-6.91003513,-2.28160429,13.0904894,10.8587313,-2.24294353,6.72297382,-4.9284997,-1.5398643,-0.965482354
646,-1.26477897,-0.539952934,0.3309789,1.17669606,6.80581093,8.44941425,3.86443877,9.09150791,1.64797401,-5.08340549,14.3615751,-1.36424327,5.90816545,-7.08437777,7.61095858,-4.00973606,2.55858707,-8.53928661,15.6703339,-6.68742514,-4.61594725,5.60739803,5.26374769,-6.93520451,-2.31052208,13.0820274,10.8659697,-2.28591347,6.75525618,-4.92090034,-1.50673819,-0.964240611
647,-1.26001215,-0.535028577,0.337027133,1.18701684,6.82894182,8.36390781,3.76976395,9.11464405,1.77923739,-5.02263641,14.4445019,-1.23761237,5.91299963,-7.06931448,7.68714714,-3.95088124,2.63676071,-8.46191216,15.7424765,-6.66068363,-4.56583071,5.58412552,5.26372385,-6.96072245,-2.34049416,13.071394,10.8745966,-2.32840371,6.78795147,-4.9128418,-1.47394502,-0.962921262
648,-1.25521803,-0.530106902,0.343061358,1.19732511,6.85177612,8.27832794,3.67520046,9.13549519,1.9129051,-4.95874453,14.5255947,-1.1143291,5.917027,-7.0543952,7.76275587,-3.89084101,2.71362305,-8.38351154,15.8135757,-6.63432693,-4.51619244,5.56196785,5.26466656,-6.98567438,-2.36890507,13.0632524,10.8804607,-2.37002921,6.82083416,-4.90515137,-1.44081497,-0.961571038
649,-1.25036323,-0.525117457,0.349182874,1.20787787,6.87484741,8.18755913,3.57540369,9.15522003,2.05773592,-4.88851738,14.6076632,-0.994350612,5.9204607,-7.03932762,7.83779383,-3.82964683,2.7897613,-8.30333519,15.8848848,-6.60909605,-4.46531582,5.53942871,5.264328,-7.01098919,-2.39888382,13.052043,10.8885927,-2.41218305,6.85467863,-4.89620352,-1.40798664,-0.960022628
650,-1.24552429,-0.520202994,0.355222493,1.21826255,6.89735031,8.09879589,3.4778347,9.1718483,2.20131779,-4.81644964,14.686574,-0.877907753,5.92278671,-7.02488995,7.91225481,-3.76720166,2.86445284,-8.22220325,15.9551907,-6.58454514,-4.41460609,5.51753807,5.2646246,-7.03606272,-2.42765689,13.0429335,10.894495,-2.45322299,6.88817835,-4.8878603,-1.37456644,-0.958538115
651,-1.24057496,-0.515175521,0.361357331,1.22885692,6.91991234,8.00701714,3.37735128,9.18650055,2.35237455,-4.73909712,14.7650232,-0.765332222,5.92494583,-7.01010466,7.9860158,-3.7038064,2.93794131,-8.13996792,16.0254593,-6.56133366,-4.36240435,5.49427223,5.26403046,-7.06131935,-2.45786643,13.0310106,10.902236,-2.49447012,6.92323971,-4.8781786,-1.34192324,-0.956693888
652,-1.23568153,-0.510217607,0.367438704,1.23942053,6.94224262,7.91364431,3.27539945,9.19868183,2.50871634,-4.65712357,14.8421936,-0.656796694,5.92708635,-6.99497938,8.05907249,-3.63931155,3.01043487,-8.05657482,16.095192,-6.53836203,-4.31029081,5.47241497,5.26303244,-7.08658361,-2.48803926,13.0187254,10.9099159,-2.53550911,6.95837069,-4.86808825,-1.30909348,-0.954841375
653,-1.23072863,-0.50524205,0.373545319,1.25004983,6.96440792,7.81876278,3.17203403,9.20815945,2.66983843,-4.57085276,14.9178343,-0.552171767,5.92866755,-6.98029757,8.13175869,-3.57352591,3.08174491,-7.97176647,16.1642208,-6.51649094,-4.2578907,5.45084715,5.26232624,-7.111691,-2.51760602,13.0074434,10.9164362,-2.57640529,6.99351931,-4.85780478,-1.27565098,-0.952972353
654,-1.22580826,-0.500275314,0.379635602,1.26069391,6.98637342,7.7221303,3.06706214,9.21487617,2.83663678,-4.47950459,14.9920874,-0.452001065,5.93074322,-6.96496582,8.20371628,-3.50681877,3.15179658,-7.88608599,16.2327347,-6.49532175,-4.20486355,5.42929506,5.2612462,-7.13675356,-2.54746556,12.9953327,10.9228525,-2.61594462,7.02943182,-4.84772348,-1.2428683,-0.950977504
655,-1.2207948,-0.495286405,0.385736734,1.27133954,7.0080018,7.62606764,2.962919,9.21851444,3.00434351,-4.38525438,15.0636091,-0.355904907,5.93249559,-6.94982815,8.27495003,-3.43896461,3.22070098,-7.79936934,16.3005657,-6.47458792,-4.15188599,5.40877438,5.26015759,-7.16174507,-2.57700038,12.9836512,10.9287052,-2.65562797,7.06546259,-4.83709049,-1.20954514,-0.948891997
656,-1.21577668,-0.490290612,0.391880631,1.28216195,7.02971268,7.52539539,2.85414934,9.21915627,3.18263721,-4.28382683,15.134613,-0.264731437,5.93472481,-6.93455982,8.34609127,-3.3699224,3.28861856,-7.71090698,16.3681316,-6.45578766,-4.09760475,5.3872962,5.25836706,-7.18692255,-2.60741496,12.9699116,10.9360046,-2.69585013,7.10212278,-4.82517624,-1.17629373,-0.946699381
657,-1.21072686,-0.485289216,0.39800635,1.29295278,7.05107594,7.42491245,2.74586272,9.21651554,3.3628056,-4.17869997,15.2028999,-0.178166926,5.93757439,-6.91874695,8.41627979,-3.29991293,3.35535979,-7.62174511,16.4348984,-6.43678284,-4.04367638,5.36752558,5.25660419,-7.21193981,-2.63734865,12.9570608,10.9419508,-2.73509812,7.13920784,-4.81338596,-1.14309061,-0.944383502
658,-1.2056824,-0.48029393,0.404122382,1.30376351,7.0722332,7.32258034,2.63589048,9.2104435,3.54858351,-4.06820869,15.2691927,-0.0965813547,5.94119453,-6.90256023,8.48592281,-3.22894096,3.42068648,-7.53168869,16.5011997,-6.41914606,-3.9886086,5.34689713,5.25438261,-7.23702478,-2.66783357,12.9427404,10.9487076,-2.77399063,7.17684984,-4.80102825,-1.11009884,-0.941939235
659,-1.20060265,-0.475296199,0.410267144,1.31468058,7.09326935,7.21810293,2.52398348,9.20075607,3.74058843,-3.95182776,15.3333673,-0.0202725865,5.94623041,-6.88555861,8.55522728,-3.15692258,3.4849062,-7.44059181,16.5664997,-6.40206814,-3.93393254,5.32758379,5.25260925,-7.26182032,-2.69728184,12.9301758,10.9535847,-2.81235814,7.21416378,-4.78905439,-1.07638109,-0.939590871
660,-1.19548392,-0.470274746,0.416421086,1.32562268,7.11403227,7.11307335,2.41182303,9.18741417,3.93545222,-3.83117747,15.3946581,0.0509821102,5.9520359,-6.86827183,8.62368965,-3.08406973,3.54767132,-7.34883404,16.6314907,-6.38610649,-3.87793732,5.30756855,5.24979782,-7.28690767,-2.72797441,12.9149199,10.9603691,-2.85053945,7.25233555,-4.77610159,-1.04309452,-0.937030494
661,-1.19035006,-0.465238422,0.422569066,1.33659327,7.13460398,7.0057373,2.29754996,9.17002773,4.13683414,-3.70424986,15.4534979,0.116581738,5.95946312,-6.8502202,8.69178581,-3.01029563,3.60905576,-7.25630236,16.6956749,-6.37128925,-3.82115102,5.28692293,5.24739981,-7.31173658,-2.75828719,12.9003181,10.9659691,-2.88789725,7.29125881,-4.76295614,-1.01008356,-0.934279323
662,-1.18515909,-0.460184425,0.428783238,1.34774685,7.15512133,6.89563322,2.1807549,9.14823818,4.34489918,-3.57095408,15.5096006,0.176404908,5.9680295,-6.83192205,8.75967503,-2.93512845,3.67003489,-7.16153526,16.7593307,-6.3572998,-3.76452446,5.26833534,5.24424028,-7.33674908,-2.78880835,12.8848934,10.9720898,-2.92574573,7.3300271,-4.74910831,-0.976419508,-0.931592643
663,-1.18003809,-0.455217272,0.434889525,1.35870278,7.17511034,6.78691149,2.06577682,9.12283802,4.55280685,-3.43430185,15.5618858,0.231139392,5.97876692,-6.81219196,8.82659531,-2.85956287,3.72896624,-7.06749916,16.8217621,-6.34347916,-3.70815706,5.25037193,5.24155664,-7.36142206,-2.81844091,12.8710003,10.9764719,-2.96252871,7.36874533,-4.73552084,-0.942763746,-0.928857088
