traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
0,2.25840878,-3.57674813,-2.14012837,-0.778283238,-1.30395532,0.451571941,5.42819643,-2.48513579,2.12701297,3.15583277,5.75636339,-1.82403183,-0.848293304,1.15527713,6.568223,1.43008935,0.0892300233,3.04570556,4.95026064,2.52328086,1.95025706,3.22331715,3.86926436,3.39043021,2.94329476,2.52869678,1.68513238,1.0060662,0.90391922,1.19377458,2.08876562,3.78486252
1,2.22054148,-3.60139298,-2.11631322,-0.787226915,-1.3008846,0.47169289,5.42249966,-2.49991655,2.139292,3.21604156,5.74192095,-1.87773323,-0.819401145,1.16577077,6.58949375,1.41766083,0.0886287168,3.05944586,4.97559643,2.52177596,1.95137572,3.23871469,3.88820362,3.39810991,2.94465899,2.52924943,1.68528044,1.00910568,0.91108346,1.20577669,2.11020803,3.8061378
2,2.18217516,-3.62548494,-2.09266782,-0.796061337,-1.2978245,0.491916627,5.41646004,-2.51501083,2.15109563,3.27617645,5.72652006,-1.93143892,-0.790288031,1.17675543,6.61067677,1.40497446,0.0881459415,3.07323623,5.00094891,2.52008057,1.95247412,3.25420618,3.90719938,3.40564966,2.9459188,2.5298264,1.6854645,1.01215148,0.91825968,1.21782422,2.13172626,3.82715225
3,2.14319754,-3.64901614,-2.06914639,-0.804808378,-1.29478121,0.512273252,5.41005611,-2.53045964,2.16239452,3.33627462,5.71013498,-1.98518133,-0.760890543,1.18831706,6.63175869,1.39197588,0.0877798721,3.08704853,5.02633476,2.51826239,1.95352209,3.26971698,3.92626047,3.4131515,2.94707012,2.53030658,1.68563712,1.01525855,0.925506294,1.22997475,2.15340114,3.84794974
4,2.103724,-3.67197847,-2.04581046,-0.813444853,-1.29175401,0.532719254,5.40331411,-2.54622293,2.17320204,3.39624166,5.69281149,-2.03887749,-0.731328428,1.20036709,6.65275383,1.37876689,0.0875341594,3.10090947,5.05169821,2.51627326,1.95460331,3.28535223,3.94536138,3.42047524,2.948107,2.53082871,1.68586636,1.01837766,0.932760477,1.24217331,2.17516327,3.86848474
5,2.06372356,-3.69436598,-2.0226512,-0.821971238,-1.28873909,0.553296447,5.39619207,-2.56234717,2.18350506,3.45614195,5.67449856,-2.09258842,-0.701535106,1.21297371,6.67365599,1.36523449,0.0874026567,3.11480331,5.07709885,2.51413226,1.95564127,3.3010304,3.96451592,3.42772245,2.94904828,2.53130388,1.68610311,1.02154887,0.940073729,1.25445426,2.19704032,3.88876081
6,2.02317572,-3.71620107,-1.99965358,-0.830398858,-1.28573489,0.573999047,5.38870907,-2.57883286,2.19329333,3.51590824,5.65525007,-2.14621282,-0.671585619,1.22615659,6.6944499,1.35144067,0.0874477476,3.12877965,5.10247135,2.51179433,1.95668983,3.31681204,3.98372364,3.43482327,2.94987822,2.53179979,1.68637848,1.02471685,0.947389841,1.26679301,2.21903205,3.90878987
7,1.98214376,-3.7374475,-1.97686625,-0.838704288,-1.28273976,0.594833791,5.38084221,-2.59568954,2.20256257,3.57556748,5.63501835,-2.19981694,-0.641450524,1.23989785,6.71514511,1.33733428,0.0875969976,3.14277554,5.1278758,2.50931787,1.95769155,3.33263016,4.00299692,3.44185328,2.95058966,2.53223157,1.68668091,1.02796698,0.95477283,1.27920866,2.24112248,3.92853427
8,1.94058049,-3.7581327,-1.95427465,-0.846901357,-1.27976298,0.615766108,5.37261438,-2.61288786,2.2113111,3.63507104,5.613832,-2.25336242,-0.611187279,1.25415587,6.73574018,1.32297492,0.0878479183,3.15679264,5.1532774,2.50670838,1.95870829,3.34853864,4.02230263,3.4487288,2.95119691,2.5326879,1.6870209,1.03122115,0.962171853,1.29169285,2.26332784,3.94800854
9,1.89853561,-3.77823353,-1.93189204,-0.854979038,-1.27679265,0.636861086,5.363976,-2.63050246,2.21950841,3.69445419,5.59167099,-2.30685019,-0.580735862,1.26907945,6.75622272,1.3082273,0.0882830545,3.17089844,5.17868948,2.50388741,1.95969164,3.36451817,4.04167652,3.45550847,2.95169997,2.53311086,1.68738222,1.03452599,0.969616532,1.30424583,2.2856338,3.96719956
10,1.85596871,-3.79776168,-1.90971756,-0.862946212,-1.27383673,0.658061326,5.3549695,-2.64847398,2.22717881,3.75363493,5.56858253,-2.36020732,-0.550235391,1.28452253,6.7765975,1.29325378,0.0888502225,3.18505073,5.20407486,2.50091314,1.96069896,3.38059211,4.06107807,3.46212983,2.95210528,2.53356123,1.68777025,1.03783202,0.977085233,1.31687701,2.30806208,3.98611283
11,1.81291389,-3.81670308,-1.88777614,-0.870793045,-1.27089906,0.679354548,5.34559298,-2.66679668,2.23430204,3.8126123,5.54454565,-2.41346955,-0.51963532,1.30053318,6.79686451,1.27793419,0.0895225853,3.19922161,5.22949362,2.49778986,1.96165788,3.3967123,4.08055449,3.46866393,2.95238066,2.5339644,1.68819857,1.04118991,0.984587014,1.32957578,2.33059597,4.00472689
12,1.76938915,-3.8350656,-1.86606264,-0.878517866,-1.26796615,0.700811982,5.33579636,-2.68555093,2.24085832,3.87141562,5.51956081,-2.46660495,-0.488939524,1.31720543,6.81700325,1.26224399,0.0903947055,3.21349287,5.25490284,2.49443793,1.96259773,3.4129293,4.10010958,3.47506547,2.95253158,2.53436208,1.68866825,1.04459131,0.992132366,1.34234631,2.35323024,4.02304125
13,1.7253871,-3.8528378,-1.84459805,-0.886120498,-1.26505125,0.722369134,5.32561779,-2.70466995,2.24685454,3.92999721,5.49364138,-2.5196135,-0.458204329,1.3344419,6.83702993,1.24629319,0.0913981646,3.22780156,5.28027248,2.49096823,1.9635818,3.42921686,4.11965513,3.48133945,2.95262551,2.53475904,1.68913281,1.04800987,0.999719083,1.35519874,2.37597561,4.0410428
14,1.68092465,-3.8700211,-1.82339418,-0.893597424,-1.26215005,0.744029641,5.31505394,-2.72416115,2.25228572,3.98832035,5.46681166,-2.57246709,-0.427456319,1.35224164,6.85693693,1.23001301,0.0925343186,3.24215674,5.30565262,2.48731875,1.96453905,3.44558668,4.13927794,3.48747516,2.95258069,2.53515482,1.68965054,1.05145562,1.00732911,1.36812055,2.39882517,4.05872726
15,1.63599384,-3.88661933,-1.80243468,-0.900954068,-1.25926101,0.765834212,5.30407381,-2.7440784,2.25713563,4.04641914,5.4390583,-2.6251452,-0.396686792,1.37069893,6.87671423,1.21336877,0.0938546956,3.25658798,5.3310113,2.48349285,1.96549463,3.46202397,4.15894651,3.49350405,2.95243263,2.53552008,1.69020116,1.05496454,1.01499009,1.38111901,2.42178154,4.07609558
16,1.59063148,-3.90263271,-1.78174746,-0.908182681,-1.25638139,0.787752569,5.29269171,-2.7643826,2.26139903,4.10422754,5.41040707,-2.67764616,-0.365942419,1.38972104,6.89636421,1.19640434,0.095312275,3.27106905,5.3563571,2.47950006,1.96646166,3.47855759,4.1786499,3.49936461,2.9521842,2.53592062,1.6907835,1.05847049,1.02266812,1.39418304,2.44483089,4.09313011
17,1.54480708,-3.91803646,-1.76132929,-0.915285707,-1.25351882,0.809802234,5.28087902,-2.78510857,2.26507378,4.16178179,5.38083744,-2.72999454,-0.335224897,1.40931833,6.91588449,1.17910802,0.0968931541,3.28558373,5.38172054,2.47534895,1.96738291,3.49512911,4.19841909,3.50514555,2.95182776,2.53627419,1.69139183,1.06204009,1.030406,1.40734184,2.4680047,4.10983658
18,1.49858558,-3.93285251,-1.74120927,-0.922257364,-1.25066853,0.831961453,5.26867342,-2.80622649,2.26814795,4.21901894,5.35040712,-2.782094,-0.30458349,1.42954695,6.93526316,1.16146672,0.0986830667,3.30020332,5.40702152,2.47099423,1.96835589,3.51183176,4.21821785,3.51072669,2.95136166,2.53667569,1.69205499,1.06562424,1.03816378,1.42056322,2.49126291,4.12619352
19,1.45187068,-3.94705915,-1.72135389,-0.92910862,-1.24783349,0.854255438,5.25602341,-2.82777548,2.2706027,4.27597713,5.31906509,-2.83402371,-0.273966432,1.45042622,6.95449686,1.14342296,0.100640729,3.31489611,5.43231964,2.46643162,1.96930361,3.52861357,4.23808384,3.51618695,2.95079446,2.53706408,1.69271219,1.06921029,1.04596078,1.43388915,2.51466656,4.14221478
20,1.40483522,-3.9606967,-1.70182133,-0.935820997,-1.24500942,0.876663685,5.24296045,-2.84972692,2.27244592,4.33259964,5.28687334,-2.88571262,-0.243476018,1.47187293,6.9735899,1.12505698,0.1027385,3.32962322,5.45759916,2.46176124,1.97026277,3.54543543,4.25796032,3.52153897,2.95013523,2.53742743,1.69342589,1.0728848,1.05380714,1.44725883,2.53810644,4.15785646
21,1.35733724,-3.97373247,-1.68256569,-0.94241339,-1.24219954,0.89920342,5.22945452,-2.87211084,2.27365732,4.38889503,5.25380659,-2.93718624,-0.213072121,1.49395752,6.99253178,1.1062876,0.105016604,3.34443998,5.482862,2.45685053,1.97120786,3.56237316,4.27791786,3.5267117,2.9493444,2.53783083,1.69418812,1.07654691,1.06165969,1.46071005,2.5616765,4.17315483
22,1.30947816,-3.98616862,-1.66363704,-0.948871374,-1.23940766,0.921826005,5.21555614,-2.89486909,2.2742548,4.44480371,5.21994162,-2.98837018,-0.182860255,1.51659119,7.01132584,1.08721328,0.107448287,3.35930777,5.50808334,2.45180988,1.97217858,3.57937741,4.29790401,3.5317688,2.94845152,2.53819108,1.69497418,1.08028603,1.06958354,1.47424638,2.58532882,4.18806744
23,1.26119912,-3.99799323,-1.64501154,-0.955202878,-1.2366246,0.944618642,5.20116758,-2.91811204,2.27419281,4.50037384,5.18522263,-3.03931832,-0.15277423,1.53987741,7.02995443,1.06772244,0.110071443,3.37426376,5.53328753,2.44656444,1.97314131,3.5964601,4.31792879,3.53667569,2.947469,2.53857899,1.69578624,1.08403003,1.07753837,1.48787642,2.60910773,4.20261669
24,1.21257353,-4.00923157,-1.62671578,-0.961403787,-1.23385942,0.967501998,5.18637609,-2.9417417,2.27349043,4.55553675,5.1497221,-3.08998084,-0.122880474,1.56375527,7.04841852,1.04787493,0.112874538,3.38930273,5.55845356,2.44111705,1.97410297,3.61362958,4.3380146,3.54143977,2.94636822,2.53897285,1.69665706,1.08781099,1.08551228,1.50156283,2.63295889,4.21678019
25,1.1635474,-4.01987076,-1.6087296,-0.96747905,-1.23110712,0.990529656,5.17110443,-2.965832,2.27211285,4.61033821,5.11338568,-3.14039397,-0.0931474268,1.58829474,7.06671,1.02760243,0.115876004,3.4044323,5.58357,2.43547988,1.97510254,3.63091755,4.35814285,3.54602003,2.94514537,2.53937721,1.69756484,1.09162366,1.09353149,1.51533937,2.65691948,4.2305584
26,1.11418819,-4.02991676,-1.59108031,-0.973424673,-1.22836947,1.01365972,5.155406,-2.99032688,2.27009416,4.66470623,5.07631016,-3.19047618,-0.0636963025,1.6133672,7.08483362,1.00699353,0.119054139,3.41964316,5.60866022,2.42966795,1.9760983,3.64825678,4.37828875,3.55047965,2.94385672,2.53978658,1.69849181,1.09546924,1.10159349,1.52919388,2.68095946,4.24393082
27,1.06446421,-4.03934431,-1.57376945,-0.979239821,-1.22564673,1.03694355,5.13920689,-3.01529765,2.26737547,4.71867371,5.03841114,-3.24032354,-0.0344249494,1.63905597,7.10278368,0.985964,0.122368775,3.43489265,5.63373518,2.42368722,1.97709286,3.66568923,4.39849377,3.55477333,2.94244838,2.54021072,1.69945347,1.09933281,1.10969305,1.5431453,2.70511794,4.25690842
28,1.01444781,-4.04819107,-1.55681109,-0.984924555,-1.22294402,1.06028676,5.12261534,-3.04062533,2.26400876,4.77215576,4.99983263,-3.28980184,-0.00547752855,1.66528296,7.12055588,0.964586079,0.125872239,3.45022988,5.65876722,2.41752863,1.97809362,3.68318558,4.41873503,3.55893326,2.94092703,2.54062605,1.70048392,1.1032654,1.11782801,1.5571512,2.72932816,4.26946211
29,0.964035034,-4.05641699,-1.54018199,-0.990487814,-1.22025311,1.08380604,5.10550356,-3.06645918,2.25992131,4.82521534,4.96050835,-3.33897448,0.023219306,1.69217491,7.13813019,0.942788661,0.129616052,3.46570015,5.68371964,2.41115594,1.97914481,3.70079231,4.43899012,3.56292486,2.93934536,2.54106855,1.70150077,1.10718644,1.12600815,1.57127726,2.75368285,4.28161669
30,0.91335398,-4.06406355,-1.52390981,-0.995920479,-1.21757901,1.10742009,5.08795071,-3.09269714,2.25514531,4.87779713,4.92048788,-3.38780808,0.0516030155,1.7196486,7.15550375,0.920571029,0.133559123,3.48126626,5.70863581,2.40456653,1.9801923,3.71849608,4.45931101,3.56673884,2.93762374,2.54153609,1.70260167,1.11115515,1.13421237,1.58545685,2.77808881,4.29334116
31,0.86236769,-4.07110739,-1.50799561,-1.00122547,-1.214921,1.13115442,5.06991863,-3.11937189,2.24966168,4.92989635,4.87976217,-3.43631339,0.0796727613,1.74769473,7.17268467,0.897924483,0.137667209,3.49689436,5.73353338,2.39781117,1.98122621,3.73625064,4.47967482,3.57044244,2.93580747,2.54197145,1.7037189,1.11517441,1.14247215,1.59972703,2.80258203,4.30462694
32,0.811049998,-4.07756424,-1.49241555,-1.00641191,-1.21227431,1.15504563,5.05136251,-3.14653087,2.24344516,4.98152113,4.8383522,-3.48449969,0.107407801,1.77630663,7.18966532,0.874916255,0.141968861,3.51262546,5.7583499,2.39084959,1.98231423,3.75413823,4.50006723,3.5739243,2.93388534,2.54247117,1.70489633,1.11920261,1.15074921,1.61407375,2.82716894,4.3154912
33,0.759468853,-4.08341312,-1.47722352,-1.0114702,-1.20965481,1.17900562,5.03238392,-3.17406702,2.23653126,5.03261137,4.7963295,-3.5323081,0.134756044,1.80544889,7.20643997,0.851530015,0.146451905,3.52843451,5.78313065,2.38374138,1.98340714,3.77206492,4.52047157,3.57729912,2.9319005,2.54295397,1.70607197,1.12325919,1.15908134,1.62852156,2.85184741,4.32590246
34,0.70761168,-4.08865643,-1.4623903,-1.01640284,-1.20704687,1.20309103,5.01291084,-3.20204544,2.22888732,5.08316183,4.75370455,-3.5797298,0.161710843,1.83515441,7.22299957,0.82771045,0.151146889,3.54434896,5.80785036,2.37643981,1.98452652,3.79008412,4.54090977,3.58050561,2.92980671,2.54343939,1.70729256,1.1273725,1.16747153,1.64306307,2.87661052,4.33585978
35,0.655475557,-4.09330416,-1.44792044,-1.02121425,-1.20445526,1.22733271,4.99290037,-3.23051333,2.22047591,5.13321018,4.71043491,-3.62681341,0.188295171,1.86546648,7.23932552,0.803439617,0.156086206,3.56042099,5.83249426,2.36882877,1.98566031,3.80825448,4.56142473,3.58348489,2.92758656,2.54399705,1.70857954,1.1314832,1.17587388,1.6576848,2.9014647,4.34536934
36,0.60312593,-4.09738398,-1.43382394,-1.02590358,-1.20188582,1.2516402,4.97244883,-3.25934839,2.21134114,5.18268585,4.6666069,-3.67351246,0.214446291,1.89628303,7.2554369,0.778792739,0.161209494,3.57657743,5.85706711,2.36108088,1.98685884,3.82652211,4.58193827,3.58626556,2.92526031,2.54458356,1.70994496,1.13564873,1.18430293,1.67235947,2.92635632,4.35441065
37,0.550494492,-4.10084343,-1.42009926,-1.03047335,-1.19932747,1.27613056,4.95143175,-3.28870225,2.20142293,5.23160696,4.62222767,-3.71982241,0.240162,1.92766106,7.27130651,0.753687084,0.166536674,3.59282136,5.88161373,2.35317779,1.98802674,3.8447907,4.60246849,3.58899617,2.92290568,2.54512286,1.7112577,1.13983452,1.19280684,1.68716908,2.95137596,4.36298704
38,0.497657508,-4.10373306,-1.40674579,-1.03492391,-1.19679129,1.30070806,4.92992783,-3.31845498,2.19074702,5.27995729,4.57728529,-3.76576591,0.265433609,1.95954657,7.28694582,0.728181839,0.172054917,3.60917449,5.90608025,2.34503412,1.98923385,3.86320996,4.62306166,3.59147072,2.92038941,2.54572654,1.71268129,1.14405978,1.20132601,1.70203209,2.97643566,4.37108326
39,0.444594771,-4.10603142,-1.3937763,-1.03925717,-1.19427478,1.32537496,4.90795517,-3.34859776,2.17932391,5.32768631,4.53189135,-3.8112781,0.290200979,1.9919101,7.30235243,0.702299833,0.177793741,3.62565827,5.93045092,2.33669877,1.99050546,3.88173437,4.64365053,3.59376192,2.91781425,2.54636788,1.71412075,1.14829135,1.20988035,1.71698964,3.00158048,4.3786993
40,0.391276479,-4.10772514,-1.38116872,-1.04347706,-1.19177461,1.35020614,4.8854084,-3.3792398,2.16707993,5.3748436,4.48597002,-3.85641932,0.314517826,2.02486515,7.31748533,0.675899804,0.183773667,3.64227509,5.9547801,2.3281312,1.99175584,3.90032101,4.66429424,3.59592009,2.91513729,2.54699183,1.71558464,1.15257692,1.21850145,1.73205936,3.02682376,4.38582563
41,0.337834626,-4.10884762,-1.36896372,-1.04757416,-1.18929648,1.3751229,4.86237574,-3.41026878,2.1540699,5.42137003,4.43960714,-3.90113926,0.338305086,2.05825925,7.33237457,0.64913702,0.189941108,3.65899277,5.9790287,2.31937456,1.99303353,3.91899467,4.68498278,3.59791374,2.91233969,2.54761672,1.71711779,1.15692675,1.2271688,1.74720156,3.05210185,4.3924489
42,0.28418085,-4.10938358,-1.35712981,-1.05156064,-1.18683577,1.4001739,4.83879662,-3.44174838,2.14024925,5.46726656,4.39282322,-3.94545341,0.361577839,2.09215331,7.34700489,0.621950269,0.196339831,3.67585373,6.0031743,2.31041861,1.99439526,3.93780208,4.70563793,3.59965634,2.90949678,2.54834294,1.71868217,1.16125429,1.23584986,1.76243198,3.07746243,4.39858007
43,0.230359495,-4.1093421,-1.34567308,-1.0554353,-1.18439198,1.42534316,4.81469059,-3.47364736,2.12563252,5.51250696,4.34565544,-3.98934197,0.384300113,2.1264739,7.36138201,0.594373286,0.202919275,3.69280767,6.02725315,2.30127597,1.99576247,3.9566772,4.72634935,3.6012609,2.90653491,2.54905367,1.72029781,1.1656394,1.2445823,1.77775085,3.10288429,4.40420532
44,0.176386461,-4.10871792,-1.3346082,-1.05919528,-1.18196952,1.45062065,4.79005003,-3.50596094,2.11020136,5.55710268,4.29808521,-4.03282166,0.406480134,2.16127539,7.37547874,0.566330254,0.209732085,3.70990825,6.05125904,2.29188633,1.9971472,3.97566104,4.74710226,3.60266352,2.90346861,2.54979467,1.72196043,1.17006361,1.25336719,1.79316938,3.12837076,4.40930748
45,0.122279547,-4.10754061,-1.32392824,-1.06284893,-1.17957032,1.47600031,4.76490259,-3.53867531,2.09395146,5.60102463,4.25019979,-4.07585239,0.428093404,2.19658804,7.38927794,0.537841022,0.21682477,3.72719479,6.07514572,2.28226781,1.99859321,3.99474859,4.76784992,3.6038723,2.90034151,2.55059242,1.72365999,1.17449021,1.26216531,1.80865574,3.15390134,4.41389751
46,0.0679770857,-4.10576105,-1.31362379,-1.06639636,-1.17719185,1.50151408,4.73917532,-3.57183027,2.07685804,5.64427233,4.20197296,-4.11847544,0.449129909,2.23230648,7.40281534,0.508976638,0.224096075,3.74457908,6.09893608,2.27249908,2.00009894,4.01391745,4.7885766,3.6049099,2.8971684,2.55140781,1.72535574,1.17892957,1.27101684,1.82426214,3.17953134,4.41796255
47,0.0135584753,-4.10340595,-1.30369627,-1.06983507,-1.1748333,1.52714753,4.71288776,-3.60539961,2.05892944,5.68682432,4.15344524,-4.16067505,0.469573855,2.2684207,7.4160552,0.479652524,0.231572077,3.76208878,6.12268209,2.26247048,2.00156856,4.03317356,4.80941486,3.60576773,2.89380503,2.55221319,1.72717118,1.18347096,1.27992988,1.83995748,3.20520949,4.42149162
48,-0.0409621857,-4.10049057,-1.2941525,-1.0731672,-1.17248702,1.55293536,4.68600225,-3.6394217,2.04012537,5.72867203,4.10465097,-4.20244741,0.489425182,2.30498767,7.42900038,0.449909985,0.239292935,3.77976656,6.1462903,2.25225067,2.00315499,4.0525732,4.8301897,3.60636759,2.89043951,2.55313706,1.72899377,1.187976,1.28886199,1.85574329,3.23094296,4.42448902
49,-0.0955972075,-4.09700203,-1.28500128,-1.07639825,-1.17017376,1.57877707,4.65864325,-3.67376661,2.02051806,5.76978588,4.05567598,-4.24374342,0.508632898,2.34193277,7.44164753,0.419743091,0.247249126,3.79759669,6.16980886,2.24181223,2.00474524,4.07202435,4.85100365,3.60685277,2.8869822,2.55402064,1.73083091,1.19253373,1.29785287,1.87163389,3.25674081,4.42693949
50,-0.150284231,-4.09297085,-1.27622521,-1.0795244,-1.16787636,1.60474801,4.63069057,-3.70852232,2.00003982,5.81017256,4.00646257,-4.28462696,0.52722156,2.37923098,7.45399666,0.389176965,0.255400866,3.81556034,6.19323111,2.23114276,2.00637722,4.09160042,4.87185049,3.60710764,2.88341188,2.55495191,1.73274684,1.19714546,1.30689299,1.88760591,3.28255987,4.42883587
51,-0.205052331,-4.08839226,-1.26783025,-1.08255279,-1.1656059,1.63080978,4.60220861,-3.74363732,1.97871041,5.84981632,3.95710135,-4.3250556,0.545165122,2.41691923,7.46602726,0.358197659,0.263807774,3.83370829,6.21652365,2.2202518,2.00807405,4.11128664,4.89269638,3.60715008,2.87977076,2.55594468,1.73470426,1.20174968,1.31594038,1.90365303,3.30842471,4.43019104
52,-0.259917498,-4.0832262,-1.25981081,-1.08547962,-1.16335106,1.65702522,4.5730958,-3.77918363,1.95647812,5.88870573,3.90755773,-4.36506987,0.5624789,2.4549613,7.47774506,0.32676366,0.272405118,3.85197425,6.23974562,2.20915318,2.00978041,4.13105345,4.9135747,3.6070056,2.87602043,2.55694222,1.73671746,1.20642769,1.32507253,1.91983116,3.33436203,4.43097019
53,-0.314846992,-4.07752752,-1.25216007,-1.08831358,-1.16112018,1.68335879,4.5434041,-3.81511617,1.93335557,5.92682886,3.85792947,-4.40462065,0.579124629,2.49338794,7.48912621,0.294921041,0.281280875,3.8704536,6.26280785,2.19782448,2.01158309,4.15095377,4.93442583,3.6066258,2.87223363,2.5580318,1.73875558,1.21107626,1.33420467,1.93608022,3.36033797,4.43120146
54,-0.369768828,-4.07127237,-1.24489582,-1.09104455,-1.15890944,1.70980108,4.51314688,-3.85140705,1.90935969,5.96416187,3.80824327,-4.44372034,0.595098674,2.53211617,7.50019169,0.262676984,0.290368944,3.88908553,6.28576088,2.18629146,2.01342988,4.17094278,4.95528698,3.6060698,2.86836052,2.55911922,1.74085104,1.21581936,1.34342968,1.95244706,3.38634849,4.43085194
55,-0.424729049,-4.06450319,-1.23799944,-1.09368694,-1.15672672,1.73632669,4.48233128,-3.88802266,1.88448036,6.00071478,3.75848198,-4.48238516,0.610398531,2.57117152,7.51091719,0.230032995,0.299711734,3.90793204,6.30856705,2.17447305,2.01533914,4.19106674,4.97616577,3.60528374,2.86440253,2.56026196,1.74298477,1.2205596,1.35266697,1.96888602,3.41237998,4.42993164
56,-0.47972241,-4.0571785,-1.23147297,-1.09623551,-1.1545639,1.76297438,4.4509244,-3.92499924,1.85870385,6.03645086,3.70870972,-4.52059412,0.625017822,2.61052895,7.52129221,0.196914583,0.309271157,3.92692137,6.33129168,2.16244221,2.01725364,4.21126175,4.99705935,3.60430408,2.86037898,2.56145787,1.74515176,1.22530842,1.36194515,1.98543286,3.43846226,4.42842674
57,-0.534733534,-4.04929543,-1.22531652,-1.09869111,-1.15242338,1.78976345,4.41887331,-3.96236253,1.83199251,6.07137394,3.65893793,-4.5583806,0.638954222,2.65015101,7.53134298,0.163429141,0.319027692,3.94606638,6.35389137,2.15022182,2.019238,4.23156595,5.01795006,3.60312319,2.85627556,2.5626657,1.74736106,1.23012114,1.37129951,2.00210547,3.46459961,4.42632675
58,-0.589699924,-4.04091835,-1.21952426,-1.1010586,-1.15031183,1.81659389,4.38632441,-3.99996185,1.80443776,6.10546398,3.60923862,-4.59569693,0.652177632,2.68999815,7.54105616,0.129588649,0.329019397,3.96541667,6.37633848,2.13774395,2.02128744,4.25198984,5.03884172,3.6017096,2.85208964,2.5639379,1.74963856,1.23495328,1.38066995,2.01883864,3.49072766,4.4236474
59,-0.644670308,-4.03200722,-1.21408892,-1.10333931,-1.14822173,1.84356105,4.35314274,-4.03791952,1.77594221,6.13870859,3.55960846,-4.63257933,0.664711952,2.73012829,7.55040407,0.0952977166,0.339241207,3.98494148,6.3986721,2.12505865,2.02338362,4.27250814,5.05972338,3.60008478,2.84784484,2.56526613,1.7519598,1.2398057,1.39007926,2.03567243,3.51689482,4.42037487
60,-0.699623942,-4.02256775,-1.20900214,-1.1055311,-1.14614558,1.8707068,4.31925869,-4.07628536,1.74645948,6.17111015,3.51007104,-4.66903782,0.676546812,2.77052116,7.5593996,0.0606500804,0.349689454,4.00466442,6.42083359,2.11216593,2.02558017,4.29315281,5.08057737,3.59823775,2.84354854,2.56663394,1.75430787,1.24468911,1.39954579,2.0526185,3.54309726,4.41650391
61,-0.754524529,-4.01261806,-1.20428658,-1.1076405,-1.14410257,1.89788461,4.28488255,-4.11484385,1.7161274,6.20264053,3.46069765,-4.70502996,0.687662244,2.81112909,7.56801844,0.0255686864,0.36039567,4.02461624,6.44285965,2.09896469,2.02779484,4.31389284,5.10146809,3.59621525,2.83916712,2.56799555,1.75666702,1.24961472,1.40908587,2.06968498,3.56931949,4.41200399
62,-0.809380651,-4.00212908,-1.19991732,-1.10966122,-1.14207864,1.92522836,4.24980783,-4.15377426,1.68481147,6.23329115,3.41147828,-4.74060869,0.698078692,2.8519299,7.57628202,-0.00988414697,0.371283591,4.04472208,6.46476173,2.08558249,2.0300808,4.33475351,5.12232637,3.59391904,2.83473372,2.56948209,1.75911605,1.25454688,1.41864288,2.08684587,3.59558058,4.40691137
63,-0.864149153,-3.99117684,-1.19589245,-1.11160433,-1.14008188,1.95263362,4.21418381,-4.19292021,1.65259695,6.26306057,3.36246228,-4.77573681,0.707766593,2.89293885,7.58416224,-0.0457396284,0.382440299,4.0650816,6.4864893,2.07191777,2.03244162,4.35574675,5.14319038,3.59138823,2.83020663,2.57099557,1.7616179,1.25952363,1.42824352,2.10408378,3.62181616,4.40120125
64,-0.918801904,-3.97973847,-1.19220686,-1.113464,-1.13810611,1.98015666,4.17794132,-4.23234177,1.61945045,6.29192495,3.3137157,-4.81042671,0.716736794,2.93409348,7.59168577,-0.0819114372,0.393800795,4.08563566,6.50805235,2.05806136,2.03489542,4.37684774,5.16399622,3.58863902,2.82566881,2.57258487,1.76415443,1.26451981,1.43788826,2.12141848,3.64805341,4.39488792
65,-0.973445117,-3.96776795,-1.18886101,-1.11524749,-1.13615656,2.00780749,4.14102793,-4.27205372,1.58531952,6.31988382,3.26516318,-4.84471703,0.725003302,2.97544146,7.59880638,-0.118539728,0.405365467,4.10636854,6.52950478,2.04393029,2.03733087,4.39802074,5.18487358,3.58572173,2.82100749,2.57414961,1.76671302,1.2695508,1.44759393,2.13888454,3.67434001,4.38792467
66,-1.02792323,-3.95534611,-1.18584275,-1.11695075,-1.13422942,2.03555918,4.10351181,-4.31199217,1.55026114,6.34690809,3.21695828,-4.87855816,0.732544899,3.01693916,7.60554981,-0.155517638,0.417173982,4.12734985,6.55076742,2.02958751,2.03990221,4.41934443,5.20565939,3.58251119,2.81634068,2.57584906,1.76934636,1.27459717,1.45732117,2.1564157,3.70059204,4.38036633
67,-1.08226693,-3.94242668,-1.18316472,-1.11857295,-1.13232839,2.06338072,4.06542158,-4.35210371,1.51430476,6.37299728,3.16908526,-4.91197729,0.739367247,3.05849147,7.61192036,-0.192829177,0.429155588,4.1485033,6.57191086,2.0149982,2.04247141,4.44073534,5.22649288,3.57913089,2.81155634,2.5775342,1.77205265,1.27973044,1.46712804,2.17406845,3.72685003,4.3721633
68,-1.1364944,-3.92905521,-1.18080747,-1.12012506,-1.13045311,2.0913136,4.02669954,-4.39243937,1.47738886,6.39814758,3.12156987,-4.94497728,0.745468795,3.10018945,7.61790514,-0.230481192,0.441382825,4.16993141,6.59281445,2.00014067,2.04520416,4.46234035,5.2472744,3.57542586,2.80673575,2.57932234,1.77477872,1.28484535,1.47696459,2.19181943,3.75310302,4.36332989
