traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
562,-1.59267271,-0.953772008,-0.157958761,0.462588519,4.63820887,11.3520336,7.96497297,6.93265486,0.645386875,-3.52610803,5.33915281,-11.0616789,-2.31576467,-8.37313271,1.03555739,-5.03305769,-4.83921051,-8.92461014,10.1161823,-9.92485619,-7.33245659,8.63968658,4.29772854,-4.85793781,-0.209583789,12.7575607,9.48997498,1.55992854,5.78296232,-4.35283184,-4.04351187,-0.805008173
563,-1.58943737,-0.948774993,-0.152404711,0.469425499,4.66376925,11.3524275,7.95004272,6.93797779,0.606223702,-3.57592893,5.45135689,-11.0253906,-2.16405797,-8.3957634,1.07956159,-5.05303717,-4.77156782,-8.98510075,10.1633711,-9.89248562,-7.31954718,8.59204865,4.32068491,-4.88075781,-0.22973612,12.772296,9.51537991,1.51896513,5.77499533,-4.37387896,-4.01626539,-0.808759689
564,-1.58615065,-0.943721652,-0.146805719,0.476307809,4.68935966,11.3525229,7.93464184,6.94336748,0.567129076,-3.62538862,5.56440783,-10.9873838,-2.01161695,-8.41669464,1.12527668,-5.07237959,-4.70359755,-9.04364395,10.2109003,-9.86164474,-7.30628014,8.54218102,4.3431921,-4.90438461,-0.25121668,12.7860479,9.54224777,1.47704434,5.76705408,-4.39395761,-3.98882008,-0.812457621
565,-1.58289897,-0.938717663,-0.141242579,0.483151466,4.71487999,11.3522444,7.91870832,6.94883394,0.528142333,-3.67455316,5.67808199,-10.9473925,-1.8587091,-8.43602657,1.17266619,-5.09147549,-4.63428783,-9.10142612,10.2591429,-9.82901001,-7.29229689,8.49441719,4.36577511,-4.92745304,-0.271429509,12.8005505,9.56682682,1.43571579,5.75999069,-4.41434622,-3.96141219,-0.816183746
566,-1.57966435,-0.93372643,-0.135689884,0.490007013,4.74024677,11.3519278,7.90272093,6.95397282,0.489245296,-3.72268558,5.79131794,-10.9060955,-1.70564687,-8.45366096,1.22139478,-5.10985184,-4.56464243,-9.15781116,10.3077726,-9.79654408,-7.27788591,8.44640732,4.38799524,-4.95067978,-0.291982889,12.8145237,9.59187126,1.39404976,5.7528944,-4.43442345,-3.93369675,-0.820004106
567,-1.57637143,-0.92872566,-0.130091906,0.496984392,4.76601887,11.3502235,7.88497925,6.96075583,0.450942159,-3.77159262,5.90613317,-10.8619385,-1.55187297,-8.46974277,1.27210271,-5.12866402,-4.49313831,-9.21375561,10.357069,-9.76242733,-7.26287651,8.39958954,4.41011715,-4.97377872,-0.312203765,12.8288498,9.61605072,1.35211384,5.74649,-4.4540906,-3.90597939,-0.823768556
568,-1.57304585,-0.923716426,-0.124479942,0.504025817,4.79191256,11.3478155,7.86644506,6.96825075,0.413170636,-3.81996512,6.02161837,-10.8163967,-1.39772916,-8.48365307,1.32410085,-5.1464715,-4.42138243,-9.26830196,10.4068632,-9.728755,-7.24728346,8.35187435,4.43159676,-4.99725723,-0.333490521,12.8422165,9.64112091,1.30944729,5.7404213,-4.47299194,-3.87835193,-0.827419877
569,-1.56978238,-0.918761492,-0.118912578,0.511006057,4.81755304,11.3454018,7.84782457,6.97521162,0.375291854,-3.86777353,6.13669062,-10.7684832,-1.24370253,-8.49645138,1.37768424,-5.16413546,-4.34852934,-9.32163811,10.4572268,-9.6949358,-7.23117685,8.30378151,4.452672,-5.02123213,-0.355151981,12.8550644,9.6661272,1.2668494,5.73455429,-4.49184084,-3.85056376,-0.831187785
570,-1.56646633,-0.913776934,-0.113326617,0.518025696,4.84320831,11.3425865,7.82875299,6.98244476,0.337844431,-3.91487861,6.25219536,-10.7191725,-1.08952057,-8.50726509,1.43264592,-5.1808567,-4.27535009,-9.37344265,10.5079832,-9.66059971,-7.21460104,8.25676155,4.47403812,-5.04445505,-0.375903457,12.8685875,9.68955517,1.22399879,5.72977304,-4.51014709,-3.8231039,-0.834733963
571,-1.56311011,-0.908766329,-0.10769476,0.525136292,4.86899233,11.3390875,7.80878735,6.99022675,0.300690442,-3.96192789,6.3680253,-10.6672392,-0.935266793,-8.51669884,1.48926723,-5.19756365,-4.20067644,-9.42446136,10.5594692,-9.62537575,-7.19743538,8.2101059,4.49472952,-5.06810951,-0.397312164,12.8814344,9.7140789,1.180637,5.72459888,-4.5281744,-3.79489946,-0.838474333
572,-1.55979156,-0.903799713,-0.102071606,0.532303393,4.89504337,11.334363,7.78741646,6.99944687,0.264265507,-4.00924301,6.48529339,-10.612874,-0.780452013,-8.52431488,1.5476135,-5.21386099,-4.12503052,-9.4741993,10.6115656,-9.58987522,-7.17972708,8.16350079,4.51504946,-5.09195328,-0.418990135,12.8939323,9.73860645,1.13698351,5.71973419,-4.54576015,-3.76656675,-0.842236698
573,-1.55645669,-0.898847997,-0.096446462,0.53949815,4.92105627,11.3291454,7.76550674,7.00897789,0.228300214,-4.05597115,6.60241175,-10.5565357,-0.626145303,-8.53027821,1.60721052,-5.22965097,-4.04836893,-9.52296162,10.6642876,-9.55312157,-7.16143656,8.11840534,4.53496552,-5.11548853,-0.440495908,12.9062996,9.76213932,1.09340322,5.71576452,-4.5630827,-3.73872399,-0.845884144
574,-1.55311298,-0.893892288,-0.0908397734,0.546667159,4.94686747,11.3239641,7.74361277,7.01802206,0.192406282,-4.1019001,6.71903467,-10.4981203,-0.472194314,-8.53494072,1.66827238,-5.24481678,-3.97140884,-9.56989479,10.7172422,-9.51711845,-7.14279747,8.07204819,4.55526733,-5.13932323,-0.461629391,12.9190683,9.78476524,1.0499382,5.71222782,-4.58050394,-3.71040201,-0.849578202
575,-1.54974759,-0.888941288,-0.0852377266,0.553857267,4.97261095,11.3183708,7.72132015,7.02732611,0.157095149,-4.14700174,6.83535337,-10.4381256,-0.318966299,-8.53779221,1.73028326,-5.25902891,-3.89402342,-9.61557579,10.7707825,-9.4806118,-7.12354183,8.02648163,4.57500315,-5.16299868,-0.483047038,12.9313726,9.80737495,1.00609887,5.70922613,-4.59733057,-3.68226099,-0.853162289
576,-1.54635274,-0.88397038,-0.0795632973,0.561200917,4.99884224,11.3111382,7.6970892,7.03854513,0.122549757,-4.19295788,6.95371246,-10.3746223,-0.164963797,-8.53912449,1.79441512,-5.27332354,-3.8147459,-9.66019154,10.8251991,-9.44333458,-7.10374546,7.98112965,4.5940547,-5.18704796,-0.505381048,12.9427462,9.83140564,0.961295545,5.70600367,-4.61336231,-3.65366244,-0.856830537
577,-1.54294086,-0.878998578,-0.0739206374,0.56849438,5.024827,11.3038683,7.67289543,7.04943705,0.0883091837,-4.23794556,7.07148647,-10.3093567,-0.0116272829,-8.53896713,1.85971141,-5.28674984,-3.73526049,-9.70309734,10.8798599,-9.40611362,-7.08354855,7.93577147,4.61352205,-5.21076727,-0.526956081,12.9547853,9.85339642,0.916755497,5.70418072,-4.62924385,-3.62560987,-0.860249639
578,-1.53957152,-0.874091804,-0.0683109611,0.575803101,5.05072212,11.2962551,7.64837313,7.06045246,0.0545936562,-4.28208351,7.18847036,-10.2422466,0.140504539,-8.53725338,1.92586017,-5.29939318,-3.65506339,-9.74493885,10.9352598,-9.36806393,-7.06268311,7.89148664,4.63199472,-5.23479605,-0.549110651,12.9660301,9.87581635,0.872247636,5.70235538,-4.64489555,-3.59728456,-0.863795877
579,-1.53610921,-0.869131863,-0.0626161173,0.583276153,5.07715845,11.2866182,7.62154865,7.07387257,0.021995943,-4.32729721,7.30776834,-10.1712141,0.293084085,-8.53407097,1.99419212,-5.31214714,-3.5730617,-9.78542137,10.9913797,-9.32963943,-7.04131603,7.84671354,4.65045357,-5.2589922,-0.571533501,12.9770622,9.89840698,0.827050209,5.700912,-4.66004705,-3.56869149,-0.867298901
580,-1.53271067,-0.864190698,-0.0569830239,0.590632617,5.10291004,11.2783794,7.59639549,7.0850029,-0.0109233567,-4.37011528,7.42423058,-10.0998259,0.443899274,-8.52949333,2.06268692,-5.32326937,-3.49162245,-9.82432842,11.0478487,-9.29096317,-7.01948214,7.80318689,4.66845512,-5.2830019,-0.593656898,12.9880075,9.92029667,0.782234192,5.69971609,-4.67536116,-3.53985548,-0.870879769
581,-1.52926755,-0.859286189,-0.0512963459,0.598210096,5.12954378,11.2669296,7.5676384,7.1002059,-0.0418927632,-4.41479778,7.54382467,-10.0236959,0.594844162,-8.52342892,2.13362932,-5.33516407,-3.40757871,-9.86222839,11.1050854,-9.25117493,-6.99719572,7.75970936,4.68627071,-5.30722475,-0.616213977,12.9985743,9.94215298,0.736845315,5.69936371,-4.68981886,-3.51142716,-0.874307573
582,-1.52579236,-0.854335666,-0.0456383973,0.605642498,5.15542126,11.2570629,7.54078436,7.11287308,-0.0733251199,-4.45711613,7.66102886,-9.94713593,0.744522929,-8.51610088,2.20486045,-5.34495354,-3.32508993,-9.89757061,11.1624584,-9.21356678,-6.97443247,7.71447706,4.70420361,-5.3314805,-0.638794422,13.009017,9.96382618,0.691119015,5.69941759,-4.70389795,-3.48271322,-0.87765491
583,-1.52232528,-0.849433243,-0.0399741754,0.613184988,5.1816988,11.2452679,7.51182222,7.12774467,-0.103480101,-4.50010967,7.77950668,-9.86686039,0.893412054,-8.50732803,2.27775717,-5.35496521,-3.24013543,-9.93228722,11.2207727,-9.17333603,-6.95112371,7.67181015,4.72153521,-5.35566854,-0.6612432,13.0193901,9.98471928,0.645702004,5.70002174,-4.71796608,-3.45400739,-0.881013811
584,-1.51880813,-0.844475687,-0.0342859179,0.620745063,5.20774364,11.2337303,7.48325586,7.14196157,-0.133308217,-4.54170227,7.89672709,-9.78529453,1.0411427,-8.49721432,2.35123038,-5.36358547,-3.1557138,-9.96507454,11.2794294,-9.13419151,-6.92729616,7.62816715,4.73850679,-5.38000488,-0.684339881,13.029109,10.0062284,0.599477947,5.70109129,-4.73114204,-3.42531228,-0.884231448
585,-1.51534402,-0.839617014,-0.0286062453,0.628420115,5.23429346,11.2198124,7.45207214,7.15894508,-0.161562592,-4.58436823,8.01568031,-9.69937134,1.18795156,-8.48596859,2.42658663,-5.37258673,-3.06859493,-9.99693871,11.3390989,-9.09285355,-6.90296459,7.58649015,4.75489426,-5.40447998,-0.707432449,13.0385437,10.0273848,0.553527296,5.70230055,-4.74439812,-3.39633822,-0.887617409
586,-1.51185918,-0.834679186,-0.0229410771,0.635951102,5.25999975,11.2078648,7.4233079,7.17301321,-0.190386519,-4.62419653,8.13167763,-9.61386013,1.3334111,-8.47316456,2.50180268,-5.37929916,-2.98321199,-10.0266943,11.3988657,-9.05258751,-6.87821913,7.54498148,4.77115583,-5.42862749,-0.730163872,13.0480776,10.0480814,0.507493794,5.70367193,-4.75768232,-3.36684775,-0.891032577
587,-1.50832069,-0.82975173,-0.0172187649,0.64370501,5.28646994,11.193017,7.39129877,7.19055414,-0.217210278,-4.66542578,8.2499094,-9.52350998,1.47799981,-8.45944786,2.57918143,-5.38641453,-2.89576101,-10.0548143,11.4591913,-9.01207733,-6.85306597,7.50249481,4.78794289,-5.4529562,-0.752572894,13.0580292,10.0674267,0.461543292,5.70621252,-4.77060938,-3.33769989,-0.894275308
588,-1.50476062,-0.824867308,-0.0114981355,0.651528239,5.3131876,11.1764841,7.35752439,7.20981789,-0.242808267,-4.70700169,8.36896515,-9.42943478,1.62123179,-8.44461632,2.65792036,-5.39340401,-2.80623984,-10.0817833,11.5205679,-8.97029209,-6.82725716,7.46073866,4.80366802,-5.47769117,-0.776253104,13.0666027,10.0876617,0.415147156,5.70946169,-4.7827611,-3.3090322,-0.897344708
589,-1.50119579,-0.819946349,-0.00575741986,0.659362197,5.33969593,11.1600189,7.32406044,7.22879791,-0.26759392,-4.7470088,8.48714828,-9.33450794,1.7632879,-8.42809963,2.73691773,-5.398664,-2.71766114,-10.1068325,11.5821295,-8.92884731,-6.80112362,7.41997194,4.81922626,-5.50206709,-0.799390256,13.0754223,10.1075964,0.368534625,5.71248865,-4.79486561,-3.27951717,-0.900586009
590,-1.49760771,-0.815040886,-4.21367804e-05,0.667174637,5.36598873,11.1433926,7.29049778,7.24750233,-0.291976988,-4.78627396,8.60405922,-9.23711491,1.90326595,-8.41100407,2.81664324,-5.40319347,-2.62833786,-10.1302357,11.6444092,-8.88750935,-6.77436972,7.37874556,4.83421993,-5.52675438,-0.823436677,13.0833111,10.1282387,0.321240872,5.71622229,-4.80590439,-3.25024986,-0.903602064
591,-1.49407506,-0.810164213,0.00559006957,0.674785912,5.39151573,11.1281691,7.25871897,7.26408386,-0.31672135,-4.82349443,8.71850777,-9.13920498,2.04175448,-8.39283371,2.89669561,-5.40627718,-2.53994703,-10.151866,11.7065754,-8.84664917,-6.74739552,7.33762312,4.84976435,-5.55101633,-0.846311808,13.0921164,10.1467333,0.27468729,5.72075224,-4.81735277,-3.22101116,-0.906590641
592,-1.49039507,-0.805253506,0.0113919396,0.682902694,5.41863012,11.1075907,7.22102165,7.28711414,-0.337643832,-4.86327028,8.83734703,-9.03468513,2.17874813,-8.37363243,2.97904849,-5.41014481,-2.44769025,-10.1721134,11.7701902,-8.80370712,-6.71977615,7.29770613,4.864429,-5.57578135,-0.870173693,13.0999346,10.1660891,0.227639735,5.72566891,-4.82813454,-3.19165587,-0.909546614
593,-1.4868058,-0.800360382,0.0171413496,0.690869987,5.4451189,11.0880566,7.18472719,7.30845451,-0.358639389,-4.90113974,8.95432758,-8.92937374,2.31440282,-8.35326958,3.06159592,-5.41228008,-2.35619974,-10.1904545,11.8341475,-8.76111507,-6.69174957,7.25851917,4.87863207,-5.60042334,-0.894058049,13.1073999,10.185504,0.180335149,5.73057699,-4.83870316,-3.16187835,-0.912600517
594,-1.48313689,-0.795450151,0.0228894167,0.698846757,5.47152424,11.067811,7.14786339,7.33034801,-0.378478378,-4.93824196,9.07071877,-8.82193184,2.44813013,-8.33200741,3.14477491,-5.41353941,-2.26478767,-10.206975,11.8982592,-8.71925163,-6.66329813,7.21831465,4.89316607,-5.6249938,-0.917692244,13.1151733,10.2036419,0.133214131,5.73676586,-4.84894609,-3.13253045,-0.915389061
595,-1.47949743,-0.790580988,0.0286201239,0.706857383,5.4979043,11.046895,7.11036682,7.35261154,-0.397439748,-4.97475576,9.18625259,-8.71189022,2.57953048,-8.31012058,3.22852921,-5.41407156,-2.17214227,-10.2220764,11.9632626,-8.67619896,-6.63430405,7.17945528,4.90686703,-5.64975357,-0.941866994,13.1220541,10.2222881,0.0859861299,5.74305916,-4.8589201,-3.10295391,-0.918222308
596,-1.475788,-0.785658717,0.0343716405,0.714877903,5.52406645,11.0260086,7.07314444,7.37460375,-0.415593833,-5.00987244,9.30066204,-8.60072517,2.70933747,-8.28713226,3.3125484,-5.41321468,-2.08068419,-10.2352037,12.0281878,-8.63479137,-6.60488462,7.13903904,4.92078829,-5.67454433,-0.965979218,13.1290674,10.2404222,0.0384993777,5.75006437,-4.86845016,-3.07326484,-0.920918584
597,-1.47212994,-0.780801833,0.04012914,0.723011911,5.55073881,11.0021629,7.03279877,7.39962673,-0.431450963,-5.04597044,9.41694546,-8.484272,2.83718157,-8.2638216,3.39848876,-5.41245842,-1.98581707,-10.2465296,12.0943308,-8.59054661,-6.57519054,7.1018033,4.93456936,-5.69911051,-0.98922205,13.1366997,10.2566862,-0.00796690676,5.75758553,-4.87865162,-3.04348969,-0.923742235
598,-1.4684211,-0.775907457,0.0458908714,0.731128812,5.5770092,10.9791136,6.9935956,7.42351055,-0.44675383,-5.07993078,9.53103924,-8.36806011,2.96301317,-8.23924541,3.48368979,-5.40976858,-1.89323866,-10.2561369,12.1605549,-8.54875565,-6.54475737,7.06248665,4.94726896,-5.72408628,-1.01434815,13.1421814,10.2757158,-0.0562466681,5.76533222,-4.88688803,-3.01373553,-0.926326334
599,-1.46468484,-0.771044612,0.0516642444,0.739351094,5.6035676,10.9539585,6.95221853,7.4493475,-0.460233271,-5.11424017,9.64556217,-8.2476635,3.08606172,-8.21461487,3.57024527,-5.40710831,-1.797948,-10.2640247,12.2276297,-8.50479221,-6.51416206,7.02532625,4.96003532,-5.74888563,-1.03879106,13.1482134,10.2932634,-0.103953995,5.77378511,-4.89531469,-2.98397088,-0.928893924
600,-1.46100378,-0.766199648,0.0573900938,0.747466266,5.62968063,10.9294033,6.91176558,7.47417259,-0.47324264,-5.14678431,9.75854778,-8.12658501,3.20760083,-8.18892384,3.65669203,-5.40265274,-1.70423043,-10.2700567,12.2947865,-8.46239185,-6.48288441,6.98683977,4.97262287,-5.77389383,-1.06331253,13.1540117,10.3102274,-0.151143894,5.78257179,-4.90413141,-2.95390964,-0.931524634
601,-1.45716107,-0.761270285,0.0632276163,0.755842566,5.65633869,10.9023018,6.86867714,7.50153589,-0.483746469,-5.17949772,9.8722496,-8.00177097,3.3263216,-8.16299248,3.74401331,-5.39787149,-1.60852551,-10.2743158,12.3628254,-8.41852951,-6.45130253,6.95000648,4.98480511,-5.79879665,-1.08816838,13.1594639,10.3275204,-0.199304149,5.7921257,-4.91173744,-2.9238658,-0.933907926
602,-1.45338666,-0.756406844,0.0690033138,0.764152944,5.68282843,10.8744583,6.82507563,7.52939415,-0.49282375,-5.21122456,9.98551273,-7.87493324,3.44312286,-8.13634682,3.83192682,-5.39203548,-1.51298916,-10.2765732,12.4310112,-8.37530804,-6.41938877,6.91281605,4.99726248,-5.82352352,-1.11248231,13.1652441,10.3433714,-0.246804088,5.80252934,-4.91942883,-2.89413118,-0.936220527
603,-1.44959331,-0.751512468,0.0747826695,0.772421539,5.70886374,10.8474789,6.78262234,7.55584955,-0.501770318,-5.24123001,10.0963917,-7.74765015,3.55745792,-8.10916805,3.91934466,-5.38470078,-1.41811275,-10.2773943,12.4996004,-8.33198166,-6.38698483,6.87651253,5.00886679,-5.84844971,-1.13732433,13.1702414,10.3600216,-0.294653058,5.81267834,-4.92688847,-2.863621,-0.938646615
604,-1.44578493,-0.746669471,0.0805608705,0.780803323,5.73525429,10.8180809,6.73774576,7.58462,-0.508056641,-5.27114058,10.2080746,-7.61685419,3.66909575,-8.08177185,4.00768185,-5.37686682,-1.32203627,-10.2760735,12.5688171,-8.28880405,-6.35408878,6.83977222,5.02022076,-5.87349558,-1.16266537,13.1744442,10.3767252,-0.342670709,5.82384586,-4.93350506,-2.8337276,-0.940831363
605,-1.44191599,-0.74178946,0.0864384696,0.789465129,5.76229286,10.7854176,6.68958282,7.61661053,-0.510985851,-5.30115128,10.3210764,-7.48203897,3.77818203,-8.05430317,4.09711647,-5.36846304,-1.22419655,-10.2726192,12.6388178,-8.24442101,-6.32095718,6.8047576,5.03140116,-5.89858294,-1.1875273,13.179121,10.3926802,-0.390512317,5.83485556,-4.94061375,-2.80283117,-0.943272173
606,-1.43807352,-0.736930728,0.0921951383,0.797806144,5.78831863,10.7550821,6.64418077,7.64555216,-0.514684319,-5.3287406,10.4308968,-7.34799528,3.88503861,-8.02607346,4.18571615,-5.35823298,-1.12872207,-10.2675791,12.7085867,-8.20225143,-6.28709126,6.76751804,5.04266405,-5.92361021,-1.21272349,13.1833258,10.4080868,-0.438211977,5.84737349,-4.94680691,-2.77288127,-0.945248842
607,-1.43423283,-0.732065439,0.0980132669,0.806316555,5.81462812,10.7227669,6.59691238,7.67623568,-0.515889168,-5.35569859,10.5410318,-7.21133566,3.98937035,-7.99745893,4.27466202,-5.34709644,-1.03187811,-10.2607508,12.7791109,-8.15798759,-6.25316048,6.73382902,5.05304813,-5.9485507,-1.23783243,13.1873093,10.423296,-0.485716403,5.85968304,-4.95328283,-2.74227309,-0.947458327
608,-1.43027484,-0.727159381,0.103877746,0.814960182,5.84115934,10.6886158,6.54782677,7.70835972,-0.514803588,-5.38217974,10.6510382,-7.0716567,4.0907011,-7.96919823,4.36444378,-5.33524179,-0.934410572,-10.2516375,12.850132,-8.11481094,-6.21856785,6.69830656,5.06366539,-5.97368908,-1.26324987,13.1910067,10.4386568,-0.533968031,5.8728075,-4.9588151,-2.71156859,-0.949443817
609,-1.4264096,-0.722313106,0.109638192,0.823390126,5.86691046,10.656292,6.50100994,7.73814869,-0.514107883,-5.40638733,10.7579994,-6.93300676,4.18985462,-7.94020271,4.45317364,-5.3217063,-0.838846564,-10.241394,12.9209738,-8.0722847,-6.18356562,6.66285229,5.07387495,-5.99879074,-1.28877664,13.194293,10.4534445,-0.581546068,5.88658857,-4.96428299,-2.68118715,-0.951328278
610,-1.42246282,-0.717452824,0.115479715,0.832085848,5.89341354,10.6196918,6.4498415,7.77194309,-0.508807898,-5.43076181,10.867178,-6.78975964,4.28577995,-7.91149426,4.54305935,-5.30771923,-0.741000652,-10.2285423,12.9927473,-8.0286665,-6.14835167,6.6290884,5.08381844,-6.02376223,-1.31428862,13.1973486,10.4679661,-0.629372776,5.901052,-4.96918201,-2.65090179,-0.953104615
611,-1.41849339,-0.7125687,0.121350601,0.840852976,5.91982174,10.5826225,6.39841032,7.80570507,-0.502037406,-5.45373106,10.9750748,-6.64546967,4.37903595,-7.88263083,4.63272285,-5.29246092,-0.643581271,-10.214015,13.0649071,-7.9854517,-6.11253071,6.59520483,5.09304905,-6.04911661,-1.34044516,13.1995144,10.4832306,-0.677445054,5.91539478,-4.97387266,-2.61991715,-0.954977155
612,-1.41451979,-0.70768404,0.127205878,0.849593341,5.94607258,10.5447092,6.34634638,7.83981037,-0.493354917,-5.47543955,11.0823708,-6.49966669,4.46977329,-7.85364485,4.72249889,-5.2760644,-0.546333969,-10.1975441,13.1371975,-7.94253206,-6.0764327,6.56158924,5.10246372,-6.07415438,-1.36624968,13.2019024,10.4974937,-0.72537297,5.93074036,-4.97819185,-2.58926582,-0.956658721
613,-1.41051221,-0.702838421,0.133029252,0.858319759,5.97212505,10.5064049,6.29408455,7.87372732,-0.483343065,-5.49587202,11.1881104,-6.35282278,4.55732632,-7.82492971,4.81219101,-5.25860357,-0.449093312,-10.1792336,13.2097025,-7.89958143,-6.04003048,6.52835941,5.11189985,-6.09921265,-1.39171863,13.2046576,10.5108385,-0.772925436,5.94654322,-4.98238897,-2.55834556,-0.958292246
614,-1.40648031,-0.697957635,0.13892065,0.867247939,5.99861431,10.464982,6.23876905,7.91019869,-0.469267994,-5.51554346,11.29496,-6.20304728,4.64194441,-7.79642296,4.90235615,-5.24023581,-0.351304054,-10.1586752,13.2830076,-7.85757208,-6.00270653,6.49397135,5.12031651,-6.12482882,-1.41870701,13.2052956,10.5259418,-0.821133375,5.96278858,-4.98579264,-2.52749968,-0.959837794
615,-1.40246296,-0.693121791,0.144744739,0.876021028,6.02445984,10.425005,6.18520355,7.94462299,-0.455370098,-5.53332233,11.3988962,-6.05395603,4.72366905,-7.76793528,4.99154472,-5.22038126,-0.254041016,-10.1366892,13.3562336,-7.81393576,-5.96573591,6.4632616,5.12872458,-6.1498127,-1.44452119,13.2071629,10.5390739,-0.868585348,5.97953939,-4.9892664,-2.49654984,-0.961341262
616,-1.39844275,-0.688275695,0.150562346,0.884795249,6.05021572,10.3838692,6.13069916,7.97961521,-0.439089954,-5.54971027,11.5025101,-5.9034338,4.80295467,-7.73932123,5.08089304,-5.19942236,-0.157642052,-10.1128283,13.4295387,-7.77242136,-5.92778397,6.42955971,5.13726425,-6.17503405,-1.47080243,13.2083378,10.5520449,-0.915773571,5.99725342,-4.99255466,-2.46592736,-0.962669075
617,-1.39415371,-0.683208823,0.156659588,0.894257843,6.07775164,10.3332443,6.06651258,8.0229702,-0.412373871,-5.56642199,11.611659,-5.74592972,4.87772131,-7.71191406,5.17208242,-5.17827702,-0.0570346937,-10.0851469,13.5044451,-7.72927809,-5.8896637,6.39831924,5.14499235,-6.20064974,-1.49768984,13.208684,10.5660763,-0.963946581,6.01503277,-4.99470425,-2.43462014,-0.963900208
618,-1.39021969,-0.678499639,0.162374884,0.902869999,6.10253906,10.2947168,6.01512909,8.05430031,-0.396063268,-5.57893753,11.7101412,-5.59691525,4.95220852,-7.68320751,5.25979424,-5.15425539,0.036868114,-10.058773,13.5775385,-7.68753099,-5.85148335,6.36730242,5.1529603,-6.22546291,-1.52343714,13.2100363,10.5780697,-1.0110265,6.03308916,-4.9978199,-2.40317583,-0.965363145
619,-1.38606894,-0.673635721,0.168276221,0.911982238,6.12871408,10.2478399,5.95528889,8.09273148,-0.370288014,-5.5914259,11.8133211,-5.44179201,5.02230644,-7.65571165,5.3491888,-5.1300149,0.133757904,-10.0287781,13.6521034,-7.64660501,-5.81214857,6.3345542,5.16005754,-6.25106096,-1.55098188,13.2089996,10.5920572,-1.05892038,6.05215979,-4.99944115,-2.37219787,-0.966461241
620,-1.38190985,-0.668753326,0.174201414,0.921162903,6.15481615,10.1999998,5.89466429,8.13128471,-0.342114776,-5.60229969,11.9155045,-5.28608084,5.08936357,-7.62850571,5.43829155,-5.10460567,0.231031448,-9.99680805,13.7266026,-7.60411358,-5.77344942,6.30541039,5.16743326,-6.27615881,-1.57707977,13.2096424,10.6041327,-1.10645556,6.0711174,-5.00123262,-2.34036231,-0.967676461
621,-1.37775493,-0.663903654,0.180072814,0.930246949,6.18061876,10.151535,5.83366299,8.16966057,-0.311741233,-5.61140966,12.016818,-5.12994623,5.15380526,-7.60145426,5.52708483,-5.07791328,0.327164263,-9.9631424,13.8011417,-7.5632515,-5.7338109,6.27436209,5.17473841,-6.30131721,-1.603585,13.2096853,10.6156902,-1.15335357,6.09137774,-5.00279093,-2.30926609,-0.968625486
622,-1.3735491,-0.659009397,0.185991749,0.939443827,6.20643234,10.1019516,5.77167177,8.20820713,-0.278804272,-5.61885786,12.1172676,-4.97326136,5.21521664,-7.57485914,5.61543226,-5.04995298,0.422923476,-9.9277153,13.8761168,-7.52284813,-5.6934495,6.24317408,5.18111229,-6.32683992,-1.63119757,13.2080336,10.6285915,-1.20071328,6.11204481,-5.00357628,-2.27808046,-0.969471335
623,-1.36932719,-0.65411216,0.19189465,0.948564172,6.23179865,10.0529861,5.71059465,8.24545002,-0.245071262,-5.62442207,12.2158222,-4.81718111,5.27424717,-7.5483799,5.70323086,-5.02062225,0.517534435,-9.89092445,13.9508438,-7.48272705,-5.65291214,6.21256924,5.18771029,-6.35206842,-1.65812886,13.2071247,10.6403456,-1.24788904,6.13300085,-5.00439119,-2.24638557,-0.970328033
624,-1.36508358,-0.649249077,0.19781737,0.95790416,6.2577343,9.99945736,5.64493322,8.28568745,-0.20483011,-5.62853956,12.3158817,-4.65866184,5.32937431,-7.52300167,5.79149199,-4.9904809,0.613363028,-9.85118198,14.0261183,-7.44305038,-5.61192656,6.18195391,5.19404268,-6.37748337,-1.68541336,13.2055321,10.6519909,-1.29470205,6.154809,-5.00464773,-2.21518373,-0.971008897
625,-1.36082995,-0.644372582,0.203730166,0.96716702,6.28314018,9.94718647,5.58087301,8.32405663,-0.1643347,-5.63049984,12.4135809,-4.50170135,5.38245773,-7.49735451,5.87855339,-4.95883322,0.707722247,-9.81061649,14.1012001,-7.40279865,-5.57092237,6.1533289,5.19979572,-6.40278769,-1.71257758,13.2038708,10.6633892,-1.34133458,6.17654324,-5.00497818,-2.18331122,-0.971758962
626,-1.3565048,-0.639488101,0.209683239,0.976632714,6.30897236,9.89093208,5.51283169,8.36465645,-0.117893592,-5.63086176,12.5122528,-4.34290504,5.43159103,-7.47302866,5.96587753,-4.92627668,0.803027213,-9.76716137,14.176981,-7.36345911,-5.52909279,6.12391043,5.20489311,-6.42841721,-1.74098086,13.2003164,10.6761465,-1.38871586,6.19948483,-5.0037756,-2.15211535,-0.97217226
