4.539571e-5,0.0,0.0
7.444209e-5,2.6172844e-5,3.0834937e-7
0.000103515944,5.2374537e-5,6.1761637e-7
0.00013261741,7.860523e-5,9.278038e-7
0.00016174658,0.00010486488,1.2389139e-6
0.00019090365,0.00013115384,1.5509486e-6
0.00022008816,0.0001574717,1.8639063e-6
0.0002493001,0.00018381832,2.1777892e-6
0.00027854048,0.00021019469,2.4926023e-6
0.00030780793,0.0002365996,2.8083473e-6
0.00033710324,0.00026303355,3.1250183e-6
0.00036642584,0.00028949653,3.4426241e-6
0.00039577694,0.0003159892,3.7611637e-6
0.0004251553,0.00034251047,4.080635e-6
0.00045456173,0.0003690613,4.401041e-6
0.00048399615,0.00039564155,4.7223925e-6
0.0005134581,0.00042225068,5.0446965e-6
0.0005429479,0.00044888887,5.3679205e-6
0.0005724654,0.0004755561,5.6920917e-6
0.0006020114,0.00050225365,6.017213e-6
0.00063158514,0.00052898045,6.3432713e-6
0.00066118676,0.0005557366,6.6702933e-6
0.0006908158,0.00058252097,6.9982534e-6
0.0007204726,0.0006093347,7.3271704e-6
0.0007501575,0.0006361783,7.657032e-6
0.0007798715,0.00066305225,7.987854e-6
0.0008096122,0.0006899542,8.319623e-6
0.00083938136,0.00071688637,8.652352e-6
0.00086917804,0.00074384717,8.986043e-6
0.0008990037,0.0007708387,9.320695e-6
0.0009288562,0.0007978586,9.656305e-6
0.0009587388,0.0008249094,9.9928875e-6
0.0009886469,0.00085198757,1.0330405e-5
0.0010185861,0.00087909825,1.066892e-5
0.0010485518,0.0009062373,1.10084075e-5
0.0010785444,0.00093340426,1.1348842e-5
0.0011085672,0.0009606034,1.1690257e-5
0.0011386158,0.0009878286,1.2032642e-5
0.0011686942,0.0010150864,1.2375972e-5
0.0011988021,0.0010423744,1.2720336e-5
0.0012289353,0.0010696893,1.3065635e-5
0.0012590981,0.0010970349,1.3411934e-5
0.001289289,0.0011244115,1.37592115e-5
0.0013195082,0.0011518168,1.41074515e-5
0.0013497547,0.0011792512,1.4456663e-5
0.0013800315,0.0012067173,1.4806912e-5
0.0014103341,0.0012342103,1.5158098e-5
0.0014406671,0.0012617364,1.5510284e-5
0.0014710282,0.0012892917,1.5863501e-5
0.0015014195,0.0013168773,1.6217684e-5
0.0015318361,0.0013444915,1.6572827e-5
0.0015622815,0.0013721352,1.6929023e-5
0.0015927549,0.0013998087,1.7286144e-5
0.0016232568,0.0014275118,1.7644326e-5
0.0016537883,0.0014552464,1.8003475e-5
0.0016843487,0.0014830114,1.8363622e-5
0.0017149369,0.0015108058,1.8724799e-5
0.0017455524,0.0015386293,1.9086963e-5
0.0017761987,0.0015664842,1.9450117e-5
0.0018068725,0.0015943685,1.9814324e-5
0.0018375738,0.0016222826,2.0179483e-5
0.0018683058,0.0016502282,2.0545702e-5
0.0018990635,0.0016782017,2.0912916e-5
0.0019298497,0.001706205,2.1281094e-5
