4.539996371022425592e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.444660150213167071e-05,2.617305290186777711e-05,3.083563342443085276e-07
1.035207533277571201e-04,5.237508594291284680e-05,6.176323381623660680e-07
1.326225174125283957e-04,7.860602636355906725e-05,9.278270454160519876e-07
1.617519592400640249e-04,1.048659978550858796e-04,1.238943127646052744e-06
1.909091079141944647e-04,1.311549567617475986e-04,1.550983483866730239e-06
2.200942108174785972e-04,1.574733178131282330e-04,1.863954821601510048e-06
2.493064093869179487e-04,1.838202297221869230e-04,2.177845090045593679e-06
2.785465621855109930e-04,2.101964491885155439e-04,2.492666908437968232e-06
3.078145964536815882e-04,2.366018161410465837e-04,2.808416184052475728e-06
3.371101338416337967e-04,2.630359958857297897e-04,3.125098146483651362e-06
3.664331452455371618e-04,2.894992649089545012e-04,3.442710521994740702e-06
3.957843582611531019e-04,3.159921325277537107e-04,3.761255811696173623e-06
4.251635109540075064e-04,3.425141912885010242e-04,4.080739927303511649e-06
4.545696428976953030e-04,3.690645389724522829e-04,4.401153091748710722e-06
4.840043548028916121e-04,3.956450091209262609e-04,4.722508492704946548e-06
5.134665989316999912e-04,4.222546122036874294e-04,5.044815679866587743e-06
5.429572775028645992e-04,4.488936683628708124e-04,5.368050551624037325e-06
5.724743823520839214e-04,4.755608388222754002e-04,5.692221293429611251e-06
6.020203582011163235e-04,5.022580153308808804e-04,6.017355644871713594e-06
6.315947975963354111e-04,5.289855180308222771e-04,6.343438144540414214e-06
6.611965363845229149e-04,5.557412514463067055e-04,6.670459242741344497e-06
6.908258656039834023e-04,5.825260304845869541e-04,6.998424396442715079e-06
7.204828434623777866e-04,6.093404372222721577e-04,7.327336334128631279e-06
7.501679356209933758e-04,6.361836567521095276e-04,7.657213245693128556e-06
7.798824808560311794e-04,6.630582502111792564e-04,7.988022844074293971e-06
8.096228702925145626e-04,6.899600266478955746e-04,8.319822882185690105e-06
8.393932948820292950e-04,7.168929441832005978e-04,8.652563337818719447e-06
8.691910188645124435e-04,7.438551983796060085e-04,8.986256943899206817e-06
8.990166825242340565e-04,7.708464981988072395e-04,9.320919161837082356e-06
9.288694709539413452e-04,7.978666108101606369e-04,9.656521797296591103e-06
9.587514214217662811e-04,8.249170496128499508e-04,9.993112144002225250e-06
9.886600309982895851e-04,8.519960683770477772e-04,1.033066018862882629e-05
1.018597395159304142e-03,8.791046566329896450e-04,1.066916411218699068e-05
1.048565027303993702e-03,9.062451426871120930e-04,1.100868212233763188e-05
1.078558503650128841e-03,9.334131609648466110e-04,1.134911599365295842e-05
1.108581200242042542e-03,9.606116218492388725e-04,1.169052302429918200e-05
1.138630206696689129e-03,9.878386044874787331e-04,1.203291412821272388e-05
1.168708084151148796e-03,1.015095040202140808e-03,1.237628657690947875e-05
1.198815065436065197e-03,1.042382325977087021e-03,1.272063855140004307e-05
1.228950102813541889e-03,1.069698948413133621e-03,1.306595277128508314e-05
1.259113778360188007e-03,1.097046071663498878e-03,1.341225197393214330e-05
1.289303298108279705e-03,1.124420552514493465e-03,1.375952433591010049e-05
1.319524948485195637e-03,1.151828328147530556e-03,1.410778804711299017e-05
1.349771628156304359e-03,1.179262879304587841e-03,1.445703310309909284e-05
1.380046596750617027e-03,1.206727349199354649e-03,1.480724768043728545e-05
1.410351949743926525e-03,1.234223949722945690e-03,1.515845178801100701e-05
1.440686057321727276e-03,1.261750003322958946e-03,1.551069544802885503e-05
1.471045077778398991e-03,1.289302832446992397e-03,1.586385951668489724e-05
1.501435879617929459e-03,1.316888490691781044e-03,1.621805677132215351e-05
1.531854155473411083e-03,1.344504300504922867e-03,1.657322718529030681e-05
1.562298974022269249e-03,1.372147351503372192e-03,1.692940168140921742e-05
1.592773711308836937e-03,1.399821951054036617e-03,1.728658207866828889e-05
1.623275573365390301e-03,1.427525538019835949e-03,1.764472835930064321e-05
1.653807819820940495e-03,1.455260440707206726e-03,1.800391146389301866e-05
1.684368820860981941e-03,1.483025960624217987e-03,1.836407682276330888e-05
1.714955433271825314e-03,1.510818488895893097e-03,1.872520260803867131e-05
1.745573594234883785e-03,1.538643962703645229e-03,1.908739068312570453e-05
1.776218297891318798e-03,1.566497725434601307e-03,1.945059739227872342e-05
1.806890009902417660e-03,1.594381290487945080e-03,1.981477544177323580e-05
1.837593037635087967e-03,1.622296753339469433e-03,2.017997212533373386e-05
1.868324703536927700e-03,1.650242367759346962e-03,2.054614196822512895e-05
1.899084658361971378e-03,1.678217668086290359e-03,2.091337955789640546e-05
1.929869875311851501e-03,1.706219394691288471e-03,2.128161213477142155e-05
1.960688736289739609e-03,1.734256162308156490e-03,2.165083606087137014e-05
1.991532277315855026e-03,1.762320986017584801e-03,2.202112227678298950e-05
2.022405853495001793e-03,1.790415612049400806e-03,2.239242166979238391e-05
2.053308999165892601e-03,1.818541670218110085e-03,2.276469967910088599e-05
2.084238687530159950e-03,1.846696599386632442e-03,2.313800177944358438e-05
2.115199109539389610e-03,1.874884357675909996e-03,2.351235707465093583e-05
2.146188169717788696e-03,1.903099706396460533e-03,2.388773646089248359e-05
2.177206333726644516e-03,1.931348117068409920e-03,2.426416176604107022e-05
2.208251273259520531e-03,1.959624234586954117e-03,2.464159115334041417e-05
2.239324618130922318e-03,1.987930852919816971e-03,2.502002826076932251e-05
2.270427765324711800e-03,2.016267972066998482e-03,2.539950764912646264e-05
2.301560016348958015e-03,2.044637221843004227e-03,2.578004568931646645e-05
2.332720672711730003e-03,2.073033479973673820e-03,2.616160054458305240e-05
2.363911597058176994e-03,2.101465361192822456e-03,2.654417767189443111e-05
2.395129296928644180e-03,2.129923785105347633e-03,2.692784255486913025e-05
2.426377497613430023e-03,2.158413641154766083e-03,2.731248241616412997e-05
2.457652939483523369e-03,2.186933998018503189e-03,2.769820457615423948e-05
2.488958882167935371e-03,2.215484390035271645e-03,2.808494537021033466e-05
2.520290669053792953e-03,2.244063653051853180e-03,2.847277391992975026e-05
2.551653422415256500e-03,2.272675512358546257e-03,2.886157926695886999e-05
2.583044115453958511e-03,2.301318338140845299e-03,2.925147600763011724e-05
2.614465542137622833e-03,2.329992130398750305e-03,2.964241684821899980e-05
2.645916072651743889e-03,2.358695957809686661e-03,3.003442543558776379e-05
2.677394077181816101e-03,2.387430286034941673e-03,3.042750904569402337e-05
