algorithm,phase,mode,cubie_tier,transfers,n,setting_kind,setting,cubie_min_ms,julia_min_ms,julia_over_cubie_speedup
tsit5,work_precision,adaptive,pi,both,32768,tol,1e-05,0.5218120058998466,0.503564,0.9650295399616602
tsit5,work_precision,adaptive,pi,both,32768,tol,1e-06,0.5517760291695595,0.786722,1.425799524462927
tsit5,work_precision,adaptive,pi,both,32768,tol,1e-07,0.59979606885463,0.726816,1.2117718633733747
tsit5,work_precision,adaptive,pi,both,32768,tol,1e-08,0.743456999771297,1.417218,1.9062541618896132
tsit5,work_precision,adaptive,pi,none,32768,tol,0.0001,0.3112280974164605,0.166044,0.5335122419162985
tsit5,work_precision,adaptive,pi,none,32768,tol,0.001,0.31283393036574125,0.130313,0.4165564772582313
tsit5,work_precision,adaptive,pi,none,32768,tol,0.01,0.31236500944942236,0.107284,0.34345716310895336
tsit5,work_precision,adaptive,pi,none,32768,tol,1e-05,0.3246660344302654,0.221227,0.6813986575103749
tsit5,work_precision,adaptive,pi,none,32768,tol,1e-06,0.3519949968904257,0.307727,0.8742368576783888
tsit5,work_precision,adaptive,pi,none,32768,tol,1e-07,0.40076905861496925,0.459755,1.1471818747407352
tsit5,work_precision,adaptive,pi,none,32768,tol,1e-08,0.544983078725636,1.145446,2.1018010369761564
tsit5,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,14.014604967087507,18.011795,1.2852160330098252
tsit5,work_precision,fixed,fixed,both,32768,dt,0.000244140625,7.239077938720584,9.182332,1.268439444599054
tsit5,work_precision,fixed,fixed,both,32768,dt,0.00048828125,3.879190073348582,4.776341,1.2312727424250658
tsit5,work_precision,fixed,fixed,both,32768,dt,0.0009765625,2.180050010792911,2.564211,1.1762165947135153
tsit5,work_precision,fixed,fixed,both,32768,dt,0.001953125,1.3259450206533074,1.459097,1.1004204377049414
tsit5,work_precision,fixed,fixed,both,32768,dt,0.00390625,0.8972790092229843,0.892529,0.9947062071282625
tsit5,work_precision,fixed,fixed,both,32768,dt,0.0078125,0.6805310258641839,0.586686,0.8621002977123443
tsit5,work_precision,fixed,fixed,both,32768,dt,0.015625,0.5766020622104406,0.441982,0.7665286494218108
tsit5,work_precision,fixed,fixed,both,32768,dt,0.03125,0.5174939287826419,0.362904,0.7012719953134506
tsit5,work_precision,fixed,fixed,both,32768,dt,0.0625,0.4947950365021825,0.329174,0.665273448026086
tsit5,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,13.803065987303853,17.729757,1.284479623317598
tsit5,work_precision,fixed,fixed,none,32768,dt,0.000244140625,7.038492010906339,8.908879,1.2657368916801277
tsit5,work_precision,fixed,fixed,none,32768,dt,0.00048828125,3.671861020848155,4.498575,1.2251484940355624
tsit5,work_precision,fixed,fixed,none,32768,dt,0.0009765625,1.9810060039162636,2.2942,1.1580984587954712
tsit5,work_precision,fixed,fixed,none,32768,dt,0.001953125,1.1247170623391867,1.189539,1.0576339951009515
tsit5,work_precision,fixed,fixed,none,32768,dt,0.00390625,0.6995740113779902,0.607228,0.8679967953696691
tsit5,work_precision,fixed,fixed,none,32768,dt,0.0078125,0.4812220577150583,0.318459,0.6617714107123623
tsit5,work_precision,fixed,fixed,none,32768,dt,0.015625,0.37503300700336695,0.169616,0.4522695251686933
tsit5,work_precision,fixed,fixed,none,32768,dt,0.03125,0.3195389872416854,0.096764,0.3028237675636492
tsit5,work_precision,fixed,fixed,none,32768,dt,0.0625,0.31838903669267893,0.062319,0.19573224206257028
vern7,numerical,adaptive,default,both,1024,tol,0.0001,0.7211719639599323,0.11512,0.1596290562487756
vern7,numerical,adaptive,default,both,1024,tol,0.001,0.7249519694596529,0.104533,0.14419300092103243
vern7,numerical,adaptive,default,both,1024,tol,0.01,0.7404190255329013,0.101127,0.13658076914922052
vern7,numerical,adaptive,default,both,1024,tol,1e-05,0.742043019272387,0.126794,0.17087149492266407
vern7,numerical,adaptive,default,both,1024,tol,1e-06,0.736124929971993,0.153046,0.20790764416282284
vern7,numerical,adaptive,default,none,1024,tol,0.0001,0.33847999293357134,0.073932,0.21842354509416922
vern7,numerical,adaptive,default,none,1024,tol,0.001,0.3382880240678787,0.063484,0.18766257000945946
vern7,numerical,adaptive,default,none,1024,tol,0.01,0.365771003998816,0.058754,0.16063055670807133
vern7,numerical,adaptive,default,none,1024,tol,1e-05,0.33897499088197947,0.084268,0.24859651085392165
vern7,numerical,adaptive,default,none,1024,tol,1e-06,0.34370808862149715,0.109457,0.3184591914580681
vern7,numerical,adaptive,pi,both,1024,tol,0.0001,0.737744034267962,0.11512,0.15604328148072336
vern7,numerical,adaptive,pi,both,1024,tol,0.001,0.7451730780303478,0.104533,0.14028016186025283
vern7,numerical,adaptive,pi,both,1024,tol,0.01,0.733893015421927,0.101127,0.13779528878859876
vern7,numerical,adaptive,pi,both,1024,tol,1e-05,0.7246100576594472,0.126794,0.1749823904039581
vern7,numerical,adaptive,pi,both,1024,tol,1e-06,0.736915972083807,0.153046,0.20768446579767522
vern7,numerical,adaptive,pi,none,1024,tol,0.0001,0.34406199119985104,0.073932,0.21487988179739398
vern7,numerical,adaptive,pi,none,1024,tol,0.001,0.34754700027406216,0.063484,0.18266306413215758
vern7,numerical,adaptive,pi,none,1024,tol,0.01,0.34535909071564674,0.058754,0.1701243765677372
vern7,numerical,adaptive,pi,none,1024,tol,1e-05,0.34954806324094534,0.084268,0.24107700445736305
vern7,numerical,adaptive,pi,none,1024,tol,1e-06,0.34239795058965683,0.109457,0.3196777311648619
vern7,numerical,fixed,fixed,both,1024,dt,0.0001220703125,4.5708630932495,4.709034,1.030228625082768
vern7,numerical,fixed,fixed,both,1024,dt,0.000244140625,2.611654927022755,2.436698,0.9330091716128044
vern7,numerical,fixed,fixed,both,1024,dt,0.00048828125,1.6371560050174594,1.304336,0.7967084358500642
vern7,numerical,fixed,fixed,both,1024,dt,0.0009765625,1.1438359506428242,0.716439,0.6263476852579853
vern7,numerical,fixed,fixed,both,1024,dt,0.001953125,0.9118909947574139,0.431424,0.4731091791456606
vern7,numerical,fixed,fixed,both,1024,dt,0.00390625,0.7819529855623841,0.323851,0.41415661296706335
vern7,numerical,fixed,fixed,both,1024,dt,0.0078125,0.7275110110640526,0.152087,0.2090511314427511
vern7,numerical,fixed,fixed,both,1024,dt,0.015625,0.749815022572875,0.116465,0.15532497548577814
vern7,numerical,fixed,fixed,both,1024,dt,0.03125,0.7277699187397957,0.10058,0.13820301912747926
vern7,numerical,fixed,fixed,both,1024,dt,0.0625,0.7204769644886255,0.088937,0.12344183698242872
vern7,numerical,fixed,fixed,both,1024,dt,0.125,0.7254499942064285,0.08286,0.11421876168134891
vern7,numerical,fixed,fixed,none,1024,dt,0.0001220703125,4.188543069176376,4.659444,1.1124259493208986
vern7,numerical,fixed,fixed,none,1024,dt,0.000244140625,2.238470013253391,2.339682,1.0452148057143316
vern7,numerical,fixed,fixed,none,1024,dt,0.00048828125,1.2599669862538576,1.234121,0.9794867750220162
vern7,numerical,fixed,fixed,none,1024,dt,0.0009765625,0.7739010034129024,0.660621,0.8536246846646565
vern7,numerical,fixed,fixed,none,1024,dt,0.001953125,0.5291870329529047,0.341467,0.6452671338044466
vern7,numerical,fixed,fixed,none,1024,dt,0.00390625,0.40796701796352863,0.273311,0.6699340583077072
vern7,numerical,fixed,fixed,none,1024,dt,0.0078125,0.3449469804763794,0.110329,0.3198433563547453
vern7,numerical,fixed,fixed,none,1024,dt,0.015625,0.33539801370352507,0.07642,0.22784869581115477
vern7,numerical,fixed,fixed,none,1024,dt,0.03125,0.35360699985176325,0.057848,0.16359404656652907
vern7,numerical,fixed,fixed,none,1024,dt,0.0625,0.3474210388958454,0.04874,0.14029087056702957
vern7,numerical,fixed,fixed,none,1024,dt,0.125,0.356722972355783,0.043148,0.12095660594845487
vern7,performance,adaptive,default,both,128,tol,1e-08,0.5249989917501807,0.579851,1.1044802163656735
vern7,performance,adaptive,default,both,131072,tol,1e-08,3.4775050007738173,8.874636,2.5520124336342316
vern7,performance,adaptive,default,both,2048,tol,1e-08,0.5352499429136515,0.686787,1.2831145693569836
vern7,performance,adaptive,default,both,2097152,tol,1e-08,49.015951983164996,134.163462,2.737138759358989
vern7,performance,adaptive,default,both,32,tol,1e-08,0.5520499544218183,0.5586,1.0118649508540252
vern7,performance,adaptive,default,both,32768,tol,1e-08,1.1080530239269137,2.619826,2.3643507516593374
vern7,performance,adaptive,default,both,512,tol,1e-08,0.52184599917382,0.624423,1.1965656553630353
vern7,performance,adaptive,default,both,524288,tol,1e-08,12.569762009661645,33.964901,2.7021117005949002
vern7,performance,adaptive,default,both,8,tol,1e-08,0.5517769604921341,0.570135,1.0332707612356489
vern7,performance,adaptive,default,both,8192,tol,1e-08,0.6153450813144445,0.939194,1.526288303131925
vern7,performance,adaptive,default,both,8388608,tol,1e-08,196.62032899213955,577.436449,2.9368094945212135
vern7,performance,adaptive,default,none,128,tol,1e-08,0.43214205652475357,0.54091,1.2516948809610158
vern7,performance,adaptive,default,none,131072,tol,1e-08,2.8812779928557575,8.020316,2.783596730300474
vern7,performance,adaptive,default,none,2048,tol,1e-08,0.4396039294078946,0.665338,1.5134942057868956
vern7,performance,adaptive,default,none,2097152,tol,1e-08,39.705715025775135,121.503559,3.0601025298530815
vern7,performance,adaptive,default,none,32,tol,1e-08,0.4645170411095023,0.523144,1.1262105664637552
vern7,performance,adaptive,default,none,32768,tol,1e-08,0.9098079754039645,2.355858,2.589401350272813
vern7,performance,adaptive,default,none,512,tol,1e-08,0.4311960656195879,0.582014,1.349766490015861
vern7,performance,adaptive,default,none,524288,tol,1e-08,10.22707304218784,30.622456,2.994254159883173
vern7,performance,adaptive,default,none,8,tol,1e-08,0.46113296411931515,0.533614,1.1571803395558833
vern7,performance,adaptive,default,none,8192,tol,1e-08,0.4955120384693146,0.857848,1.731235436075331
vern7,performance,adaptive,default,none,8388608,tol,1e-08,158.99458399508148,484.022347,3.0442694011198097
vern7,performance,adaptive,pi,both,128,tol,1e-08,0.48859999515116215,0.579851,1.1867601427638304
vern7,performance,adaptive,pi,both,131072,tol,1e-08,2.9251640080474317,8.874636,3.033893475916205
vern7,performance,adaptive,pi,both,2048,tol,1e-08,0.4955690819770098,0.686787,1.3858552217586915
vern7,performance,adaptive,pi,both,2097152,tol,1e-08,40.757241018582135,134.163462,3.2917699688953896
vern7,performance,adaptive,pi,both,32,tol,1e-08,0.5145639879629016,0.5586,1.0855792730685094
vern7,performance,adaptive,pi,both,32768,tol,1e-08,0.983560923486948,2.619826,2.6636133435559017
vern7,performance,adaptive,pi,both,512,tol,1e-08,0.4936950281262398,0.624423,1.2647949937229923
vern7,performance,adaptive,pi,both,524288,tol,1e-08,10.479241027496755,33.964901,3.241160396146878
vern7,performance,adaptive,pi,both,8,tol,1e-08,0.5107920151203871,0.570135,1.1161783722590621
vern7,performance,adaptive,pi,both,8192,tol,1e-08,0.5623230244964361,0.939194,1.6702037069192646
vern7,performance,adaptive,pi,both,8388608,tol,1e-08,163.4401889750734,577.436449,3.533013835954791
vern7,performance,adaptive,pi,none,128,tol,1e-08,0.3979710163548589,0.54091,1.3591693308582218
vern7,performance,adaptive,pi,none,131072,tol,1e-08,2.3316419683396816,8.020316,3.439771675456295
vern7,performance,adaptive,pi,none,2048,tol,1e-08,0.39906706660985947,0.665338,1.6672335446073163
vern7,performance,adaptive,pi,none,2097152,tol,1e-08,31.44608100410551,121.503559,3.8638696816985507
vern7,performance,adaptive,pi,none,32,tol,1e-08,0.4239730769768357,0.523144,1.2339085390287239
vern7,performance,adaptive,pi,none,32768,tol,1e-08,0.7885720115154982,2.355858,2.987498878475855
vern7,performance,adaptive,pi,none,512,tol,1e-08,0.4009789554402232,0.582014,1.4514826578891744
vern7,performance,adaptive,pi,none,524288,tol,1e-08,8.148143999278545,30.622456,3.7582124226954483
vern7,performance,adaptive,pi,none,8,tol,1e-08,0.42071205098181963,0.533614,1.2683591990167624
vern7,performance,adaptive,pi,none,8192,tol,1e-08,0.441777054220438,0.857848,1.941812033478658
vern7,performance,adaptive,pi,none,8388608,tol,1e-08,125.74118300108239,484.022347,3.8493541689983424
vern7,performance,fixed,fixed,both,128,dt,0.0009765625,0.8364899549633265,0.658068,0.7867016167921002
vern7,performance,fixed,fixed,both,131072,dt,0.0009765625,12.045210984069854,22.098379,1.8346195039029003
vern7,performance,fixed,fixed,both,2048,dt,0.0009765625,0.8478540694341063,0.703572,0.8298267654357001
vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,181.98325799312443,338.4962,1.8600403341102336
vern7,performance,fixed,fixed,both,32,dt,0.0009765625,0.8340509375557303,0.650169,0.7795315258626593
vern7,performance,fixed,fixed,both,32768,dt,0.0009765625,3.4588929265737534,7.101847,2.053213889750215
vern7,performance,fixed,fixed,both,512,dt,0.0009765625,0.8364879759028554,0.697985,0.8344232315433302
vern7,performance,fixed,fixed,both,524288,dt,0.0009765625,45.945135003421456,85.336357,1.8573534933273164
vern7,performance,fixed,fixed,both,8,dt,0.0009765625,0.8365690009668469,0.651107,0.7783063910418588
vern7,performance,fixed,fixed,both,8192,dt,0.0009765625,1.2239760253578424,1.228382,1.0035997229936506
vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,726.8096689949743,1393.755297,1.9176345011029803
vern7,performance,fixed,fixed,none,128,dt,0.0009765625,0.7440720219165087,0.627829,0.8437745023430646
vern7,performance,fixed,fixed,none,131072,dt,0.0009765625,11.449022975284606,21.182211,1.850132631031203
vern7,performance,fixed,fixed,none,2048,dt,0.0009765625,0.7467110408470035,0.660909,0.8850933813035934
vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,172.56374302087352,325.273534,1.8849471407250045
vern7,performance,fixed,fixed,none,32,dt,0.0009765625,0.7445340743288398,0.609682,0.8188772294264675
vern7,performance,fixed,fixed,none,32768,dt,0.0009765625,3.2594510121271014,6.842643,2.0993237740163257
vern7,performance,fixed,fixed,none,512,dt,0.0009765625,0.7466330425813794,0.653855,0.8757380971774135
vern7,performance,fixed,fixed,none,524288,dt,0.0009765625,43.60496700974181,82.235822,1.8859278572926714
vern7,performance,fixed,fixed,none,8,dt,0.0009765625,0.7458549225702882,0.621855,0.8337479329854492
vern7,performance,fixed,fixed,none,8192,dt,0.0009765625,1.1021620593965054,1.123694,1.0195360930998518
vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,694.3286969908513,1297.52074,1.8687413405542943
vern7,work_precision,adaptive,default,both,32768,tol,0.0001,0.5309999687597156,0.616429,1.1608833074695382
vern7,work_precision,adaptive,default,both,32768,tol,0.001,0.5203729961067438,0.582467,1.1193259534176883
vern7,work_precision,adaptive,default,both,32768,tol,0.01,0.5131219513714314,0.544333,1.0608257911109633
vern7,work_precision,adaptive,default,both,32768,tol,1e-05,0.5506080342456698,0.672709,1.2217566002675713
vern7,work_precision,adaptive,default,both,32768,tol,1e-06,0.5840769736096263,0.765096,1.309923237123468
vern7,work_precision,adaptive,default,both,32768,tol,1e-07,0.6698389770463109,1.118381,1.6696266391238654
vern7,work_precision,adaptive,default,both,32768,tol,1e-08,1.1197200510650873,2.659439,2.3750927720462975
vern7,work_precision,adaptive,default,none,32768,tol,0.0001,0.33337296918034554,0.351779,1.0552115273920044
vern7,work_precision,adaptive,default,none,32768,tol,0.001,0.3197239711880684,0.299398,0.9364265021714239
vern7,work_precision,adaptive,default,none,32768,tol,0.01,0.3145509399473667,0.253532,0.8060125334307475
vern7,work_precision,adaptive,default,none,32768,tol,1e-05,0.3511729883030057,0.403523,1.149071863271627
vern7,work_precision,adaptive,default,none,32768,tol,1e-06,0.3776339581236243,0.511591,1.3547272139983841
vern7,work_precision,adaptive,default,none,32768,tol,1e-07,0.4734629765152931,0.86172,1.8200367140474099
vern7,work_precision,adaptive,default,none,32768,tol,1e-08,0.9200960630550981,2.346207,2.5499587425791455
vern7,work_precision,adaptive,pi,both,32768,tol,0.0001,0.5251549882814288,0.616429,1.1738039507484554
vern7,work_precision,adaptive,pi,both,32768,tol,0.001,0.517407082952559,0.582467,1.125742223465863
vern7,work_precision,adaptive,pi,both,32768,tol,0.01,0.5124720046296716,0.544333,1.0621711919529189
vern7,work_precision,adaptive,pi,both,32768,tol,1e-05,0.5452790064737201,0.672709,1.2336968634651102
vern7,work_precision,adaptive,pi,both,32768,tol,1e-06,0.5719889886677265,0.765096,1.3376061692761905
vern7,work_precision,adaptive,pi,both,32768,tol,1e-07,0.6448799977079034,1.118381,1.7342466877171894
vern7,work_precision,adaptive,pi,both,32768,tol,1e-08,0.9963649790734053,2.659439,2.6691413847897505
vern7,work_precision,adaptive,pi,none,32768,tol,0.0001,0.3268130822107196,0.351779,1.0763920392060167
vern7,work_precision,adaptive,pi,none,32768,tol,0.001,0.31706003937870264,0.299398,0.9442943380272316
vern7,work_precision,adaptive,pi,none,32768,tol,0.01,0.31305698212236166,0.253532,0.8098589537316382
vern7,work_precision,adaptive,pi,none,32768,tol,1e-05,0.34535699523985386,0.403523,1.1684228365484512
vern7,work_precision,adaptive,pi,none,32768,tol,1e-06,0.37111202254891396,0.511591,1.3785352371131292
vern7,work_precision,adaptive,pi,none,32768,tol,1e-07,0.44577696826308966,0.86172,1.9330742980230153
vern7,work_precision,adaptive,pi,none,32768,tol,1e-08,0.7962899981066585,2.346207,2.946422792674258
vern7,work_precision,fixed,fixed,both,32768,dt,0.0001220703125,24.436206906102598,51.257398,2.097600425342576
vern7,work_precision,fixed,fixed,both,32768,dt,0.000244140625,12.456280994229019,26.116799,2.096677091027401
vern7,work_precision,fixed,fixed,both,32768,dt,0.00048828125,6.461687036789954,13.521922,2.092630287262789
vern7,work_precision,fixed,fixed,both,32768,dt,0.0009765625,3.4657599171623588,7.09183,2.0462554156972703
vern7,work_precision,fixed,fixed,both,32768,dt,0.001953125,1.9853520207107067,4.071452,2.0507456398299184
vern7,work_precision,fixed,fixed,both,32768,dt,0.00390625,1.2285520788282156,2.228181,1.8136642625074744
vern7,work_precision,fixed,fixed,both,32768,dt,0.0078125,0.8500870317220688,1.410287,1.6589913119167374
vern7,work_precision,fixed,fixed,both,32768,dt,0.015625,0.6591590354219079,0.956182,1.450608955679378
vern7,work_precision,fixed,fixed,both,32768,dt,0.03125,0.5648349178954959,0.762972,1.350787594440404
vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,0.5131849320605397,0.636402,1.2401026613246793
vern7,work_precision,fixed,fixed,none,32768,dt,0.0001220703125,24.235602002590895,51.026292,2.105427048791487
vern7,work_precision,fixed,fixed,none,32768,dt,0.000244140625,12.254016008228064,25.896199,2.1132826154798376
vern7,work_precision,fixed,fixed,none,32768,dt,0.00048828125,6.259332993067801,13.249183,2.1167084439625508
vern7,work_precision,fixed,fixed,none,32768,dt,0.0009765625,3.2637619879096746,6.839325,2.095534240957426
vern7,work_precision,fixed,fixed,none,32768,dt,0.001953125,1.775248907506466,3.58816,2.021215157394446
vern7,work_precision,fixed,fixed,none,32768,dt,0.00390625,1.0297310072928667,1.949712,1.8934187532390006
vern7,work_precision,fixed,fixed,none,32768,dt,0.0078125,0.6500369636341929,1.09897,1.6906269358221346
vern7,work_precision,fixed,fixed,none,32768,dt,0.015625,0.45932107605040073,0.70159,1.5274500487389249
vern7,work_precision,fixed,fixed,none,32768,dt,0.03125,0.36249496042728424,0.479223,1.3220128617377873
vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,0.3163251094520092,0.358745,1.1341021919552245
