framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,2048,dt,0.0009765625,16,1.8491009977879003
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,2048,dt,0.0009765625,16,1.52301700290991
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,2048,dt,0.0009765625,17,1.8527880019973963
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,2048,dt,0.0009765625,17,1.5218999978969805
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,2048,dt,0.0009765625,18,1.8567639999673702
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,2048,dt,0.0009765625,18,1.5231040015351027
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,2048,dt,0.0009765625,19,1.8610719998832792
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,2048,dt,0.0009765625,19,1.5239589993143454
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,0,4.572034005832393
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,0,4.775544002768584
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,1,4.405047002364881
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,1,3.5911259983549826
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,2,3.8626589957857504
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,2,3.5146350055583753
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,3,3.8428580010076985
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,3,3.5153909993823618
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,4,3.8509529986185953
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,4,3.5175789962522686
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,5,3.8458960043499246
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,5,3.5182550054742023
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,6,3.8485280019813217
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,6,3.520797996316105
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,7,3.852015004667919
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,7,3.5312339969095774
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,8,3.847877997031901
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,8,3.520208003465086
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,9,3.8477310008602217
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,9,3.516569995554164
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,10,3.8452579974546097
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,10,3.520098005537875
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,11,3.844712002319284
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,11,3.517344994179439
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,12,5.025411999667995
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,12,4.6782869976595975
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,13,4.167972998402547
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,13,3.5173879950889386
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,14,3.8521259994013235
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,14,3.5216249962104484
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,15,3.8444189995061606
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,15,3.51482199766906
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,16,3.8549009987036698
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,16,3.5312140025780536
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,17,3.8450360007118434
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,17,3.517406999890227
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,18,3.8474690009024926
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,18,3.516065997246187
cubie,rosenbrock23_sciml,performance,adaptive,default,both,2048,tol,1e-08,19,3.846677005640231
cubie,rosenbrock23_sciml,performance,adaptive,default,none,2048,tol,1e-08,19,3.516198994475417
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,0,5.214112999965437
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,0,5.449413001770154
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,1,5.011584005842451
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,1,4.358482998213731
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,2,4.687016997195315
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,2,4.347597998275887
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,3,4.678526995121501
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,3,4.3446549971122295
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,4,4.6761440025875345
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,4,4.343130000052042
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,5,4.678079996665474
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,5,4.345282999565825
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,6,4.673458002798725
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,6,4.3548980029299855
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,7,4.681917998823337
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,7,4.346276000433136
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,8,4.679270001361147
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,8,4.34475999645656
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,9,4.688305998570286
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,9,4.345934001321439
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,10,4.6857090055709705
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,10,4.351878000306897
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,11,4.674338997574523
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,11,4.350230999989435
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,12,4.6747730011702515
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,12,4.345053996075876
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,13,4.679118996136822
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,13,4.345674999058247
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,14,4.679835001297761
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,14,4.360193001048174
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,15,4.679544006648939
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,15,4.361079998489004
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,16,4.672829003538936
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,16,4.344512999523431
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,17,4.671659997256938
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,17,4.3444559996714815
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,18,4.679376004787628
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,18,4.345376000856049
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,2048,tol,1e-08,19,4.68250200356124
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,2048,tol,1e-08,19,4.346344998339191
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,0,2.303075001691468
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,0,1.9167749996995553
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,1,2.3917880025692284
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,1,1.9782240051426925
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,2,2.8221530010341667
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,2,2.2266109954216518
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,3,2.256778003356885
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,3,1.9450539984973148
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,4,2.2403809998650104
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,4,1.8896749970735982
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,5,2.236886997707188
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,5,1.8840880002244376
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,6,2.235783998912666
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,6,1.8826169980457053
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,7,2.233608000096865
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,7,1.9094099989160895
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,8,2.2375040061888285
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,8,1.882271004433278
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,9,2.2271769994404167
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,9,1.9297370017739013
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,10,2.2733999940101057
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,10,1.9206760043743998
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,11,2.2682919952785596
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,11,1.8849999978556298
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,12,2.232853999885265
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,12,1.9547949996194802
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,13,2.238517001387663
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,13,1.9209590027458034
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,14,2.2698700049659237
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,14,1.8849279949790798
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,15,2.2824789994047023
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,15,1.883643002656754
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,16,2.233578998129815
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,16,1.88594499923056
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,17,2.2562869999092072
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,17,1.8830210028681904
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,18,2.2308859988697805
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,18,1.8876660033129156
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,8192,dt,0.0009765625,19,2.2522299987031147
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,8192,dt,0.0009765625,19,1.8945440024253912
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,0,4.975792995537631
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,0,5.173902995011304
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,1,4.908556002192199
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,1,4.171762993792072
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,2,4.450961998372804
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,2,4.104170002392493
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,3,4.418797005200759
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,3,4.064844993990846
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,4,4.425905004609376
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,4,4.063143998791929
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,5,4.41546700312756
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,5,4.070077004143968
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,6,4.423900005349424
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,6,4.066376997798216
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,7,4.430041000887286
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,7,4.0665600026841275
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,8,4.415164003148675
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,8,4.069593000167515
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,9,4.426500003319234
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,9,4.067291993123945
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,10,4.425460996571928
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,10,4.065173001436051
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,11,4.419199001858942
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,11,4.071431001648307
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,12,4.416272997332271
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,12,4.065278997586574
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,13,4.422489997523371
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,13,4.065654000442009
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,14,4.430654997122474
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,14,4.076061995874625
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,15,4.415401002916042
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,15,4.0656830024090596
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,16,4.41790899640182
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,16,4.06395600293763
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,17,4.41164500080049
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,17,4.070144997967873
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,18,4.415673996845726
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,18,4.065663000801578
cubie,rosenbrock23_sciml,performance,adaptive,default,both,8192,tol,1e-08,19,4.418585005623754
cubie,rosenbrock23_sciml,performance,adaptive,default,none,8192,tol,1e-08,19,4.063767999468837
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,0,7.2800769994501024
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,0,5.319132003933191
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,1,5.405513998994138
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,1,5.935975997999776
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,2,7.047912004054524
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,2,5.316123999364208
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,3,5.417868997028563
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,3,5.001486999390181
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,4,5.344746998162009
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,4,5.0027640027110465
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,5,5.391302998759784
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,5,5.000579003535677
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,6,5.369784994400106
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,6,5.005601997254416
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,7,5.356936999305617
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,7,5.001326004276052
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,8,5.353248998289928
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,8,5.000667995773256
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,9,5.3544449983746745
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,9,5.004527003620751
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,10,5.358747002901509
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,10,5.001853998692241
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,11,5.350637002266012
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,11,5.007509003917221
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,12,5.362796000554226
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,12,5.001186997105833
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,13,5.350601000827737
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,13,5.006860999856144
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,14,5.353722997824661
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,14,4.999373006285168
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,15,5.356457004381809
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,15,5.021251003199723
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,16,5.335559995728545
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,16,4.996612005925272
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,17,5.36826100142207
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,17,4.995483002858236
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,18,5.343819000700023
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,18,4.995103998226114
cubie,rosenbrock23_sciml,performance,adaptive,pi,both,8192,tol,1e-08,19,5.354341999918688
cubie,rosenbrock23_sciml,performance,adaptive,pi,none,8192,tol,1e-08,19,4.996925999876112
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,0,7.438118998834398
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,0,5.321238000760786
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,1,5.466381000587717
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,1,4.959021003742237
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,2,5.421285000920761
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,2,4.9601720020291395
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,3,5.3899509948678315
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,3,4.968155997630674
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,4,5.399920999479946
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,4,4.9610569985816255
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,5,5.389998994360212
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,5,4.964502004440874
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,6,5.388234007114079
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,6,4.959910998877604
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,7,5.395601001509931
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,7,4.960758997185621
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,8,5.393717001425102
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,8,4.958129997248761
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,9,5.394511994381901
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,9,4.957333003403619
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,10,5.387192002672236
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,10,4.961572994943708
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,11,5.385509997722693
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,11,4.959231002430897
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,12,5.37625199649483
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,12,4.962476996297482
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,13,5.434952996438369
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,13,4.952379000314977
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,14,5.385750999266747
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,14,4.953814001055434
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,15,5.377688001317438
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,15,4.957240002113394
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,16,5.415583000285551
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,16,4.954404001182411
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,17,5.376872002671007
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,17,4.993634996935725
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,18,5.378875001042616
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,18,4.9533649944351055
cubie,rosenbrock23_sciml,performance,fixed,fixed,both,32768,dt,0.0009765625,19,5.416026004240848
cubie,rosenbrock23_sciml,performance,fixed,fixed,none,32768,dt,0.0009765625,19,4.955618001986295
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,0,10.14086799841607
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,0,9.446138996281661
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,1,9.87558899942087
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,1,9.436036001716275
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,2,9.87085099768592
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,2,9.441298003366683
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,3,9.947514001396485
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,3,9.443923998333048
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,4,9.936452996043954
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,4,9.446545998798683
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,5,11.0253580060089
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,5,11.756461004551966
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,6,9.901896999508608
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,6,9.442014998057857
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,7,9.872693997749593
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,7,9.436488995561376
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,8,9.872447997622658
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,8,9.440084999368992
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,9,9.877307005808689
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,9,9.448309996514581
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,10,9.871865004242864
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,10,9.447702999750618
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,11,9.869845998764504
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,11,9.440359004656784
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,12,9.877227996184956
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,12,9.442430004128255
cubie,rosenbrock23_sciml,performance,adaptive,default,both,32768,tol,1e-08,13,9.868280998489354
cubie,rosenbrock23_sciml,performance,adaptive,default,none,32768,tol,1e-08,13,9.44626400450943
