framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,12,8.24567700328771
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,13,10.777390998555347
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,13,8.250836996012367
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,14,10.775857997941785
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,14,8.2522369993967
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,15,10.770421999040991
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,15,8.26041999971494
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,16,10.819563001859933
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,16,8.253539999714121
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,17,10.757517004094552
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,17,8.25753800017992
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,18,10.762179001176264
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,18,8.261488997959532
cubie,vern7,performance,adaptive,pi,both,524288,tol,1e-08,19,10.751934001746122
cubie,vern7,performance,adaptive,pi,none,524288,tol,1e-08,19,8.262739997007884
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,0,183.68797600123798
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,0,174.02803999721073
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,1,188.22123899735743
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,1,174.06497999763815
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,2,183.6384519992862
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,2,177.95746000047075
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,3,183.72186499618692
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,3,174.02232300082687
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,4,183.62187599996105
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,4,178.0056879943004
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,5,183.76562800403917
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,5,174.01228900416754
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,6,188.03861999913352
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,6,174.09513200254878
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,7,183.89635399944382
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,7,174.10285000369186
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,8,184.07668100553565
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,8,174.06658699474065
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,9,183.60413899790728
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,9,174.02327599847922
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,10,183.6176489960053
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,10,174.01985499600414
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,11,183.6454039948876
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,11,174.0626480022911
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,12,183.71623900020495
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,12,174.0870440044091
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,13,183.65693699888652
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,13,174.01197299477644
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,14,183.60118399868952
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,14,174.00572300539352
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,15,183.57140899752267
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,15,174.01418199733598
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,16,183.624516997952
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,16,173.9879899978405
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,17,183.55427699862048
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,17,173.9923999994062
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,18,183.58782299765153
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,18,174.00462499790592
cubie,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,19,183.57632900006138
cubie,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,19,173.9891909965081
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,0,49.63432700606063
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,0,40.09137500543147
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,1,49.619623001490254
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,1,40.108275003149174
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,2,49.694707995513454
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,2,40.13042699807556
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,3,49.668887004372664
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,3,40.12398000486428
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,4,49.634801005595364
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,4,40.09901099925628
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,5,54.34793200402055
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,5,40.555513005529065
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,6,49.97073199774604
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,6,40.11194300255738
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,7,49.66494400287047
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,7,40.08107700065011
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,8,49.66648799745599
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,8,40.10342200490413
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,9,49.59874999622116
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,9,40.09982600109652
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,10,49.63439799757907
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,10,40.08617200452136
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,11,49.667893996229395
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,11,42.90550600126153
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,12,49.73358500137692
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,12,40.10951400414342
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,13,49.64323899912415
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,13,40.103671002725605
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,14,49.64408800151432
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,14,40.09558100369759
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,15,49.60790800396353
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,15,40.098280005622655
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,16,49.670346998027526
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,16,40.10663699591532
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,17,49.62765600066632
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,17,42.34804300358519
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,18,50.170072994660586
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,18,40.10779399686726
cubie,vern7,performance,adaptive,default,both,2097152,tol,1e-08,19,49.65612999512814
cubie,vern7,performance,adaptive,default,none,2097152,tol,1e-08,19,40.08851799881086
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,0,41.3657940007397
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,0,31.762795995746274
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,1,41.33338399697095
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,1,31.740923994220793
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,2,45.69116299535381
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,2,34.52622100303415
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,3,41.34888199769193
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,3,35.76264799630735
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,4,41.45509200316155
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,4,31.768642998940777
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,5,41.31895899627125
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,5,31.7510390013922
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,6,41.29024999565445
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,6,31.74818600382423
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,7,41.296032002719585
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,7,31.75645000010263
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,8,41.358697999385186
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,8,31.758625998918433
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,9,41.344225995999295
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,9,31.772397996974178
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,10,41.311246997793205
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,10,32.176316002733074
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,11,42.69753200060222
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,11,31.846541998675093
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,12,41.35156700067455
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,12,31.778358003066387
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,13,41.30296700168401
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,13,31.77256599883549
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,14,41.35538099944824
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,14,31.760983001731802
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,15,41.283111000666395
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,15,31.76038100355072
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,16,41.26403400005074
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,16,31.75450699927751
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,17,41.309621003165375
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,17,31.765253996127285
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,18,41.29804400145076
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,18,31.75291299703531
cubie,vern7,performance,adaptive,pi,both,2097152,tol,1e-08,19,45.52719600178534
cubie,vern7,performance,adaptive,pi,none,2097152,tol,1e-08,19,31.859750997682568
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,0,736.3585880011669
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,0,702.502761996584
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,1,736.5877800039016
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,1,698.6445750007988
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,2,736.5477700004703
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,2,698.7740490003489
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,3,740.88937399938
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,3,698.5664029998588
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,4,732.4314139987109
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,4,694.5700020005461
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,5,732.2334039999987
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,5,694.5732280000811
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,6,732.3791090020677
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,6,694.7178199989139
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,7,732.5825169973541
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,7,694.7256329949596
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,8,732.9636130016297
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,8,694.8238650002168
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,9,732.6077179968706
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,9,694.6282829958363
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,10,732.3686009985977
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,10,694.5726780031691
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,11,732.5061649971758
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,11,694.7012859964161
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,12,732.5438820043928
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,12,694.6066109958338
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,13,732.7050430030795
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,13,694.5011080024415
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,14,732.4902539985487
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,14,694.498355005635
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,15,732.3101629954181
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,15,694.6376510022674
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,16,732.5347840014729
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,16,694.8427890019957
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,17,732.5766120047774
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,17,694.7594169978402
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,18,732.9219509992981
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,18,694.7909520022222
cubie,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,19,732.528258995444
cubie,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,19,694.7806640018825
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,0,199.53872600308387
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,0,157.758923000074
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,1,195.58688899996923
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,1,157.73223199357744
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,2,199.44863999990048
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,2,157.74909599713283
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,3,195.44374700490152
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,3,161.64816200034693
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,4,195.53555799939204
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,4,157.7242350031156
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,5,199.76792400120758
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,5,157.75914500409272
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,6,195.45174200175097
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,6,161.6734620038187
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,7,195.56845300394343
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,7,157.75066299829632
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,8,197.08737099426799
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,8,157.76479600026505
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,9,195.5054089994519
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,9,157.74251100083347
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,10,199.8427630023798
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,10,157.7655639994191
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,11,196.06778500019573
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,11,161.72624599857954
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,12,195.53643799736165
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,12,157.75440899597015
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,13,199.8126609978499
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,13,157.7739010026562
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,14,195.46949600044172
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,14,161.67574599967338
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,15,195.56300999829546
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,15,157.7578810029081
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,16,195.54278300347505
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,16,161.22951199940871
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,17,195.52768200082937
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,17,157.7858379969257
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,18,199.8542979999911
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,18,157.83868599828565
cubie,vern7,performance,adaptive,default,both,8388608,tol,1e-08,19,195.51174800290028
cubie,vern7,performance,adaptive,default,none,8388608,tol,1e-08,19,161.67514699918684
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,0,164.41155999928014
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,0,124.84342599782394
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,1,162.55434499908006
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,1,124.8147720034467
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,2,166.3248089971603
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,2,127.97501600289252
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,3,162.7228150027804
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,3,124.81442500575213
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,4,166.89938299532514
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,4,124.84151100215968
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,5,162.5803779970738
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,5,124.83618599799229
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,6,167.1679459977895
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,6,124.84012100321706
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,7,162.56866199546494
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,7,124.83368100220105
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,8,166.94400899723405
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,8,124.86337600421393
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,9,162.58138499688357
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,9,124.82851299864706
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,10,162.5540090026334
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,10,124.83770700055175
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,11,162.54570300225168
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,11,125.19382800383028
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,12,162.56137400341686
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,12,124.82522600475932
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,13,162.57155800121836
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,13,124.820204997377
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,14,172.15799899713602
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,14,129.5669530009036
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,15,162.6276019960642
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,15,124.82270100008463
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,16,162.57919400231913
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,16,124.78634400031297
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,17,162.60572499595582
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,17,124.78910200297832
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,18,162.56784299912397
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,18,124.81131200183881
cubie,vern7,performance,adaptive,pi,both,8388608,tol,1e-08,19,162.5480470029288
cubie,vern7,performance,adaptive,pi,none,8388608,tol,1e-08,19,124.82351200014818
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.125,0,0.7427589953294955
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.125,0,0.3406839969102293
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.0625,0,0.7475199963664636
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.0625,0,0.3415629980736412
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.03125,0,0.74475599831203
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.03125,0,0.3413500016904436
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.015625,0,0.7428239987348206
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.015625,0,0.3402250004000962
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.0078125,0,0.7358259972534142
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.0078125,0,0.3649909995147027
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.00390625,0,0.7837029988877475
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.00390625,0,0.41405600495636463
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.001953125,0,0.9099680028157309
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.001953125,0,0.5367060002754442
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.0009765625,0,1.171844000054989
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.0009765625,0,0.7726249968982302
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.00048828125,0,1.6513779992237687
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.00048828125,0,1.2720960003207438
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.000244140625,0,2.619250997668132
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.000244140625,0,2.245245996164158
cubie,vern7,numerical,fixed,fixed,both,1024,dt,0.0001220703125,0,4.567534997477196
cubie,vern7,numerical,fixed,fixed,none,1024,dt,0.0001220703125,0,4.19198000599863
cubie,vern7,numerical,adaptive,default,both,1024,tol,0.01,0,0.7200449981610291
cubie,vern7,numerical,adaptive,default,none,1024,tol,0.01,0,0.34104499354725704
cubie,vern7,numerical,adaptive,default,both,1024,tol,0.001,0,0.7197900049504824
cubie,vern7,numerical,adaptive,default,none,1024,tol,0.001,0,0.39881200063973665
cubie,vern7,numerical,adaptive,default,both,1024,tol,0.0001,0,0.7243270010803826
cubie,vern7,numerical,adaptive,default,none,1024,tol,0.0001,0,0.34540899650892243
cubie,vern7,numerical,adaptive,default,both,1024,tol,1e-05,0,0.7235849989228882
cubie,vern7,numerical,adaptive,default,none,1024,tol,1e-05,0,0.34362199949100614
cubie,vern7,numerical,adaptive,default,both,1024,tol,1e-06,0,0.7318540010601282
cubie,vern7,numerical,adaptive,default,none,1024,tol,1e-06,0,0.3389779958524741
cubie,vern7,numerical,adaptive,pi,both,1024,tol,0.01,0,0.8702939958311617
cubie,vern7,numerical,adaptive,pi,none,1024,tol,0.01,0,0.3486929999780841
cubie,vern7,numerical,adaptive,pi,both,1024,tol,0.001,0,0.7161269968491979
cubie,vern7,numerical,adaptive,pi,none,1024,tol,0.001,0,0.35226000181864947
cubie,vern7,numerical,adaptive,pi,both,1024,tol,0.0001,0,0.712569999450352
cubie,vern7,numerical,adaptive,pi,none,1024,tol,0.0001,0,0.33965900365728885
cubie,vern7,numerical,adaptive,pi,both,1024,tol,1e-05,0,0.7137979991966859
cubie,vern7,numerical,adaptive,pi,none,1024,tol,1e-05,0,0.34588799462653697
cubie,vern7,numerical,adaptive,pi,both,1024,tol,1e-06,0,0.7225610024761409
cubie,vern7,numerical,adaptive,pi,none,1024,tol,1e-06,0,0.34724500437732786
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,0,1.512112001364585
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,0,0.7422659982694313
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,1,1.4217100033420138
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,1,0.6095459975767881
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,2,1.2282649986445904
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,2,0.6150500048534013
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,3,1.2167949971626513
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,3,0.5742610010202043
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,4,1.0733649978647009
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,4,0.5591529989033006
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,5,1.0634939972078428
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,5,0.53500499780057
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,6,1.0000509937526658
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,6,0.4656629971577786
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,7,0.956287003646139
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,7,0.465990997327026
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,8,0.9618179974495433
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,8,0.472893996629864
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,9,0.8977920006145723
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,9,0.41391899867448956
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,10,0.8750939960009418
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,10,0.41844900260912254
cubie,vern7,work_precision,fixed,fixed,both,32768,dt,0.0625,11,0.8750939960009418
cubie,vern7,work_precision,fixed,fixed,none,32768,dt,0.0625,11,0.4169189996900968
