traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
225,-0.861145139,-1.3990618,-1.63008344,-0.644678414,-0.695940554,6.83471394,-3.89276195,0.0465673432,-5.45138407,-0.587402821,5.33887672,-6.95810318,-0.665554702,8.04581356,-1.50908256,-5.03603554,-1.47919524,6.56830263,5.11873388,-6.19594765
226,-0.804680943,-1.39992666,-1.62377882,-0.641705036,-0.688837826,6.85771942,-3.88863087,0.150271699,-5.4376421,-0.618839383,5.37138939,-6.94022703,-0.666381478,8.07168865,-1.56698239,-5.00729275,-1.52902651,6.55639076,5.10046387,-6.24315214
227,-0.747968256,-1.40045035,-1.61731827,-0.638718247,-0.681552589,6.88062334,-3.88328481,0.2542997,-5.42307329,-0.649275422,5.40398312,-6.92181969,-0.666874766,8.09772587,-1.62485719,-4.97743082,-1.57871354,6.54396296,5.0823679,-6.28970432
228,-0.691053867,-1.40064263,-1.61073899,-0.635730922,-0.674145341,6.90332127,-3.87673616,0.358100623,-5.40783596,-0.678559899,5.43639278,-6.90318203,-0.667251527,8.12373161,-1.6824069,-4.94657707,-1.62815654,6.53113365,5.06440115,-6.33559132
229,-0.633942425,-1.40052211,-1.6040591,-0.632755697,-0.666673839,6.92584991,-3.86895347,0.461641401,-5.39195204,-0.706800997,5.46872425,-6.88421726,-0.667445302,8.14980125,-1.73976338,-4.91462183,-1.67737627,6.51782799,5.04660988,-6.38084173
230,-0.576648951,-1.40007567,-1.59728634,-0.629783869,-0.659160078,6.94814205,-3.85996079,0.564626575,-5.37550449,-0.733928382,5.50078773,-6.86511755,-0.667611122,8.17580318,-1.79671502,-4.88170671,-1.72629917,6.50414181,5.0289197,-6.42543125
231,-0.519114077,-1.39928961,-1.59041512,-0.626809239,-0.651608229,6.97020435,-3.849756,0.667000353,-5.35855675,-0.759938121,5.53255796,-6.84596491,-0.667817831,8.20170784,-1.85325801,-4.847785,-1.77495384,6.49005461,5.0113368,-6.46943378
232,-0.461414635,-1.39817536,-1.58346486,-0.623838902,-0.644058228,6.99198723,-3.83839631,0.768475354,-5.34124613,-0.784796894,5.56386995,-6.82694674,-0.668217719,8.2274065,-1.90921247,-4.81298733,-1.8232646,6.47561646,4.9938736,-6.51273775
233,-0.403536618,-1.39668894,-1.57639301,-0.620869577,-0.636369228,7.01363373,-3.8258276,0.869907081,-5.32320404,-0.808631361,5.59520817,-6.80752039,-0.668334067,8.25322533,-1.96501279,-4.77705145,-1.87130213,6.46076393,4.97661734,-6.55541849
234,-0.345467508,-1.39486074,-1.569242,-0.617900431,-0.628670156,7.03503704,-3.81210089,0.970535517,-5.30475664,-0.831420183,5.62622738,-6.78811312,-0.668527424,8.27892971,-2.02033687,-4.74011421,-1.9190011,6.4455452,4.95944595,-6.59752846
235,-0.287400723,-1.39261818,-1.56194723,-0.61491245,-0.620801568,7.05628109,-3.79720497,1.07100952,-5.28561735,-0.853152394,5.65722322,-6.76835585,-0.668430567,8.30470276,-2.0753684,-4.70217896,-1.96628881,6.43002176,4.94247007,-6.63894033
236,-0.229104683,-1.39002359,-1.55458844,-0.611930013,-0.612955511,7.07726574,-3.78118825,1.17053163,-5.26616478,-0.873848438,5.68782854,-6.74872923,-0.668507099,8.33031082,-2.12984085,-4.66327763,-2.01321459,6.41415834,4.92560339,-6.67975569
237,-0.170712098,-1.3870374,-1.54711246,-0.608949125,-0.604972124,7.09810209,-3.76398802,1.26981449,-5.24603939,-0.893523157,5.71844292,-6.72876549,-0.668315291,8.35602474,-2.18408871,-4.62325525,-2.05976462,6.39796734,4.90895367,-6.71993923
238,-0.112089433,-1.38371933,-1.53961134,-0.605974317,-0.597188413,7.11859512,-3.74573398,1.36731112,-5.22596264,-0.912184715,5.74830055,-6.70941305,-0.66871047,8.38132,-2.23736739,-4.58249187,-2.105865,6.38152361,4.89228725,-6.75955105
239,-0.0534528419,-1.37992203,-1.53189719,-0.602959394,-0.588972807,7.13902283,-3.72633576,1.46553886,-5.20489168,-0.929790318,5.77851868,-6.6893177,-0.668416619,8.40693378,-2.29069924,-4.54047966,-2.15156221,6.3647871,4.87593508,-6.7984786
240,0.00525056617,-1.37577343,-1.52415609,-0.599964321,-0.580863714,7.15919065,-3.70584965,1.56249022,-5.18361235,-0.946436048,5.80830765,-6.66945267,-0.668342173,8.43235016,-2.3433001,-4.49762535,-2.1967392,6.347826,4.85967159,-6.83678341
241,0.0641704202,-1.37115741,-1.51625466,-0.596938372,-0.572560549,7.17922258,-3.68422079,1.65930867,-5.16166162,-0.962156117,5.83819818,-6.64916754,-0.667918921,8.45792103,-2.39576316,-4.45352411,-2.24155712,6.33054829,4.84359503,-6.874547
242,0.123180084,-1.36619735,-1.50834346,-0.593929231,-0.564414203,7.19893694,-3.66161942,1.7544111,-5.13976669,-0.976873398,5.86737204,-6.62954187,-0.66806668,8.48309135,-2.44720197,-4.40874672,-2.28581667,6.31310606,4.82759047,-6.91165257
243,0.182130694,-1.36076844,-1.50027406,-0.590890944,-0.555995047,7.2185421,-3.63785863,1.84967339,-5.11706972,-0.990616679,5.89675379,-6.60936642,-0.667684913,8.50846767,-2.49851012,-4.36281252,-2.32957745,6.29541874,4.81180286,-6.94818449
244,0.241287872,-1.35493588,-1.49215984,-0.587849259,-0.547667086,7.23785877,-3.61317897,1.9433825,-5.09436417,-1.00346649,5.92561007,-6.58965588,-0.667684257,8.5335722,-2.54897761,-4.31603289,-2.37282062,6.27756643,4.79611063,-6.98411608
245,0.300336778,-1.34868836,-1.48395538,-0.584806979,-0.539211452,7.25703144,-3.58737326,2.03675652,-5.07107973,-1.01537144,5.95445108,-6.56969643,-0.667427897,8.55874443,-2.59901881,-4.26829386,-2.41546202,6.25957012,4.78058767,-7.01941729
246,0.359583557,-1.34194708,-1.47561669,-0.581727445,-0.53060931,7.27600622,-3.56057167,2.12947512,-5.04740286,-1.02633405,5.98313999,-6.54973745,-0.667130768,8.58388901,-2.64860201,-4.21946287,-2.45763111,6.24135065,4.76524258,-7.05416727
247,0.418803096,-1.33479512,-1.46720254,-0.578651071,-0.521960974,7.29479647,-3.53272438,2.22142577,-5.02334595,-1.03642738,6.01168346,-6.52975607,-0.666753173,8.60900116,-2.69762278,-4.16969681,-2.49918818,6.22303867,4.75002432,-7.08829403
248,0.478086352,-1.32720959,-1.45873463,-0.575559258,-0.513331532,7.31335402,-3.50395203,2.31217623,-4.99916983,-1.04564428,6.03981876,-6.51012325,-0.666643918,8.63390732,-2.74588728,-4.1190629,-2.54017615,6.20454454,4.73494148,-7.12188721
249,0.537333727,-1.31916976,-1.45017433,-0.57245189,-0.504589379,7.33170748,-3.47421956,2.40215778,-4.97461748,-1.05398929,6.06783819,-6.49045372,-0.666373134,8.6587944,-2.79353738,-4.06758881,-2.5804913,6.18605614,4.71994162,-7.15486097
250,0.596560895,-1.31065011,-1.44149327,-0.569322765,-0.495672822,7.34991646,-3.44344831,2.49173903,-4.9495225,-1.06148517,6.09594393,-6.4704771,-0.665767074,8.68382168,-2.84084487,-4.01499844,-2.62018514,6.16746998,4.70513248,-7.18726826
251,0.655913651,-1.30168247,-1.43276584,-0.566175997,-0.486812025,7.36789513,-3.41180563,2.57995462,-4.92444086,-1.06810927,6.12349606,-6.45112658,-0.665657818,8.70853043,-2.88721037,-3.96163821,-2.65928817,6.14874554,4.69043922,-7.21911526
252,0.715218782,-1.29228854,-1.42400002,-0.563031554,-0.477948844,7.38566208,-3.37926507,2.66708851,-4.89917612,-1.07395673,6.15079832,-6.4319582,-0.665609419,8.73311615,-2.93288612,-3.90741825,-2.69774079,6.12997007,4.67586994,-7.25039864
253,0.774450719,-1.28240132,-1.41513252,-0.55985719,-0.468936861,7.40325832,-3.34581256,2.7535367,-4.87352085,-1.07896698,6.17805243,-6.4127183,-0.665364325,8.75774097,-2.97800899,-3.85227489,-2.73548341,6.11119413,4.66144371,-7.28111601
254,0.833747625,-1.27202439,-1.40616798,-0.556658089,-0.459809393,7.4206748,-3.31141138,2.8392508,-4.8475275,-1.08318067,6.20519686,-6.39349222,-0.665048778,8.78235435,-3.02252984,-3.79617,-2.77256989,6.09240294,4.64713049,-7.31128025
255,0.893029749,-1.26117945,-1.39714766,-0.553441763,-0.450656921,7.43791151,-3.27612996,2.92395091,-4.82136154,-1.08662391,6.23209333,-6.37450695,-0.664845228,8.80685425,-3.06634426,-3.7391789,-2.80898142,6.07354403,4.63295889,-7.34092951
256,0.952116072,-1.24989712,-1.38808632,-0.550219178,-0.441455424,7.45494604,-3.24000645,3.00762558,-4.79499054,-1.08928478,6.2587657,-6.35573006,-0.66466099,8.83124161,-3.10936761,-3.68149829,-2.84461212,6.05478239,4.61889172,-7.36996937
257,1.01114464,-1.23805916,-1.37889695,-0.546940386,-0.43200928,7.47181368,-3.20296717,3.09081006,-4.76812553,-1.09109986,6.28546238,-6.33680105,-0.664198697,8.85571289,-3.15194058,-3.62282681,-2.87954426,6.03600168,4.60498714,-7.39849997
258,1.07029009,-1.22581232,-1.36974502,-0.543675959,-0.422834426,7.48844194,-3.16534209,3.17195559,-4.74172258,-1.09241235,6.31149864,-6.31876898,-0.664407909,8.87975979,-3.19326258,-3.5636332,-2.91376662,6.01732779,4.59106684,-7.42650032
259,1.12925661,-1.21302676,-1.36043799,-0.540370286,-0.413234293,7.50495911,-3.1265974,3.25332665,-4.71438885,-1.09273052,6.337883,-6.30014563,-0.663952112,8.90413189,-3.23441958,-3.50319576,-2.94720769,5.99865961,4.57739687,-7.45394802
260,1.18812215,-1.19978297,-1.35112858,-0.537044764,-0.403734952,7.52126837,-3.0872128,3.33314896,-4.68723726,-1.09246218,6.36380863,-6.28211927,-0.663854361,8.92821693,-3.27452779,-3.44225144,-2.9798789,5.98011255,4.56374168,-7.48088264
261,1.24694538,-1.18605721,-1.34178746,-0.533702075,-0.394235551,7.53738451,-3.04712915,3.41170859,-4.66007328,-1.09153855,6.38942623,-6.26451731,-0.663982451,8.95213985,-3.3137579,-3.38055634,-3.01179123,5.96163511,4.55019951,-7.50731325
262,1.30575895,-1.17180431,-1.33235657,-0.530326724,-0.384570688,7.55335283,-3.0061419,3.48965311,-4.6325264,-1.08986914,6.4150281,-6.24689388,-0.663934767,8.97609901,-3.3524034,-3.31792498,-3.04295278,5.94323921,4.53674603,-7.53324842
263,1.36435819,-1.15708411,-1.32292545,-0.526935041,-0.374944985,7.56912422,-2.96453643,3.56621289,-4.60503626,-1.08763385,6.44030952,-6.22969484,-0.664065719,8.99987602,-3.39007831,-3.25480413,-3.07328248,5.92505407,4.5233531,-7.55863428
264,1.42276752,-1.14189434,-1.31343651,-0.523522556,-0.365146697,7.5847435,-2.92211795,3.64210296,-4.57720423,-1.08462799,6.46553516,-6.21256113,-0.664075255,9.02366734,-3.42711973,-3.19079185,-3.10277605,5.90695047,4.51014805,-7.5835042
265,1.48116577,-1.1261363,-1.30386746,-0.520065844,-0.355167747,7.60019398,-2.87892318,3.71725249,-4.54905891,-1.0809195,6.49072504,-6.19545507,-0.66391772,9.04749107,-3.46349669,-3.12591958,-3.1314621,5.88903236,4.49695063,-7.60789537
266,1.53947973,-1.10989058,-1.29429615,-0.516584337,-0.345270693,7.61547661,-2.83511662,3.7909627,-4.52106333,-1.07671928,6.51553535,-6.17892599,-0.664107621,9.0710783,-3.49886441,-3.06047797,-3.15937042,5.87125301,4.48385143,-7.63180971
267,1.59751439,-1.0931865,-1.28471231,-0.513087153,-0.335284233,7.63058567,-2.79062653,3.86369729,-4.49291277,-1.07183027,6.54014826,-6.16270351,-0.664335251,9.09457016,-3.53336644,-2.9944787,-3.18639016,5.8536911,4.47079802,-7.65522623
268,1.65544212,-1.0759728,-1.27509868,-0.509556174,-0.32525453,7.64553022,-2.74552274,3.93529081,-4.46472073,-1.06642449,6.56459188,-6.14673042,-0.664586663,9.11798286,-3.56704664,-2.92779684,-3.2125771,5.83634758,4.45777512,-7.67819071
269,1.71324849,-1.05821693,-1.26540995,-0.505993783,-0.314957976,7.66031122,-2.69963622,4.00636578,-4.43609333,-1.06021357,6.58904028,-6.13081551,-0.664669156,9.14146328,-3.60007381,-2.86021924,-3.23788738,5.81916285,4.4449563,-7.70056677
270,1.77086318,-1.03998077,-1.25573874,-0.502405763,-0.304715633,7.67495966,-2.65312648,4.07614899,-4.40751791,-1.05353832,6.61321878,-6.11531544,-0.664920092,9.16478252,-3.63216686,-2.79213309,-3.26236033,5.80219746,4.43212557,-7.72255898
271,1.82835114,-1.02123404,-1.24605381,-0.498786032,-0.294438958,7.68943644,-2.6061058,4.14471912,-4.37900019,-1.04634285,6.63710928,-6.1003108,-0.665388703,9.1879406,-3.66325212,-2.72354555,-3.2859664,5.78553152,4.41929007,-7.74409151
272,1.885553,-1.00201225,-1.23637462,-0.495142221,-0.284082979,7.70376635,-2.55843949,4.21231699,-4.35034561,-1.03855932,6.66084862,-6.08557987,-0.665861666,9.21103001,-3.69350266,-2.65438581,-3.30867696,5.76909828,4.40652132,-7.7651701
273,1.9426055,-0.982270658,-1.22667158,-0.491464913,-0.273622602,7.71792555,-2.51023388,4.27888203,-4.32160902,-1.0302887,6.68448067,-6.07104731,-0.6662817,9.23408508,-3.72294855,-2.58458209,-3.33050799,5.75294876,4.39378691,-7.78577471
274,1.99944544,-0.962013185,-1.21696186,-0.487757087,-0.263042182,7.73194695,-2.46137118,4.34457064,-4.2926755,-1.02133012,6.70790195,-6.05695963,-0.66684401,9.25703621,-3.7514801,-2.51421332,-3.35145116,5.73700666,4.38116932,-7.80590105
275,2.05612421,-0.941303849,-1.2073127,-0.484037906,-0.252658218,7.74584579,-2.41216826,4.40859699,-4.26418352,-1.01225388,6.73100281,-6.04340029,-0.667685688,9.27977657,-3.77887321,-2.4435432,-3.37151289,5.72150183,4.36841631,-7.82566643
276,2.11242461,-0.92003864,-1.19759417,-0.480259806,-0.241793558,7.75956011,-2.3621366,4.47248983,-4.23487949,-1.00214696,6.75422573,-6.02972412,-0.668095171,9.30267906,-3.80579925,-2.37206626,-3.39061546,5.70617914,4.35585785,-7.84490871
277,2.16872311,-0.898272872,-1.18791056,-0.476463348,-0.231114656,7.77314663,-2.31183076,4.53470373,-4.20606518,-0.991856575,6.77699614,-6.01690435,-0.6690557,9.32528687,-3.83140111,-2.30032325,-3.40887117,5.69125271,4.34317923,-7.86375332
278,2.22472596,-0.875974894,-1.17822886,-0.472621113,-0.220240965,7.7865901,-2.26089382,4.59616852,-4.17694998,-0.980970562,6.79973125,-6.00417089,-0.669844866,9.34791279,-3.85631967,-2.22790432,-3.42619848,5.67656755,4.33058643,-7.88221025
279,2.28038526,-0.853256881,-1.16862321,-0.468765914,-0.209491074,7.7999239,-2.20960832,4.65617657,-4.14814901,-0.969809771,6.82209158,-5.99215603,-0.671011209,9.37029266,-3.88005543,-2.15538335,-3.44263315,5.6622653,4.317945,-7.90027094
280,2.3358252,-0.829975605,-1.15898955,-0.464859009,-0.198437572,7.81307507,-2.15778303,4.71557951,-4.11895132,-0.957979918,6.8444767,-5.98017693,-0.671917796,9.39274597,-3.90309906,-2.08216429,-3.45811009,5.64829969,4.30536127,-7.91784143
281,2.3909831,-0.806219935,-1.14936483,-0.46092844,-0.187237844,7.82611132,-2.10533953,4.77417183,-4.08949804,-0.945553482,6.86677313,-5.9684639,-0.672781587,9.415205,-3.92530489,-2.00843024,-3.4726336,5.63473511,4.29278231,-7.93499279
282,2.44596887,-0.781937599,-1.139835,-0.456961006,-0.176274359,7.83903265,-2.05278063,4.83098078,-4.06071901,-0.933096111,6.88852072,-5.95777035,-0.67432785,9.43726635,-3.94608951,-1.9347508,-3.48633313,5.62146902,4.28012228,-7.95181274
283,2.50059295,-0.757236481,-1.13034022,-0.452985793,-0.165127724,7.85182667,-1.99966204,4.8870697,-4.03162813,-0.920058012,6.91026497,-5.94717598,-0.675671339,9.45938683,-3.96614051,-1.86050487,-3.49903798,5.60861111,4.26749134,-7.96822643
284,2.55491829,-0.731995165,-1.12087858,-0.448958188,-0.153891131,7.86450577,-1.94611526,4.94212532,-4.00248146,-0.906572282,6.93182611,-5.93700933,-0.677098691,9.48142433,-3.98524261,-1.78594816,-3.5108254,5.59613228,4.25480556,-7.98427486
285,2.60904121,-0.70623529,-1.11146021,-0.444899172,-0.142603606,7.87705326,-1.89221406,4.9961009,-3.9733963,-0.892702639,6.95313644,-5.92739487,-0.678748131,9.50331211,-4.00327969,-1.71109474,-3.52171016,5.58401871,4.24209023,-7.99992371
286,2.66278362,-0.680063426,-1.10211468,-0.440822035,-0.131300449,7.88950539,-1.83793986,5.04898834,-3.9443748,-0.87855792,6.9743185,-5.91808605,-0.680419922,9.52515793,-4.020401,-1.63593769,-3.53163671,5.57233191,4.22937393,-8.01521969
287,2.7161541,-0.653336406,-1.09278154,-0.436676681,-0.119668081,7.9017725,-1.78325355,5.10125542,-3.91498613,-0.863685548,6.99534988,-5.90918732,-0.682066202,9.54695702,-4.03661776,-1.56048286,-3.54061246,5.56106281,4.21658754,-8.0300703
288,2.76932383,-0.626098394,-1.08349097,-0.432505965,-0.107903697,7.91392231,-1.72812939,5.15263891,-3.88541675,-0.848324478,7.01626635,-5.9006443,-0.683735728,9.56874275,-4.05193806,-1.48458827,-3.5486474,5.55021238,4.20380116,-8.0445528
289,2.82206988,-0.598421574,-1.07430387,-0.428304851,-0.096189715,7.92598343,-1.67274785,5.20276737,-3.85608339,-0.832777143,7.03691339,-5.8926506,-0.685625196,9.59035873,-4.06618166,-1.40860617,-3.55575585,5.53974581,4.19094372,-8.05873394
290,2.87461019,-0.570239842,-1.06519318,-0.424080312,-0.0844770968,7.93795967,-1.61708879,5.25174856,-3.82689071,-0.81693083,7.05729008,-5.88530302,-0.68781662,9.61183167,-4.07927465,-1.33247113,-3.5619483,5.5296855,4.17804432,-8.07256126
291,2.92669249,-0.541588962,-1.0561583,-0.419806898,-0.0726328194,7.94979906,-1.56115043,5.29981899,-3.79764223,-0.800754249,7.07754183,-5.87820768,-0.689928472,9.63325214,-4.09150743,-1.25618446,-3.56722379,5.52010536,4.16500998,-8.08605862
292,2.97848368,-0.512490451,-1.04722762,-0.415513307,-0.0608676374,7.96157026,-1.50502396,5.34659338,-3.76869512,-0.784386158,7.09744549,-5.87190962,-0.692472994,9.65446281,-4.10249615,-1.17990744,-3.5716033,5.51092434,4.15193462,-8.09920025
293,3.02985787,-0.48294881,-1.03841221,-0.411201507,-0.0490718074,7.97326422,-1.44857812,5.39236307,-3.73975682,-0.767686009,7.11715126,-5.86608028,-0.695124984,9.67557907,-4.11249781,-1.10355783,-3.57506847,5.50217438,4.13877106,-8.11203671
294,3.08104372,-0.452845305,-1.02963817,-0.406840652,-0.0370886438,7.98483324,-1.39182389,5.43731928,-3.71066356,-0.750553191,7.13672972,-5.86066008,-0.697838962,9.69667816,-4.12151623,-1.02685332,-3.577564,5.49387121,4.12556601,-8.1245203
295,3.131603,-0.42237854,-1.02097154,-0.402440697,-0.0249163508,7.9962678,-1.33484077,5.48147058,-3.68139791,-0.732959926,7.15613556,-5.85564327,-0.700530529,9.71771431,-4.12966108,-0.950188816,-3.57914782,5.48607683,4.11223936,-8.13668156
296,3.18192029,-0.391402721,-1.01241219,-0.398012698,-0.0127754044,8.00764275,-1.27760911,5.52448893,-3.65231419,-0.715148568,7.17525482,-5.85130978,-0.703563988,9.7385931,-4.13663721,-0.873441696,-3.57982802,5.47863626,4.09887695,-8.14853191
297,3.2318716,-0.359902173,-1.00390375,-0.393524975,-0.000281182758,8.01884556,-1.22005367,5.5669713,-3.62276769,-0.696717262,7.19431639,-5.84722185,-0.706433177,9.75952244,-4.14279604,-0.796388209,-3.57952857,5.47174978,4.08533669,-8.16004944
298,3.28128409,-0.328078449,-0.995590746,-0.38903603,0.0119636133,8.03004742,-1.1624639,5.60797548,-3.59379745,-0.678388596,7.21300936,-5.84386683,-0.709714472,9.7802,-4.14774609,-0.719724774,-3.57840872,5.46526337,4.07172394,-8.17132378
299,3.33043671,-0.295709908,-0.987326324,-0.384496003,0.0245381873,8.04110718,-1.10454226,5.64842463,-3.56435513,-0.65937227,7.23155594,-5.84103823,-0.71305728,9.80089092,-4.15173149,-0.642773986,-3.57630754,5.4592433,4.05804968,-8.18223858
300,3.37911582,-0.262988061,-0.979275823,-0.379950136,0.036764022,8.05219269,-1.04666305,5.68727875,-3.5357573,-0.640744328,7.24975157,-5.83882236,-0.716805875,9.82130432,-4.15447235,-0.566251934,-3.57342362,5.45365906,4.04418325,-8.19294643
301,3.4274435,-0.229712859,-0.971262753,-0.37533325,0.049450893,8.06307697,-0.9884758,5.72576046,-3.50650978,-0.621328115,7.26785517,-5.83700609,-0.720465541,9.84178734,-4.15636873,-0.489474446,-3.56956291,5.44860888,4.0301919,-8.20329189
302,3.47526407,-0.196058601,-0.963418126,-0.370691717,0.0621380582,8.07391167,-0.930144966,5.76320314,-3.47736192,-0.601671219,7.28565836,-5.83584785,-0.72437489,9.86209488,-4.15720034,-0.412873805,-3.56486106,5.44393063,4.01612854,-8.21340847
303,3.5227468,-0.161992505,-0.955744326,-0.366045922,0.0745896772,8.08478165,-0.871756136,5.79927826,-3.44877505,-0.582240105,7.30323315,-5.8351841,-0.728566587,9.88226604,-4.15686417,-0.336462468,-3.55928254,5.43972635,4.00187778,-8.2233305
304,3.5697546,-0.127425209,-0.948132873,-0.361328959,0.0876815915,8.09538364,-0.81306535,5.83528471,-3.41918635,-0.561648726,7.32059669,-5.83518934,-0.732764304,9.90246391,-4.15563297,-0.259915322,-3.55275798,5.43603897,3.98757482,-8.23278713
305,3.6163187,-0.0924969465,-0.940737963,-0.356606632,0.100411072,8.10605049,-0.754443109,5.86971378,-3.39043117,-0.541481137,7.33763266,-5.83582687,-0.737382948,9.92241001,-4.15318203,-0.183887586,-3.54549646,5.43277645,3.97303462,-8.24212742
306,3.66238546,-0.0571211018,-0.933446229,-0.351828247,0.11348471,8.11658382,-0.695564628,5.9036603,-3.36117983,-0.520726204,7.35457802,-5.83673716,-0.741851985,9.94241238,-4.14993429,-0.107681513,-3.53725123,5.43003798,3.95832801,-8.25119877
307,3.70803237,-0.0213441476,-0.926313579,-0.347020656,0.126618803,8.12704468,-0.636647105,5.93667078,-3.33196044,-0.499679476,7.37117243,-5.8384943,-0.746715069,9.9622488,-4.14550257,-0.0317333788,-3.52817321,5.42767048,3.94356894,-8.260005
308,3.75321507,0.0147807794,-0.919415891,-0.342211246,0.139399767,8.13756466,-0.577854812,5.96820021,-3.30363178,-0.479135841,7.38747358,-5.84074831,-0.751924574,9.98184109,-4.13989115,0.0435590297,-3.51842856,5.42578506,3.9285605,-8.26862144
309,3.7978394,0.0513788834,-0.912569582,-0.337319404,0.152962476,8.14779854,-0.518721461,5.99984837,-3.27390885,-0.457231522,7.40362406,-5.84357214,-0.75696069,10.0015621,-4.13355637,0.119194709,-3.50763369,5.42441797,3.91344166,-8.27689838
310,3.84216309,0.0883866698,-0.905978739,-0.332434058,0.166010976,8.15819263,-0.459676206,6.02983522,-3.24532866,-0.435978591,7.41940737,-5.84711266,-0.762617528,10.020999,-4.12580156,0.194208279,-3.49615359,5.42344093,3.8980782,-8.28505421
311,3.88591003,0.125770539,-0.899488807,-0.327495754,0.179602504,8.16836548,-0.400394887,6.05962276,-3.21579814,-0.413764298,7.43501806,-5.8511734,-0.768174529,10.0404968,-4.11724806,0.269330204,-3.48366857,5.42296457,3.88263702,-8.2928915
312,3.92916679,0.163489923,-0.893262863,-0.322547823,0.192780629,8.17864799,-0.341323942,6.08786869,-3.18728209,-0.392106414,7.45023775,-5.85594606,-0.774265289,10.0596819,-4.10744524,0.343592077,-3.47065258,5.42286682,3.86693859,-8.30062389
313,3.97200179,0.201677889,-0.887177646,-0.317551583,0.206235588,8.18881035,-0.282135189,6.11557293,-3.15838838,-0.369969279,7.4652586,-5.86122942,-0.780433655,10.0788565,-4.09665918,0.417818815,-3.45671248,5.42326784,3.8510716,-8.30806732
314,4.01428652,0.240172476,-0.881277561,-0.312533975,0.21980986,8.19891071,-0.222899467,6.14252901,-3.12936354,-0.347482592,7.47995472,-5.86725235,-0.786880016,10.0979099,-4.0848012,0.49166581,-3.44196987,5.42409468,3.83504581,-8.31529522
315,4.05599928,0.279067814,-0.875558674,-0.307462245,0.233574316,8.20891571,-0.163705438,6.16879368,-3.1001761,-0.324706137,7.49440336,-5.87379408,-0.793437541,10.1168909,-4.07201529,0.565209687,-3.42647004,5.42540932,3.81876707,-8.32236767
316,4.09727287,0.318317115,-0.870036483,-0.302372575,0.247337058,8.21890831,-0.104493871,6.19416714,-3.07108974,-0.301771164,7.50850725,-5.88110542,-0.800374806,10.1357183,-4.05807161,0.638299167,-3.41022134,5.42710352,3.80235767,-8.3291893
317,4.13799143,0.357929021,-0.864716649,-0.297247201,0.261182696,8.22886181,-0.045302704,6.21874285,-3.04198194,-0.278658092,7.52234793,-5.8889432,-0.807467103,10.1544495,-4.04315329,0.711005509,-3.3932128,5.4292655,3.78566885,-8.33587837
318,4.17820501,0.397847772,-0.859633684,-0.292105347,0.274882287,8.23885059,0.0137873422,6.24226618,-3.01333427,-0.255710334,7.53584957,-5.89745712,-0.814969659,10.1729717,-4.02708578,0.783060789,-3.37557864,5.43177557,3.76880598,-8.34241486
319,4.21798897,0.438220173,-0.854717791,-0.286917835,0.288814187,8.24876499,0.072965309,6.26521349,-2.98433924,-0.232317477,7.54909515,-5.90658522,-0.82264328,10.1914692,-4.00996447,0.855003297,-3.35703754,5.43477345,3.75173044,-8.34871197
320,4.25699139,0.478819728,-0.849981785,-0.28168118,0.303200036,8.25847244,0.132085383,6.28789997,-2.95456553,-0.208136186,7.56195116,-5.91650438,-0.830461919,10.2098866,-3.99200821,0.926440775,-3.33781385,5.4382329,3.73443985,-8.3547945
321,4.29572487,0.519849837,-0.845522463,-0.276442319,0.317149192,8.26837254,0.191116139,6.3091774,-2.92580199,-0.184548825,7.57448769,-5.92706728,-0.838836908,10.2280493,-3.97270799,0.997188091,-3.31799698,5.44198799,3.7169168,-8.36078644
322,4.33382273,0.561157346,-0.841266274,-0.271169037,0.33127889,8.27818012,0.250069171,6.32984066,-2.89681578,-0.160655558,7.5867219,-5.93823338,-0.847385943,10.2461262,-3.95246983,1.06745946,-3.29746509,5.44620419,3.69917679,-8.3665781
323,4.37123442,0.602761269,-0.83720696,-0.265846789,0.345729619,8.28785801,0.308967739,6.35009527,-2.86730695,-0.136211619,7.59859705,-5.95007896,-0.856096566,10.264122,-3.93134451,1.13728607,-3.27623153,5.45088243,3.68110657,-8.37224102
324,4.40827942,0.644692659,-0.833409011,-0.260523081,0.359842718,8.29769993,0.367753088,6.36909723,-2.83861041,-0.112231016,7.61017799,-5.96251678,-0.865279019,10.2819109,-3.90898252,1.20641077,-3.25440025,5.45584106,3.66292548,-8.3777504
325,4.44465733,0.686945379,-0.829797328,-0.255142123,0.374431372,8.30735302,0.426545173,6.38790369,-2.80902314,-0.0874188989,7.62135601,-5.97577095,-0.874634087,10.2996492,-3.88571548,1.27516651,-3.23182273,5.46128941,3.64444208,-8.38307667
326,4.48050499,0.729499638,-0.826424778,-0.249737516,0.389018089,8.31701756,0.485231221,6.40593052,-2.77957225,-0.0625668913,7.63216972,-5.98972607,-0.884368658,10.3172207,-3.86134958,1.34330034,-3.20862651,5.4670682,3.62575459,-8.38827133
327,4.51575613,0.772393823,-0.823276579,-0.244283155,0.40376097,8.3266201,0.543769598,6.42333984,-2.7499516,-0.0374697037,7.64260769,-6.00436449,-0.894384265,10.3346519,-3.83596206,1.41089439,-3.18476558,5.47327185,3.60673618,-8.39333439
