traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
0,1.52629161,-3.29077148,-2.23276162,-0.794994831,-1.34302664,0.410292029,5.43967056,-2.46399045,2.12317729,3.19045067,6.00242233,-1.5642935,-1.01269495,1.64778078,5.77575207,-1.59317291,0.281894624,1.17585897,2.85424304,4.088202
1,1.47985244,-3.30689311,-2.21536899,-0.802632451,-1.34005952,0.430135936,5.43434954,-2.47855473,2.13525963,3.25187397,5.99086952,-1.62276733,-0.985651851,1.65682971,5.78376341,-1.60824323,0.298024535,1.18911839,2.88078046,4.10581684
2,1.43296778,-3.32236767,-2.19821835,-0.810211062,-1.33712363,0.450122207,5.42865086,-2.49348354,2.14683843,3.31327105,5.97832346,-1.68135691,-0.95829612,1.66626883,5.79156923,-1.62334847,0.314228326,1.20250726,2.90737367,4.12301397
3,1.38551497,-3.33715987,-2.18127203,-0.817723811,-1.33421183,0.470227033,5.42260456,-2.50875306,2.15790701,3.37459683,5.96479034,-1.73999715,-0.930628538,1.67615891,5.79913712,-1.63848257,0.330521464,1.21608841,2.93413043,4.13981628
4,1.33766019,-3.35130668,-2.16459632,-0.82512933,-1.33130205,0.490447313,5.41622019,-2.52436209,2.16849065,3.43582153,5.9502635,-1.79860711,-0.902700365,1.68651521,5.80647326,-1.65364075,0.34690094,1.2298615,2.96097183,4.15616846
5,1.28934515,-3.36478829,-2.14817595,-0.832440972,-1.328403,0.510795355,5.40946579,-2.54032063,2.17856908,3.49698281,5.93468285,-1.85731256,-0.874459922,1.69728982,5.81359959,-1.66885078,0.363341182,1.24378836,2.98791242,4.17208719
6,1.24059319,-3.37758493,-2.13202333,-0.83967334,-1.32552946,0.531275272,5.4023509,-2.55665708,2.18811417,3.55801153,5.91815901,-1.91593838,-0.845980883,1.70861113,5.8204422,-1.68410408,0.379906058,1.25794959,3.01498008,4.18754721
7,1.19139957,-3.38973212,-2.1161356,-0.846814096,-1.32266724,0.551880598,5.39486313,-2.5733614,2.1971488,3.61892629,5.90059614,-1.97459769,-0.817251801,1.72035277,5.82706928,-1.69941354,0.396529287,1.27226651,3.04214263,4.20256424
8,1.14170527,-3.40117311,-2.10049725,-0.853862345,-1.31982124,0.572631359,5.38697815,-2.59045625,2.20565748,3.67975569,5.88200617,-2.03323841,-0.788297534,1.73260212,5.8334322,-1.71477783,0.413245499,1.28680456,3.06946635,4.21712303
9,1.09166372,-3.41195846,-2.08515811,-0.860818446,-1.31699681,0.593459249,5.37877417,-2.60787797,2.21361899,3.74033308,5.86247635,-2.09175682,-0.759164214,1.74533212,5.83955383,-1.7301805,0.430024922,1.30152237,3.0968585,4.23119259
10,1.04122233,-3.42206478,-2.07010674,-0.867666721,-1.31418455,0.614435196,5.37016582,-2.62570381,2.22103906,3.80079436,5.84191799,-2.1502583,-0.729822338,1.75857151,5.84541512,-1.74566519,0.446887463,1.31643891,3.12435842,4.24478054
11,0.990436673,-3.43149495,-2.05535817,-0.874418557,-1.31138921,0.635520577,5.36119175,-2.64389586,2.22791314,3.86103153,5.82039022,-2.20864248,-0.700350523,1.77227354,5.85103607,-1.76116276,0.463807464,1.33155513,3.15194535,4.25785732
12,0.939183176,-3.44022179,-2.04087996,-0.881080925,-1.30861521,0.656746566,5.35180998,-2.66250062,2.23422217,3.92110038,5.79785538,-2.26694775,-0.670701444,1.78652883,5.85636282,-1.77677858,0.480832428,1.34690225,3.17969513,4.27045202
13,0.887628138,-3.44830513,-2.02670431,-0.887640715,-1.3058542,0.678106666,5.34203863,-2.68150616,2.23996115,3.98093915,5.77434349,-2.32513785,-0.640935779,1.80126929,5.86143923,-1.79243743,0.497893333,1.36241686,3.20749617,4.28253412
14,0.835686207,-3.45572019,-2.01283216,-0.89411509,-1.30311382,0.69958055,5.33187771,-2.70090818,2.24513841,4.04052258,5.74986696,-2.38317776,-0.611071944,1.81651855,5.86624193,-1.80818284,0.515039623,1.37815022,3.23541355,4.29409027
15,0.783423126,-3.46238947,-1.99927735,-0.900460124,-1.30039597,0.721179962,5.32131672,-2.7207129,2.24971628,4.09989929,5.72440529,-2.44109201,-0.581092954,1.83236027,5.87072992,-1.82402802,0.532280743,1.39413357,3.2634604,4.30510807
16,0.730831921,-3.46842575,-1.98602295,-0.906714201,-1.2976898,0.742904007,5.31034803,-2.74091935,2.25371933,4.15898991,5.69797754,-2.4988699,-0.551066101,1.84863961,5.87498236,-1.83993375,0.549549103,1.41027761,3.29156923,4.31559944
17,0.677922487,-3.47376609,-1.97309685,-0.912862182,-1.29500914,0.764731526,5.29899359,-2.76151729,2.25713372,4.21778154,5.67063189,-2.55640054,-0.521036327,1.86546504,5.87893152,-1.85591996,0.566900074,1.42667806,3.31980753,4.32553244
18,0.624693811,-3.47844267,-1.96047366,-0.918919086,-1.29234695,0.786707699,5.28721142,-2.78255486,2.25992155,4.27628708,5.64232635,-2.61379147,-0.490930527,1.88285005,5.88257837,-1.87202358,0.584310234,1.44327843,3.34813428,4.33492088
19,0.571221709,-3.48242426,-1.94818723,-0.924855649,-1.28969443,0.808824003,5.27499533,-2.80403137,2.26210737,4.3345046,5.61308002,-2.6709671,-0.460840702,1.90076506,5.88592577,-1.88820374,0.601788163,1.46012223,3.37655306,4.3437171
20,0.517477751,-3.48574352,-1.93623102,-0.930690229,-1.28707242,0.831017733,5.26240921,-2.82587266,2.26367259,4.3923316,5.58295155,-2.72788954,-0.430784762,1.91919339,5.88898516,-1.90447783,0.619311094,1.47717607,3.40506577,4.35195494
21,0.463412017,-3.48836899,-1.92456996,-0.936440408,-1.28446579,0.85342443,5.24930096,-2.84825635,2.26458812,4.44989443,5.55184174,-2.78465915,-0.400692075,1.93822277,5.89169979,-1.92091453,0.636918128,1.49446726,3.4336946,4.35961056
22,0.409154236,-3.49035573,-1.91326106,-0.942075372,-1.28188729,0.875852525,5.23586178,-2.87094069,2.26490426,4.50702095,5.5198946,-2.8411324,-0.370751768,1.95765972,5.89417934,-1.93737721,0.654530287,1.51195228,3.46237302,4.36666965
23,0.354689002,-3.49165559,-1.90228629,-0.947599173,-1.27932882,0.898443341,5.22195673,-2.89410615,2.26455593,4.56380415,5.48705053,-2.89733887,-0.340857089,1.97772384,5.89628553,-1.95399702,0.67222631,1.52969456,3.49114299,4.37312126
24,0.299902409,-3.49223638,-1.89162266,-0.95300889,-1.2767818,0.921157241,5.2076211,-2.91769195,2.26355743,4.62020779,5.45335531,-2.95326304,-0.311089516,1.99833596,5.89804554,-1.97073066,0.689997017,1.54771888,3.52006698,4.37895441
25,0.245003924,-3.49221992,-1.88130391,-0.958330274,-1.27426732,0.943974555,5.19285059,-2.94169927,2.26191139,4.67616224,5.41879463,-3.00892496,-0.281452507,2.01937437,5.89956856,-1.98754811,0.70774889,1.56588387,3.54899073,4.38419294
26,0.189891949,-3.49151278,-1.87131572,-0.963547766,-1.27177191,0.966949224,5.17760324,-2.96618629,2.25957227,4.73171997,5.3833952,-3.06429052,-0.251925796,2.04103947,5.90069866,-2.00451946,0.725587189,1.58434868,3.57804441,4.38878727
27,0.134603992,-3.49013901,-1.8616612,-0.968646884,-1.26929522,0.990029454,5.16192865,-2.99108815,2.25657201,4.78684664,5.3471961,-3.11931658,-0.22261329,2.06321859,5.90148735,-2.02160573,0.743470907,1.60305655,3.60716867,4.39274168
28,0.0791321695,-3.48808789,-1.85234714,-0.973646104,-1.26684046,1.01326275,5.14575863,-3.01647329,2.25286913,4.84153414,5.31015635,-3.17407489,-0.193440855,2.08593941,5.90194368,-2.0388217,0.76139015,1.62202013,3.63640213,4.39604187
29,0.0235472266,-3.48539543,-1.84337103,-0.978535414,-1.26440954,1.03656411,5.12919426,-3.04222846,2.24849367,4.89570951,5.27238464,-3.22844458,-0.164524972,2.10917044,5.90205145,-2.05617261,0.779352665,1.64122272,3.66568494,4.39869118
30,-0.0322151631,-3.48202538,-1.8347199,-0.983315885,-1.26199818,1.06002939,5.11211395,-3.06848001,2.2434032,4.94944859,5.23381329,-3.28251028,-0.135830075,2.13291502,5.90180779,-2.07364702,0.79734838,1.66068816,3.69507504,4.40067673
31,-0.0880481228,-3.47804427,-1.82639563,-0.988001466,-1.25961483,1.0836246,5.09455013,-3.09519696,2.23759723,5.00267696,5.19449711,-3.33622217,-0.107384712,2.15717602,5.90121937,-2.0912528,0.815357268,1.68037772,3.72449899,4.40200138
32,-0.14398928,-3.47341967,-1.81841493,-0.992591381,-1.25726104,1.10731363,5.07653952,-3.12232566,2.23107934,5.05538225,5.15444708,-3.38958716,-0.0791902542,2.18195105,5.90027905,-2.1090045,0.833400309,1.7003243,3.75399446,4.40263462
33,-0.200044557,-3.46812606,-1.81075847,-0.997062743,-1.25492489,1.13113832,5.05803919,-3.14991927,2.22383571,5.10756636,5.11371231,-3.44254351,-0.0513227098,2.20723939,5.89895105,-2.12692237,0.851483107,1.72053921,3.78357863,4.40259075
34,-0.256139219,-3.46220803,-1.80343771,-1.00142801,-1.25261033,1.15507305,5.03908062,-3.17793131,2.21584821,5.15919447,5.07231569,-3.49511218,-0.0237481985,2.23308682,5.8972249,-2.14498162,0.869598031,1.74104273,3.81322336,4.4018321
35,-0.312314361,-3.45564413,-1.79644465,-1.00569451,-1.25031912,1.17916,5.01958466,-3.2064414,2.20711875,5.21028948,5.03024149,-3.54730749,0.00346719264,2.25936556,5.8951602,-2.16316462,0.887715399,1.7617892,3.84294033,4.40037584
36,-0.368545711,-3.44844675,-1.78977323,-1.00984883,-1.24805641,1.20331895,4.99964857,-3.23532963,2.19765401,5.2608037,4.98752499,-3.59912014,0.0303352457,2.28610635,5.89273024,-2.18149924,0.905843198,1.78278279,3.87270665,4.39821243
37,-0.424753189,-3.44066834,-1.78343189,-1.01391578,-1.24582589,1.22761524,4.97919321,-3.26469231,2.18741655,5.31071568,4.9442091,-3.65051222,0.0568383038,2.31334901,5.88993025,-2.19996095,0.923964977,1.80403781,3.9025178,4.39532852
38,-0.481021494,-3.43221164,-1.77741504,-1.01785791,-1.2436043,1.2520231,4.9582572,-3.29447484,2.1764307,5.36003876,4.90033197,-3.70145321,0.0829138607,2.34107566,5.88669872,-2.21860909,0.942145228,1.8256197,3.93242526,4.39169455
39,-0.537281632,-3.42319608,-1.77170265,-1.02172005,-1.24141872,1.27657831,4.93676567,-3.32474971,2.16464758,5.40874672,4.85584736,-3.75202894,0.108615607,2.36924124,5.88311911,-2.23740745,0.960289657,1.84739757,3.96234131,4.38735914
40,-0.593529284,-3.41355968,-1.76629603,-1.02547908,-1.23925495,1.30128753,4.9147253,-3.35551429,2.15205121,5.45685053,4.81082249,-3.80216241,0.133904204,2.39793944,5.87908411,-2.25639367,0.978461087,1.86948419,3.99231958,4.38226843
41,-0.649693489,-3.40332508,-1.76123106,-1.02911532,-1.23711383,1.32606864,4.89223051,-3.38664579,2.13868475,5.50429773,4.76531219,-3.85185218,0.158733621,2.42707849,5.87465954,-2.27550936,0.996627927,1.89186943,4.02234602,4.37641191
42,-0.705825508,-3.39250779,-1.75646353,-1.03265655,-1.23499238,1.35098004,4.86920357,-3.41822147,2.12452579,5.55109882,4.71932888,-3.90108871,0.183075964,2.45662093,5.86984396,-2.29476929,1.0147866,1.91452408,4.05240202,4.36979485
43,-0.761968076,-3.38108754,-1.7519834,-1.03611612,-1.23291183,1.37601626,4.84562016,-3.4502604,2.1095469,5.59722042,4.67284966,-3.94991612,0.20696345,2.48657346,5.86464214,-2.31420779,1.03292167,1.93741763,4.08250713,4.36242962
44,-0.817956924,-3.36909604,-1.7478379,-1.03945899,-1.23085582,1.40114784,4.82154417,-3.48269582,2.09377074,5.64265347,4.62598419,-3.99824786,0.230329454,2.51695418,5.85902405,-2.33379197,1.05105412,1.9606353,4.11265421,4.35427284
45,-0.873816609,-3.3565526,-1.74397445,-1.04269278,-1.22881615,1.42636168,4.79698753,-3.51549602,2.0771997,5.68738174,4.57873583,-4.04612255,0.253181577,2.54771352,5.85300493,-2.35352683,1.06915963,1.98410606,4.14279461,4.34536171
46,-0.929641366,-3.34342122,-1.74040234,-1.04583585,-1.22679901,1.45178163,4.7717762,-3.54884386,2.05972505,5.73142862,4.53106737,-4.09356546,0.275550097,2.57896924,5.84650469,-2.37347436,1.08726418,2.00790381,4.17300558,4.3356328
47,-0.985333443,-3.32974911,-1.73710907,-1.04888999,-1.22482049,1.47731078,4.74601984,-3.58261847,2.04141951,5.77473688,4.48309374,-4.14051962,0.297361106,2.61062479,5.83957148,-2.39359093,1.10535073,2.03198957,4.20323515,4.32511806
48,-1.04083931,-3.31557083,-1.73410344,-1.05183613,-1.2228663,1.50287211,4.71983385,-3.61667848,2.02232695,5.81729794,4.43482018,-4.18698549,0.31860292,2.64259815,5.83224297,-2.41387248,1.1233927,2.05631399,4.23342133,4.31383228
49,-1.09625328,-3.30079484,-1.7313813,-1.05469215,-1.22094059,1.52862144,4.69298458,-3.65125251,2.00233316,5.85911131,4.3862505,-4.23300648,0.339286476,2.67492151,5.82451582,-2.43426228,1.14137936,2.08096409,4.26370287,4.30170679
50,-1.15145874,-3.28547692,-1.72893167,-1.05742168,-1.21901596,1.55449367,4.66558743,-3.68622136,1.98147523,5.90018988,4.33741474,-4.27855396,0.35939756,2.70766473,5.81628275,-2.45488334,1.15937328,2.10593891,4.29397202,4.28875923
51,-1.20646679,-3.26968241,-1.7267555,-1.06007516,-1.21714246,1.58044124,4.63765907,-3.72155166,1.95978022,5.94047499,4.28838015,-4.32361126,0.378895909,2.74067664,5.80768681,-2.47562075,1.17728341,2.13116097,4.32423067,4.27501774
52,-1.26128745,-3.25337958,-1.72482002,-1.06262457,-1.21527457,1.60657203,4.6090951,-3.75734854,1.93716276,5.97997093,4.23914719,-4.36820269,0.39781782,2.77405882,5.7986269,-2.49654603,1.1951431,2.15666389,4.35447979,4.26046515
53,-1.31587374,-3.23656607,-1.72316766,-1.06507707,-1.21344602,1.6327436,4.58005428,-3.79343891,1.91372538,6.01865625,4.18979406,-4.41227531,0.41610682,2.80775452,5.78911781,-2.51763678,1.2129643,2.18249965,4.38474131,4.24505377
54,-1.37021756,-3.21927476,-1.72174871,-1.06743431,-1.21164215,1.65907466,4.55036736,-3.82997036,1.88935149,6.05654097,4.140306,-4.45588732,0.433778077,2.8417871,5.77915192,-2.53888369,1.23071802,2.20864129,4.41499567,4.2288065
55,-1.4243511,-3.20150352,-1.7205739,-1.06969476,-1.20986223,1.68548596,4.52014542,-3.86682415,1.86411691,6.09360075,4.09067726,-4.49902725,0.450827837,2.87607121,5.76876068,-2.56031299,1.24840987,2.23503637,4.44520903,4.21174717
56,-1.47824359,-3.18321657,-1.71965241,-1.07186091,-1.20811117,1.71204948,4.48928976,-3.90409732,1.83795536,6.12979889,4.04105711,-4.5416522,0.467229247,2.91068292,5.75788355,-2.58190799,1.2660408,2.26179385,4.47547007,4.1937933
57,-1.53181255,-3.16451502,-1.71894968,-1.07392251,-1.20637417,1.73869789,4.45789242,-3.94166255,1.81091881,6.16516495,3.99136257,-4.58382273,0.48298201,2.94549918,5.74660873,-2.60364532,1.28357852,2.28879356,4.50564432,4.17503023
58,-1.58507991,-3.14535093,-1.71848059,-1.0758872,-1.20466185,1.76549172,4.42585707,-3.97963023,1.782938,6.19965982,3.94171047,-4.62548685,0.498084277,2.9806459,5.73482037,-2.62556338,1.30105031,2.31614971,4.53582048,4.1553812
59,-1.6380949,-3.12576842,-1.71822345,-1.07777464,-1.20299315,1.79237032,4.39324427,-4.0179038,1.75406325,6.23326445,3.89207816,-4.66666985,0.512521148,3.0159688,5.72263956,-2.64762783,1.31841278,2.34373951,4.56593895,4.13490629
60,-1.69072843,-3.10575891,-1.71817672,-1.07954824,-1.20132697,1.81935215,4.36007118,-4.05646515,1.72429955,6.26599836,3.84253335,-4.70736647,0.526281714,3.05151916,5.70998955,-2.6698482,1.33569539,2.37166429,4.59600973,4.11355352
61,-1.74310601,-3.08529568,-1.7183392,-1.0812335,-1.19969141,1.84650183,4.32620287,-4.09543228,1.69353592,6.29781961,3.79307771,-4.7475853,0.539389133,3.08737016,5.69681644,-2.69226599,1.35288906,2.39992213,4.62608624,4.09130621
62,-1.79507244,-3.06448865,-1.71870649,-1.08283675,-1.19809484,1.87370682,4.29178572,-4.13463116,1.66190803,6.32872152,3.74377227,-4.78733349,0.551810443,3.12328649,5.68331861,-2.71475196,1.36994135,2.42841792,4.65605497,4.06822252
63,-1.84673071,-3.04323149,-1.71926022,-1.08432674,-1.19649744,1.90107906,4.25671005,-4.17417526,1.6292932,6.35869646,3.69462752,-4.82659388,0.563555419,3.1595242,5.66922045,-2.73750424,1.38692474,2.45727277,4.68601084,4.04423666
64,-1.89793897,-3.02165532,-1.71999896,-1.08572531,-1.19492948,1.92850828,4.22109127,-4.21392345,1.5958066,6.38774204,3.64570498,-4.86537027,0.574606121,3.19585991,5.65473986,-2.76033735,1.4037658,2.48639822,4.71586037,4.01939392
65,-1.94883645,-2.99963975,-1.72091758,-1.0870297,-1.19338191,1.95609915,4.18477345,-4.25400782,1.56132996,6.41582966,3.59701562,-4.90368557,0.584975243,3.23236823,5.63977432,-2.78334618,1.42049718,2.51585674,4.74569273,3.9936316
66,-1.99930632,-2.97731328,-1.72200119,-1.08824587,-1.19185913,1.98379493,4.14784431,-4.29434109,1.52589941,6.44294596,3.5485642,-4.94153929,0.594671965,3.26906896,5.62432241,-2.80652857,1.43709624,2.54559016,4.77540827,3.96701241
67,-2.04929972,-2.95464015,-1.72327256,-1.08935773,-1.19035864,2.01158285,4.1103158,-4.33488989,1.48955679,6.46908283,3.50045919,-4.97891045,0.603671968,3.30587316,5.60844707,-2.8298173,1.45354962,2.5756588,4.80507612,3.93948698
68,-2.09889507,-2.93166733,-1.72468519,-1.09038746,-1.18888056,2.03946567,4.07218266,-4.37563658,1.45229435,6.49423504,3.45269966,-5.01580715,0.611975431,3.34275985,5.59214115,-2.85324073,1.46985424,2.60598135,4.83461618,3.91110063
69,-2.14808464,-2.9083395,-1.72627532,-1.09133375,-1.18744016,2.06745887,4.03340149,-4.41661501,1.41405237,6.51836157,3.40530586,-5.05224371,0.619621217,3.37983394,5.5753026,-2.8768568,1.48602903,2.63665318,4.86409807,3.88178611
70,-2.19678426,-2.88472319,-1.72799587,-1.09217727,-1.18600643,2.09558272,3.99396324,-4.45779753,1.37485206,6.54148817,3.3582983,-5.08823681,0.626568437,3.41696835,5.55804682,-2.90056825,1.50202322,2.66760445,4.89346981,3.85157728
71,-2.2449615,-2.86082387,-1.72982478,-1.09290576,-1.18457162,2.12380481,3.95393395,-4.49912262,1.33473992,6.56362438,3.31172395,-5.12380362,0.632793963,3.45417905,5.54030991,-2.92442131,1.51786208,2.69886875,4.92273378,3.82047296
72,-2.29270339,-2.83667374,-1.73180997,-1.09356582,-1.18317246,2.15212631,3.9132576,-4.54060936,1.29367197,6.58468294,3.26562357,-5.15889359,0.638374984,3.49148655,5.52209473,-2.94844794,1.53354657,2.73041868,4.95185947,3.78848839
73,-2.33998656,-2.81222439,-1.73390329,-1.09413528,-1.18179238,2.18061757,3.87184548,-4.58232689,1.25157595,6.60467768,3.22003126,-5.19355822,0.643284023,3.528898,5.50338697,-2.97260928,1.54903889,2.76227355,4.98089266,3.75558114
74,-2.38667107,-2.78757119,-1.73611379,-1.09459651,-1.18042207,2.20914173,3.82991982,-4.62405348,1.20863461,6.62365627,3.17492843,-5.22780895,0.647493064,3.56625986,5.48430347,-2.9968462,1.56433713,2.79440117,5.00977325,3.7218008
75,-2.43290234,-2.76268458,-1.73846698,-1.09499657,-1.17909718,2.23776317,3.78733015,-4.66590929,1.16472864,6.64151049,3.13040876,-5.26159477,0.651075125,3.6036818,5.46477604,-3.0211978,1.57943261,2.8268013,5.03850794,3.68712211
76,-2.47858119,-2.73756433,-1.74087012,-1.09527707,-1.17775381,2.26654673,3.74404836,-4.70788479,1.11984837,6.65831614,3.08647752,-5.29499674,0.653940797,3.64113975,5.44472742,-3.04572034,1.59434557,2.85951447,5.06711674,3.65153027
77,-2.52368569,-2.71225476,-1.74341464,-1.09548068,-1.17644274,2.29539895,3.70017171,-4.74988556,1.07406747,6.67398024,3.0432024,-5.32793903,0.656191409,3.67861748,5.42426014,-3.07033014,1.60904276,2.89252996,5.09557533,3.61503887
78,-2.56825376,-2.68672371,-1.74600267,-1.09557307,-1.17513323,2.32440567,3.65557289,-4.791996,1.02728105,6.6885705,3.00053263,-5.36052561,0.65775001,3.71612,5.40327311,-3.09508157,1.62353039,2.92585611,5.12390327,3.57760143
79,-2.61226487,-2.66103506,-1.74868178,-1.09558904,-1.17384887,2.35345674,3.61042881,-4.83404779,0.979653537,6.70203114,2.95854712,-5.39268351,0.658678055,3.75355983,5.38187313,-3.11996055,1.63780606,2.95940638,5.15201998,3.53933144
80,-2.65571356,-2.63518,-1.7514888,-1.09553361,-1.17259777,2.38264823,3.56452823,-4.87618399,0.930984259,6.71429348,2.91728878,-5.42443514,0.659003437,3.79107404,5.35999107,-3.14492989,1.65183222,2.99329424,5.17999935,3.50009561
81,-2.69850373,-2.60921359,-1.75431335,-1.09536421,-1.17132556,2.41194868,3.51802635,-4.91826677,0.881446183,6.72546053,2.87675309,-5.45581818,0.65864706,3.82850409,5.33765745,-3.17002106,1.66563284,3.02743578,5.20776606,3.46001005
82,-2.74071503,-2.58308315,-1.75720763,-1.09510815,-1.17007744,2.44134617,3.47086954,-4.96031046,0.830985904,6.73545599,2.8369987,-5.48682499,0.657693505,3.86586833,5.31492758,-3.19516468,1.67916775,3.06185126,5.23537016,3.41899991
83,-2.78230548,-2.55689049,-1.7601645,-1.09477353,-1.16886652,2.47079659,3.4231205,-5.00225592,0.779642224,6.74427938,2.79801965,-5.51746368,0.656130791,3.90319872,5.29172707,-3.2204361,1.69245994,3.09651208,5.26274061,3.37714386
84,-2.82332802,-2.53051853,-1.76315391,-1.09433448,-1.16761386,2.50046635,3.37457681,-5.04419899,0.727293074,6.75189018,2.75985599,-5.54773235,0.653948665,3.94051313,5.26800632,-3.24585509,1.70550263,3.13148379,5.28994799,3.33432579
85,-2.86360216,-2.50417495,-1.76619327,-1.0938226,-1.16641414,2.53009486,3.32560802,-5.08589745,0.674208581,6.75837231,2.72255731,-5.57763624,0.651170135,3.97768497,5.24394751,-3.27126884,1.71824753,3.16667867,5.3168931,3.29069328
86,-2.90325665,-2.47767806,-1.76922762,-1.0931921,-1.165187,2.55990481,3.27590108,-5.12750959,0.620164037,6.76364708,2.68606067,-5.60723352,0.647794068,4.01481533,5.21937609,-3.29682565,1.73073161,3.20217943,5.34366941,3.24610472
87,-2.94231772,-2.45115161,-1.77237248,-1.09251285,-1.16398871,2.58982873,3.22545767,-5.16900539,0.565175116,6.76759958,2.65055776,-5.63644123,0.643882155,4.05185604,5.19441652,-3.322438,1.74291539,3.23788953,5.37018633,3.20067334
88,-2.98067379,-2.42458415,-1.77551091,-1.09173036,-1.16281509,2.61978221,3.17448711,-5.21025038,0.509386778,6.7703886,2.61589789,-5.66534758,0.639387012,4.08882046,5.16895914,-3.34816718,1.75482547,3.27389765,5.39647293,3.15432572
89,-3.01834607,-2.3979907,-1.77865577,-1.09085894,-1.16162348,2.64987707,3.12284684,-5.25128937,0.452727973,6.77192783,2.58220577,-5.69392014,0.634339392,4.12566328,5.14310122,-3.37394476,1.76641738,3.31012774,5.42251348,3.10711622
90,-3.05534124,-2.37145257,-1.78181589,-1.08991599,-1.16045749,2.68001938,3.07063007,-5.29204845,0.395268053,6.77223921,2.54942489,-5.72220516,0.628769159,4.16232729,5.11690569,-3.39975309,1.77769518,3.34651399,5.44825315,3.05913043
91,-3.09165549,-2.34482455,-1.78498626,-1.08886957,-1.15927494,2.71034241,3.01764488,-5.33261633,0.33684659,6.77121973,2.51765347,-5.75016022,0.622642577,4.19904184,5.09003448,-3.42575645,1.78867877,3.3832891,5.47379637,3.01012135
92,-3.12724447,-2.31825042,-1.78815091,-1.08774269,-1.15809941,2.74076653,2.96402121,-5.37289095,0.27760756,6.76892376,2.48694968,-5.77782965,0.61602354,4.23556471,5.06285477,-3.45173836,1.79930568,3.42024231,5.49906254,2.96028161
93,-3.16212702,-2.29171228,-1.79132283,-1.0865345,-1.15692878,2.77121568,2.90990329,-5.41274548,0.217668548,6.76540422,2.45716453,-5.80520439,0.608881414,4.27191448,5.03527021,-3.47778845,1.8096137,3.4574008,5.52402592,2.90961385
94,-3.19627976,-2.26524806,-1.79448044,-1.08524263,-1.155761,2.8018136,2.85504413,-5.45231533,0.156832486,6.76052809,2.42850065,-5.83231735,0.601273,4.3081522,5.0072608,-3.50386834,1.81956112,3.49478149,5.54870987,2.85808778
95,-3.22965026,-2.23887062,-1.79762828,-1.08386838,-1.1545788,2.83245111,2.79971051,-5.49141359,0.0953327939,6.75442219,2.40080571,-5.8591361,0.593146384,4.34425545,4.97878456,-3.53004479,1.82917452,3.53239751,5.5730772,2.80573654
96,-3.26232982,-2.21251822,-1.80075407,-1.08240187,-1.15340483,2.86322832,2.74363732,-5.5301528,0.0329706743,6.74692202,2.37423515,-5.8857131,0.584591269,4.38022804,4.94988489,-3.55626416,1.83842242,3.57022333,5.59717035,2.75250578
97,-3.29425883,-2.18628621,-1.80386567,-1.08086288,-1.15223634,2.89405584,2.68704033,-5.56840038,-0.0300610997,6.73813915,2.34875464,-5.91202307,0.575582922,4.41599083,4.92062616,-3.58250475,1.84730554,3.60822201,5.62093115,2.69847536
98,-3.32543564,-2.16016626,-1.80694139,-1.07924283,-1.15105915,2.9250195,2.62975502,-5.60621166,-0.093901135,6.72797585,2.3243804,-5.93809986,0.56613332,4.45164871,4.89090443,-3.6087966,1.85580039,3.64642239,5.64437771,2.64359713
99,-3.35582924,-2.13417363,-1.80998969,-1.07754135,-1.14987767,2.95606422,2.57188416,-5.64350414,-0.158450142,6.71647263,2.30112481,-5.96393013,0.556251585,4.48717213,4.86071587,-3.6351397,1.86391342,3.68485522,5.66749811,2.58786917
100,-3.38548923,-2.10832906,-1.8129977,-1.07576895,-1.14870203,2.98716974,2.51346517,-5.68022728,-0.22365126,6.70364523,2.27896261,-5.98954773,0.545975387,4.52245188,4.83021879,-3.66148138,1.87164009,3.72337985,5.69024658,2.53141665
101,-3.41434431,-2.08263612,-1.81597543,-1.07391191,-1.14752805,3.0183475,2.45446992,-5.7163682,-0.289516002,6.68944407,2.25798583,-6.01492786,0.535307407,4.55760193,4.79924583,-3.68786907,1.87896991,3.76214194,5.71266222,2.4741056
102,-3.44238472,-2.05712581,-1.81890988,-1.07197702,-1.14632142,3.04962301,2.39492083,-5.75188828,-0.356011569,6.67390347,2.23811316,-6.04009581,0.524234414,4.59256935,4.76788235,-3.71427751,1.88588703,3.80106616,5.73472404,2.41601562
103,-3.46971154,-2.03171539,-1.82178974,-1.06996548,-1.14512634,3.08104205,2.33465862,-5.78683519,-0.423256487,6.65688324,2.21951485,-6.06506538,0.512828588,4.62741232,4.73603725,-3.74072361,1.89237189,3.84017348,5.75645971,2.35703611
104,-3.49614358,-2.00659275,-1.82463861,-1.06788027,-1.14391553,3.11246657,2.27399707,-5.82103395,-0.490980685,6.63858938,2.20197177,-6.08984184,0.50104177,4.6620245,4.70386553,-3.76715589,1.89844608,3.87942195,5.77778435,2.29737473
105,-3.52182198,-1.98165369,-1.82742023,-1.06572676,-1.14270151,3.14401937,2.21268415,-5.85456514,-0.559369445,6.61883879,2.18564725,-6.11442137,0.488928348,4.69649553,4.67124414,-3.79362535,1.90407944,3.91878653,5.79872227,2.23693633
106,-3.54668784,-1.95692945,-1.83014047,-1.06349409,-1.14146972,3.17565179,2.15083337,-5.88735104,-0.628309548,6.59769678,2.17051864,-6.13880682,0.476491034,4.73077345,4.63822794,-3.82009172,1.90927148,3.95829511,5.81928062,2.17573547
