package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,median_ms,p05_ms,p95_ms,max_ms,samples,errored_pct,error,build_s,recorded_utc
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,2048,28,default,none,51960.7872,52056.1568,51970.32416,52108.32143,52114.1175,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,8192,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,8192,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,32768,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,32768,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,131072,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,131072,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,524288,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,524288,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,2097152,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,2097152,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,8388608,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,adaptive,tol,1e-05,8388608,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8,28,default,both,1000.2709,1012.2533,1000.91665,1027.189955,1028.0801,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8,28,default,none,999.7029,1022.29995,1001.277315,2108.824705,2992.2202,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,32,28,default,both,13963.4787,14214.0619,13988.53702,14239.1674,14241.9569,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,32,28,default,none,13768.7309,13844.2385,13776.28166,14169.66005,14205.818,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,128,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,128,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,512,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,512,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,2048,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,2048,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8192,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8192,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,32768,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,32768,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,131072,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,131072,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,524288,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,524288,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,2097152,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,2097152,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8388608,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,kvaerno3,fixed,dt,0.0029296875,8388608,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8,28,default,both,529.3958,670.9057,530.220875,716.69144,722.2844,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8,28,default,none,529.4087,531.1375,529.466885,658.99517,702.7448,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,32,28,default,both,7702.3271,7843.09235,7721.24906,7867.266135,7868.9523,4,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,32,28,default,none,7661.7949,7803.8523,7676.00064,7854.17616,7859.7677,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,128,28,default,both,16872.3406,16889.1256,16874.0191,16913.46763,16916.1723,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,128,28,default,none,16773.1764,16833.3267,16779.19143,16871.33064,16875.5533,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,512,28,default,both,13664.6158,13812.8234,13679.43656,13859.0006,13864.1314,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,512,28,default,none,13693.3127,13778.27,13701.80843,13854.74336,13863.2404,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,2048,28,default,both,56970.1351,57083.7136,56981.49295,57146.63458,57153.6258,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,2048,28,default,none,56993.1651,57014.2109,56995.26968,57256.95413,57283.9256,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8192,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8192,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,32768,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,32768,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,131072,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,131072,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,524288,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,524288,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,2097152,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,2097152,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8388608,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,8388608,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8,28,default,both,20.0909,20.14255,20.09831,20.313085,20.6434,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8,28,default,none,20.0313,20.08575,20.031965,20.548435,20.6517,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,32,28,default,both,48.8301,49.77875,48.892325,50.451375,50.8784,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,32,28,default,none,48.937,49.3814,48.96113,50.887795,50.8991,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,128,28,default,both,21.4558,21.56815,21.4805,21.980745,22.0823,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,128,28,default,none,21.3544,21.4784,21.3601,21.934525,22.0395,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,512,28,default,both,20.3503,20.38905,20.35771,20.7717,20.7888,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,512,28,default,none,20.1877,20.25425,20.194445,20.460335,20.7327,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,2048,28,default,both,20.8222,20.9318,20.83645,21.435715,21.7248,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,2048,28,default,none,20.4451,20.52985,20.479585,20.90544,21.0715,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8192,28,default,both,25.144,25.3007,25.18979,26.938635,27.2604,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8192,28,default,none,24.0142,24.47225,24.194795,25.33639,25.8511,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,32768,28,default,both,114.4853,115.4907,114.62075,125.609725,125.8336,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,32768,28,default,none,112.3426,113.6009,112.405015,114.311625,114.324,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,131072,28,default,both,449.341,454.46845,450.752245,475.353375,484.4931,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,131072,28,default,none,444.0999,446.75375,444.48276,458.436305,460.6265,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,524288,28,default,both,1854.8064,1857.045,1854.837135,1993.386805,2071.8466,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,524288,28,default,none,1838.4844,1850.32175,1838.53939,1869.25495,1878.8404,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,2097152,28,default,both,7460.8932,7513.3581,7466.13969,7689.63255,7709.2186,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,2097152,28,default,none,7483.193,7497.0056,7484.57426,7501.04138,7501.4898,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8388608,28,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pleiades,tsit5,fixed,dt,0.0029296875,8388608,28,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,0.01,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,0.001,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,0.0001,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,1e-05,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,1e-06,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,1e-07,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,adaptive,tol,1e-08,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,0.01,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,0.001,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,0.0001,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,1e-05,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,1e-06,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,1e-07,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,adaptive,tol,1e-08,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,0.01,131072,28,default,d2h,516.3416,522.6328,517.03784,664.165525,711.6043,10,nan,6402.29823,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,0.001,131072,28,default,d2h,11288.088,11365.5582,11295.83502,11390.26212,11393.007,3,nan,2363.164546,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,0.0001,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,1e-05,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,1e-06,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,1e-07,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,adaptive,tol,1e-08,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.1875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.09375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.046875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.0234375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.01171875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.005859375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.0029296875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.00146484375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.000732421875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,kvaerno3,fixed,dt,0.0003662109375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.1875,131072,28,default,d2h,50476.0395,50490.821,50477.51765,50710.65626,50735.0824,3,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.09375,131072,28,default,d2h,101008.7426,101065.1834,101014.3867,101179.9884,101192.7445,3,nan,978409136.6,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.046875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.0234375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.01171875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.005859375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.0029296875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.00146484375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.000732421875,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,rosenbrock23_sciml,fixed,dt,0.0003662109375,131072,28,default,d2h,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.1875,131072,28,default,d2h,14.2551,20.87235,14.854835,81.5135,282.9154,20,nan,95416.28027,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.09375,131072,28,default,d2h,20.7744,21.5551,20.90113,22.73613,23.89,20,nan,8053.703754,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.046875,131072,28,default,d2h,35.0549,36.24575,35.36522,397.133375,691.0502,10,nan,5874.382168,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.0234375,131072,28,default,d2h,61.8849,62.453,62.13,64.25068,68.5196,20,nan,88764.4396,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.01171875,131072,28,default,d2h,368.0093,368.66795,368.08175,502.422465,609.4803,10,nan,31502.93107,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.005859375,131072,28,default,d2h,715.3458,722.73155,718.31103,726.71336,727.1216,10,nan,124119.4077,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.0029296875,131072,28,default,d2h,1402.5937,1410.98685,1403.326885,1510.691095,1584.9352,10,nan,7553.194285,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.00146484375,131072,28,default,d2h,2790.3323,2802.5694,2792.473265,2833.43055,2835.861,10,nan,19091.42162,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.000732421875,131072,28,default,d2h,5596.7991,5612.9702,5598.41621,5839.81673,5865.0219,3,nan,9622.763389,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,wp,pleiades,tsit5,fixed,dt,0.0003662109375,131072,28,default,d2h,11194.4021,11198.5342,11194.81531,11274.17956,11282.5846,3,nan,76293.86149,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,8,20,default,both,70.5656,71.93055,70.59714,73.82867,74.5843,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,8,20,default,none,70.697,72.2574,70.81366,74.425735,75.1484,20,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,32,20,default,both,158.8384,245.50935,161.404525,404.693855,427.4558,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,32,20,default,none,394.166,408.12365,397.622,419.085255,421.2606,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,128,20,default,both,223.8388,227.8176,224.08045,229.913905,230.3743,10,nan,nan,nan,2026-09-08T05:44:47Z
julia,windows_RTX-4070-SUPER,times,pollu,kvaerno3,adaptive,tol,1e-05,128,20,default,none,222.3435,230.45195,222.391245,242.788835,243.6446,10,nan,nan,nan,2026-09-08T05:44:47Z
